,stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,midCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,time,year,month,day,hour
0,52787.0,102.87,37.2,3045.1,11.0,9999.0,293.0,4.4,1035.5,-2.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,186.0,1.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 00:00,2020.0,12.0,1.0,0.0
1,52787.0,102.87,37.2,3045.1,11.0,9999.0,314.0,2.9,1033.1,-5.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,186.0,1.4,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 01:00,2020.0,12.0,1.0,1.0
2,52787.0,102.87,37.2,3045.1,11.0,9999.0,300.0,3.0,1031.5,-5.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,214.0,1.3,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 02:00,2020.0,12.0,1.0,2.0
3,52787.0,102.87,37.2,3045.1,11.0,9999.0,289.0,3.5,1032.3,-6.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,152.0,1.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 03:00,2020.0,12.0,1.0,3.0
4,52787.0,102.87,37.2,3045.1,11.0,9999.0,297.0,3.1,1032.8,-8.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,131.0,1.9,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 04:00,2020.0,12.0,1.0,4.0
5,52787.0,102.87,37.2,3045.1,11.0,9999.0,292.0,5.1,1033.1,-10.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,154.0,0.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 05:00,2020.0,12.0,1.0,5.0
6,52787.0,102.87,37.2,3045.1,11.0,9999.0,346.0,5.7,1034.7,-5.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,162.0,0.9,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 06:00,2020.0,12.0,1.0,6.0
7,52787.0,102.87,37.2,3045.1,11.0,9999.0,310.0,4.7,1035.8,-4.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,181.0,1.2,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 07:00,2020.0,12.0,1.0,7.0
8,52787.0,102.87,37.2,3045.1,11.0,9999.0,298.0,2.5,1034.7,0.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,143.0,0.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 08:00,2020.0,12.0,1.0,8.0
9,52787.0,102.87,37.2,3045.1,11.0,9999.0,333.0,0.9,1036.0,4.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,213.0,0.6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 09:00,2020.0,12.0,1.0,9.0
10,52787.0,102.87,37.2,3045.1,11.0,9999.0,167.0,6.3,1035.7,4.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,209.0,0.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 10:00,2020.0,12.0,1.0,10.0
11,52787.0,102.87,37.2,3045.1,11.0,9999.0,151.0,6.7,1037.0,9.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,139.0,1.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 11:00,2020.0,12.0,1.0,11.0
12,52787.0,102.87,37.2,3045.1,11.0,9999.0,145.0,8.8,1035.1,-7.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,119.0,1.2,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 12:00,2020.0,12.0,1.0,12.0
13,52787.0,102.87,37.2,3045.1,11.0,9999.0,138.0,10.3,1033.6,-12.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,192.0,1.1,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 13:00,2020.0,12.0,1.0,13.0
14,52787.0,102.87,37.2,3045.1,11.0,9999.0,135.0,9.1,1032.9,-23.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,179.0,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 14:00,2020.0,12.0,1.0,14.0
15,52787.0,102.87,37.2,3045.1,11.0,9999.0,126.0,7.7,1031.9,-14.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,158.0,1.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 15:00,2020.0,12.0,1.0,15.0
16,52787.0,102.87,37.2,3045.1,11.0,9999.0,310.0,3.3,1036.6,-2.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,182.0,1.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 16:00,2020.0,12.0,1.0,16.0
17,52787.0,102.87,37.2,3045.1,11.0,9999.0,317.0,8.3,1037.8,8.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,192.0,1.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 17:00,2020.0,12.0,1.0,17.0
18,52787.0,102.87,37.2,3045.1,11.0,9999.0,332.0,6.1,1037.0,14.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,285.0,0.9,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 18:00,2020.0,12.0,1.0,18.0
19,52787.0,102.87,37.2,3045.1,11.0,9999.0,359.0,6.1,1038.3,17.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,2.0,0.7,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 19:00,2020.0,12.0,1.0,19.0
20,52787.0,102.87,37.2,3045.1,11.0,9999.0,323.0,7.7,1039.8,14.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,348.0,0.6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 20:00,2020.0,12.0,1.0,20.0
21,52787.0,102.87,37.2,3045.1,11.0,9999.0,323.0,6.3,1040.5,14.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,360.0,0.6,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 21:00,2020.0,12.0,1.0,21.0
22,52787.0,102.87,37.2,3045.1,11.0,9999.0,324.0,7.4,1040.0,7.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,153.0,0.3,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 22:00,2020.0,12.0,1.0,22.0
23,52787.0,102.87,37.2,3045.1,11.0,9999.0,327.0,6.0,1040.2,2.0,9999.0,9999.0,839220.0,103.2,27.7,2155.9,14.0,9999.0,154.0,0.8,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,2020-12-01 23:00,2020.0,12.0,1.0,23.0
