,year,month,day,hour,rainfall_6h,totalCloud,WD,WV,Transformation_3h,dewPoint,visibility,temperature,temperatureChange_24h,transformer_24h,rainfall_ww,rainfall_yc,WV_x,WV_y,rainfall
2018-06-21,2018.0,6.0,21.0,12.5,0.1,5.125,297.5,3.5,-0.5,3.5875,28.75,14.7125,2.875,0.0,0.0,0.0,2.924190330125,-1.0073331222500004,0.4
2018-06-22,2018.0,6.0,22.0,12.5,0.0,7.75,168.75,2.5,-1.0,3.3125,23.5,15.925,0.625,-0.375,0.0,0.0,-0.6467643754999999,0.9063583326249999,0.0
2018-06-23,2018.0,6.0,23.0,12.5,0.0,7.75,175.0,6.0,0.625,6.4750000000000005,17.8125,13.312500000000002,-1.5,-0.25,0.0,0.35,3.508712129875,1.4174895168749997,0.0
2018-06-24,2018.0,6.0,24.0,12.5,0.075,8.125,246.25,4.125,-1.125,8.1875,22.2,11.1375,-1.5,0.0,0.39999999999999997,3.5,2.294071571125,0.2678453108749994,0.3
2018-06-25,2018.0,6.0,25.0,12.5,0.35,7.875,267.5,5.25,2.25,8.1875,24.7375,9.987499999999999,-1.0,0.0,0.15,3.2,5.0048690406250005,0.14888389224999926,1.4
2018-06-26,2018.0,6.0,26.0,12.5,0.45,7.875,170.0,4.125,0.375,9.9375,22.75,13.0625,2.0,1.0,0.15,0.1,-1.3334647987500001,0.8838329632500003,1.8
2018-06-27,2018.0,6.0,27.0,12.5,0.7875,7.75,187.5,5.125,2.375,11.125000000000002,17.5,13.6375,0.375,0.875,0.0,0.0,-2.649608817125,1.8258881983750002,3.15
2018-06-28,2018.0,6.0,28.0,12.5,0.275,7.25,141.25,9.125,-5.0,10.9375,23.625,14.537500000000001,0.875,-0.5,0.0,0.0,-6.7301884278749995,5.8234957430000005,1.1
2018-06-29,2018.0,6.0,29.0,12.5,0.25,7.875,272.5,5.25,1.125,9.275,27.0,13.2,-0.5,-1.75,1.0,3.3,3.2925611528750003,-0.8344240198750003,1.0
2018-06-30,2018.0,6.0,30.0,13.666666666666666,0.011111111111111112,8.11111111111111,268.8888888888889,3.3333333333333335,-0.7777777777777778,9.31111111111111,29.555555555555557,13.877777777777776,0.2222222222222222,0.5555555555555556,0.0,0.0,1.710561507,-0.14699616033333374,0.044444444444444446
2018-07-01,2018.0,7.0,1.0,12.5,1.125,8.375,335.0,8.375,-1.25,9.2625,20.975,10.224999999999998,-2.625,-1.125,2.8499999999999996,8.399999999999999,7.29207735375,-0.47027769712500156,4.5
2018-07-02,2018.0,7.0,2.0,12.5,0.8,8.25,302.5,7.875,0.0,6.450000000000001,29.375,9.475,-0.375,0.625,0.05,0.2,5.195779645625,0.7931713428749986,3.2
2018-07-03,2018.0,7.0,3.0,12.5,0.5,8.25,190.0,4.125,-1.125,6.1000000000000005,28.5,9.1625,-0.25,-0.625,0.0,0.0,-0.15539371112500006,1.6670196524999996,2.0
2018-07-04,2018.0,7.0,4.0,12.5,0.0,7.125,203.75,3.625,1.125,7.137499999999999,30.0,11.375,1.375,-0.25,0.0,0.0,0.15230594375000003,1.460827682125,0.0
2018-07-05,2018.0,7.0,5.0,12.5,0.0,7.5,236.25,5.25,2.25,8.225,29.75,13.3125,1.75,1.25,0.0,0.0,3.9458379989999997,0.7042674351249993,0.0
2018-07-06,2018.0,7.0,6.0,12.5,0.12499999999999999,8.125,305.0,5.75,3.25,8.5375,22.875,10.225,-1.25,1.375,0.0,0.65,5.36800373,-0.883832963375001,0.49999999999999994
2018-07-07,2018.0,7.0,7.0,12.5,0.3,8.25,282.5,4.375,-0.375,8.35,23.75,9.2375,-0.75,0.875,0.05,7.5,2.807040128375,-1.0416330243750003,1.2
2018-07-08,2018.0,7.0,8.0,12.5,0.875,8.375,211.25,3.75,-1.25,7.7875000000000005,21.0125,9.5875,-0.125,-0.5,0.0,0.05,-0.6384464158749998,0.09774943275000003,3.5
2018-07-09,2018.0,7.0,9.0,12.5,0.25,5.5,165.0,5.875,-3.625,8.625,20.7125,11.3625,1.375,-1.25,0.0,0.0,-5.0959306152499995,2.3662011773750002,1.0
2018-07-10,2018.0,7.0,10.0,12.5,0.8,7.25,255.0,4.25,2.75,6.475,25.875,8.6,0.125,-0.375,0.0,0.05,3.504810687375,-0.22923234350000057,3.2
2018-07-11,2018.0,7.0,11.0,12.5,0.0125,6.625,197.5,4.0,0.375,3.5875000000000004,26.25,10.3625,1.25,0.875,0.0,0.0,2.084154707,-0.7695453223749998,0.05
2018-07-12,2018.0,7.0,12.0,12.5,0.0,4.75,196.25,6.0,-1.625,7.187500000000001,27.125,14.087499999999999,1.25,-0.5,0.0,0.0,-3.315120703375,0.772442163875,0.0
2018-07-13,2018.0,7.0,13.0,12.5,0.125,5.0,203.75,4.75,-2.625,4.2125,23.0,16.125,1.625,-0.75,0.0,0.0,-1.4835483858749996,1.1431420410000002,0.5
2018-07-14,2018.0,7.0,14.0,12.5,0.0,7.5,227.5,6.875,1.375,6.7875,25.5,14.4,-1.125,-1.0,0.0,0.0,0.19557353662499943,0.6567575224999994,0.0
2018-07-15,2018.0,7.0,15.0,12.5,0.5,8.125,280.0,4.375,1.625,7.9625,28.0,11.45,-2.125,1.75,0.0,0.0,2.6400768447499994,0.08550503599999933,2.0
2018-07-16,2018.0,7.0,16.0,12.5,0.0,5.375,293.75,3.125,-1.5,4.9,30.0,15.712500000000002,2.75,-0.5,0.0,0.0,0.909055132125,-1.041671501875,0.0
2018-07-17,2018.0,7.0,17.0,12.5,0.0,4.5,151.25,3.875,-1.0,3.825,23.375,15.05,1.75,-0.5,0.0,0.0,-2.528399494,-0.054012046874999844,0.0
2018-07-18,2018.0,7.0,18.0,12.5,0.0,7.875,146.25,5.5,-1.75,8.1625,23.125,15.200000000000001,-1.375,-1.375,5.5,0.0,0.5878474038750005,1.838461110875,0.0
2018-07-19,2018.0,7.0,19.0,12.5,0.125,7.0,310.0,4.875,3.5,8.5875,28.5,16.125000000000004,0.375,0.75,4.5,0.1,4.763742153875,-0.20344942025000096,0.5
2018-07-20,2018.0,7.0,20.0,12.5,3.575,7.625,285.0,8.125,1.625,7.5125,25.5,10.1625,-4.0,1.25,4.0,1.9,7.17146259525,-0.6412877687500008,14.3
2018-07-21,2018.0,7.0,21.0,12.5,0.0,3.75,147.5,4.25,0.125,2.4375,29.375,14.825,2.875,0.75,0.0,0.0,-3.16021673225,2.1984678829999997,0.0
2018-07-22,2018.0,7.0,22.0,12.5,0.0,6.875,228.75,4.125,-1.375,5.575,23.75,12.750000000000002,0.375,-0.5,0.0,0.0,2.567830163875,0.22460998599999937,0.0
2018-07-23,2018.0,7.0,23.0,12.5,3.125,8.125,337.5,6.625,2.25,7.812500000000001,24.7,11.137499999999998,-2.375,-0.25,4.0,0.5,5.959006951375,-1.895923480375001,12.5
2018-07-24,2018.0,7.0,24.0,12.5,2.125,5.125,195.0,3.5,-0.125,2.5625,26.475,13.4625,1.375,1.375,0.0,0.0,-1.191159655875,-0.13717372249999996,8.5
2018-07-25,2018.0,7.0,25.0,12.5,0.0,3.625,152.5,7.0,-2.125,8.975,29.625,14.975,1.375,-1.5,0.0,0.0,-5.797340791,3.656932981625,0.0
2018-07-26,2018.0,7.0,26.0,12.5,0.0,5.875,287.5,5.375,-0.25,9.125,25.75,16.9625,1.375,-0.5,0.0,0.0,2.68530737925,0.08550503574999913,0.0
2018-07-27,2018.0,7.0,27.0,12.5,0.0,6.125,150.0,5.0,-0.5,12.812500000000002,23.25,16.887500000000003,0.125,-0.25,0.0,0.0,-4.142554194124999,2.554180843875,0.0
2018-07-28,2018.0,7.0,28.0,12.5,0.0,6.25,243.75,5.75,2.875,11.5125,25.2625,14.375,-1.625,0.375,0.0,0.0,2.465066004625,0.3218766116249998,0.0
2018-07-29,2018.0,7.0,29.0,12.5,0.0,7.75,215.0,6.0,0.875,12.3,28.875,14.225,-0.375,1.375,0.0,0.0,-2.7028615733749994,2.2121607005,0.0
2018-07-30,2018.0,7.0,30.0,14.545454545454545,0.18181818181818182,6.7272727272727275,132.72727272727272,5.818181818181818,-0.09090909090909091,11.609090909090908,26.0,16.099999999999998,1.3636363636363635,0.2727272727272727,0.0,0.0,-4.118074417181818,3.7979858209090906,0.7272727272727273
2018-07-31,2018.0,7.0,31.0,13.666666666666666,0.011111111111111112,5.555555555555555,144.44444444444446,7.888888888888889,-1.5555555555555556,10.366666666666667,29.11111111111111,15.144444444444442,-0.2222222222222222,-1.0,0.0,0.0,-6.332653125111111,4.569600921444445,0.044444444444444446
2018-08-01,2018.0,8.0,1.0,12.5,0.05,6.125,185.0,5.25,-1.75,11.3875,24.0625,14.1,-1.25,-1.125,0.0,0.0,-1.2340722635,1.5081511372499998,0.2
2018-08-02,2018.0,8.0,2.0,12.5,2.9,8.125,327.5,6.75,3.0,11.5,20.4125,11.85,-1.25,0.125,27.0,22.0,5.25,-1.2212453270876722e-15,11.6
2018-08-03,2018.0,8.0,3.0,12.5,0.9375,8.0,185.0,6.125,3.75,10.8125,24.7875,11.950000000000001,-0.25,2.5,0.0,0.2,5.7978556395,0.6243181739999994,3.75
2018-08-04,2018.0,8.0,4.0,12.5,0.8,7.0,182.5,3.75,0.5,12.037500000000001,29.5,14.4625,2.0,0.875,0.0,0.0,-2.881557823125,0.49419378612500003,3.2
2018-08-05,2018.0,8.0,5.0,12.5,0.1125,6.125,287.5,6.0,1.25,11.6125,25.375,14.349999999999998,-0.125,0.375,0.0,0.0,2.492461577625,-0.6855401277500005,0.45
2018-08-06,2018.0,8.0,6.0,12.5,0.9875,7.75,295.0,3.5,-1.25,11.25,22.875,12.75,-1.5,-0.125,4.5,0.45,2.034055132125,-0.14888389225000023,3.95
2018-08-07,2018.0,8.0,7.0,12.5,2.25,7.875,302.5,5.625,-0.375,8.762500000000001,25.5,11.625,-0.375,-0.125,5.15,1.55,5.1751579285,-0.9265854811250006,9.0
2018-08-08,2018.0,8.0,8.0,12.5,0.0,7.5,158.75,4.125,0.25,10.349999999999998,29.5,12.987500000000002,0.875,0.0,0.0,0.0,-0.8933927518749999,1.5133591421249997,0.0
2018-08-09,2018.0,8.0,9.0,12.5,0.275,7.75,211.25,3.375,-0.875,10.0625,28.75,13.6125,0.5,-0.25,6.0,0.0,1.243241115,-0.17057868500000006,1.1
2018-08-10,2018.0,8.0,10.0,12.5,0.0,6.0,283.75,6.25,-1.5,9.05,29.625,14.100000000000001,0.5,-0.75,0.0,0.0,5.054910262875,-0.7709038455000006,0.0
2018-08-11,2018.0,8.0,11.0,12.5,0.0,6.625,258.75,4.75,-0.75,9.6375,27.875,12.975000000000001,-1.125,-0.25,0.0,0.45,4.182154198375,0.20724748199999923,0.0
2018-08-12,2018.0,8.0,12.0,12.5,0.75,7.75,200.0,3.0,-0.5,8.925,28.625,12.0375,-0.5,-0.625,0.05,0.0,-1.748239863375,1.0002775069999998,3.0
2018-08-13,2018.0,8.0,13.0,12.5,0.0,7.75,198.75,3.625,-0.125,9.2625,23.25,13.262500000000001,1.25,-0.125,0.0,0.0,-2.1188389837500003,0.47639989550000006,0.0
2018-08-14,2018.0,8.0,14.0,12.5,0.1125,6.125,307.5,7.75,4.875,9.65,23.625,13.0875,-0.375,1.125,0.0,0.0,6.0944208645,-0.6258180148750012,0.45
2018-08-15,2018.0,8.0,15.0,12.5,0.1875,8.25,302.5,6.125,3.0,8.5625,22.4375,10.2875,-2.0,2.875,0.15,0.0,3.9468055972500005,-0.7540755686250006,0.75
2018-08-16,2018.0,8.0,16.0,12.5,1.45,8.25,242.5,8.125,-0.25,6.1499999999999995,22.8125,7.7125,-2.125,1.0,0.0,1.4,6.5336880395,0.2019495793749991,5.8
2018-08-17,2018.0,8.0,17.0,12.5,0.375,8.375,196.25,2.875,-3.125,9.3125,11.4375,9.6625,1.375,-1.375,0.1,0.0,-1.10188529575,-0.07572609374999995,1.5
2018-08-18,2018.0,8.0,18.0,12.5,0.0125,7.75,152.5,6.625,-4.75,10.2125,18.8625,11.9,1.875,-2.75,0.0,0.0,-5.662016280374999,3.15271609475,0.05
2018-08-19,2018.0,8.0,19.0,12.5,2.5125,6.875,183.75,3.75,1.0,9.6375,18.225,12.4875,0.0,-1.0,0.0,0.0,-1.97242869975,0.876210923875,10.05
2018-08-20,2018.0,8.0,20.0,12.5,0.75,8.625,260.0,3.875,0.5,9.8125,17.049999999999997,10.8625,-0.75,1.125,0.2,0.0,2.464844257875,-0.4087401705000004,3.0
2018-08-21,2018.0,8.0,21.0,12.5,2.75,6.875,350.0,8.125,2.375,7.499999999999999,21.0625,8.9625,-1.25,0.375,18.0,6.0,7.921462594875,-1.154317983750001,11.0
2018-08-22,2018.0,8.0,22.0,12.5,0.0,4.875,227.5,7.0,-2.125,2.775,29.25,12.0375,1.875,0.5,0.0,0.0,4.207703309875001,0.6958532968749993,0.0
2018-08-23,2018.0,8.0,23.0,12.5,0.0,6.25,166.25,6.0,-1.25,8.5625,21.7875,11.3875,-1.0,-1.25,0.0,0.0,-5.01252416975,2.3933426235,0.0
2018-08-24,2018.0,8.0,24.0,12.5,1.275,6.25,203.75,4.25,-0.5,7.775,26.5,11.225,0.0,-0.5,0.2,4.0,1.5522695198750003,0.7597663803749996,5.1
2018-08-25,2018.0,8.0,25.0,12.5,1.125,7.5,278.75,4.5,2.0,8.6625,22.35,10.225,-0.5,0.75,6.5,5.55,3.0248462018749995,-0.7508502116250002,4.5
2018-08-26,2018.0,8.0,26.0,10.5,0.016666666666666666,8.0,156.66666666666666,4.0,-3.3333333333333335,8.066666666666668,27.0,11.133333333333333,0.6666666666666666,0.16666666666666666,0.0,0.0,-3.469356853666667,1.4133328260000002,0.06666666666666667
2018-08-27,2018.0,8.0,27.0,12.5,0.075,7.0,222.5,5.5,2.375,9.562500000000002,9.1125,9.8625,0.125,-0.375,0.0,0.0,2.91701900025,0.7762017481249993,0.3
2018-08-28,2018.0,8.0,28.0,12.5,0.0625,7.375,240.0,3.75,0.0,11.262500000000001,16.8,12.5375,0.625,1.375,0.0,0.0,-0.4113574213750001,0.33170697412499994,0.25
2018-08-29,2018.0,8.0,29.0,12.5,1.0125,8.375,245.0,6.5,-0.25,11.062500000000002,9.987499999999999,11.812499999999998,-0.125,-0.375,0.0,0.0,0.6594805778750001,0.305924051,4.05
2018-08-30,2018.0,8.0,30.0,12.5,0.0875,8.375,266.25,3.25,-0.125,10.350000000000001,5.775,10.524999999999999,-0.875,0.0,4.5,2.55,0.15062310250000016,-0.12213535537500007,0.35
2018-08-31,2018.0,8.0,31.0,12.5,2.0,8.375,256.25,4.125,-2.875,10.6375,2.6500000000000004,10.837499999999999,0.25,-0.75,8.1,0.9500000000000001,1.4184703977500002,-0.9937623995000001,8.0
2018-09-01,2018.0,9.0,1.0,8.0,1.38,8.2,316.0,11.4,3.8,10.139999999999999,12.120000000000001,10.3,0.2,-0.8,2.08,10.4,10.340373334199999,0.3856725657999974,5.52
2019-07-01,2019.0,7.0,1.0,12.5,0.05,6.125,154.5,3.75,-0.5,5.0,29.625,11.237499999999999,-0.21250000000000002,-2.625,0.0,0.0,-2.630649832625,1.075552568625,0.2
2019-07-02,2019.0,7.0,2.0,12.5,0.0,6.25,227.875,3.5000000000000004,2.0,7.2,29.75,12.549999999999999,1.3125,6.5,0.0,0.0,-0.08675223900000006,0.13334186799999997,0.0
2019-07-03,2019.0,7.0,3.0,12.5,0.0,6.25,239.375,2.975,-0.25,6.7625,30.0,12.5,-0.04999999999999996,6.5,0.0,0.0,-0.19596591799999985,0.18819643474999997,0.0
2019-07-04,2019.0,7.0,4.0,12.5,0.0,0.625,189.875,4.55,-2.875,3.7125,27.9625,15.475000000000001,2.9749999999999996,-15.125,0.0,0.0,4.014091852,-0.493101514,0.0
2019-07-06,2019.0,7.0,6.0,12.5,0.0,6.25,170.0,5.25,-4.5,4.4375,28.475,11.075000000000001,-1.5374999999999996,-22.375,0.0,0.0,-4.01268077975,2.855972066875,0.0
2019-07-07,2019.0,7.0,7.0,12.5,5.225,6.25,157.5,6.7375,2.75,5.0125,21.725,8.825000000000001,-2.25,-14.5,13.600000000000001,10.700000000000001,0.709919233375,1.3750700381249998,20.9
2019-07-08,2019.0,7.0,8.0,12.5,3.275,6.25,298.625,6.675000000000001,1.25,5.2875,18.8,6.4,-2.425,26.75,13.45,6.3,6.298425275875001,-1.60542074625,13.1
2019-07-09,2019.0,7.0,9.0,12.5,1.0,6.25,322.75,6.75,-1.25,5.675,26.462500000000002,7.275,0.875,0.125,3.5,4.5,6.2113867445,-0.8610298358749999,4.0
2019-07-10,2019.0,7.0,10.0,12.5,0.025,4.5,149.125,4.512499999999999,-1.0,7.112500000000001,27.0875,9.450000000000001,2.175,-15.625,0.0,0.0,-3.736062374,2.35422881475,0.1
2019-07-11,2019.0,7.0,11.0,12.5,4.3,6.25,191.5,2.900000000000001,2.5,6.025,26.950000000000003,9.0125,-0.43749999999999994,16.25,0.0,0.0,-1.718401298,-0.4036746569999999,17.2
2019-07-12,2019.0,7.0,12.0,12.5,1.5499999999999998,6.25,187.125,1.975,0.0,5.1125,27.775,10.75,1.7375000000000003,7.0,0.0,0.0,0.7679875706250001,-0.35765126962500005,6.199999999999999
2019-07-13,2019.0,7.0,13.0,12.5,0.0,3.125,150.125,3.075,-2.875,5.0375,28.35,12.9375,2.1875,-10.0,0.0,0.0,-2.360721810875,1.5788746843750001,0.0
2019-07-14,2019.0,7.0,14.0,12.5,1.75,5.0,256.25,4.25,0.0,7.6000000000000005,20.25,9.125,-3.8125,-12.25,0.0,5.699999999999999,1.51114031575,-0.8804438178750001,7.0
2019-07-15,2019.0,7.0,15.0,12.5,0.0,5.25,147.0,2.4125,-0.25,6.5375,30.0,10.6125,1.4875000000000003,-5.125,0.0,0.0,-1.9946404408750003,1.2478499403749999,0.0
2019-07-16,2019.0,7.0,16.0,12.5,0.0,5.5,280.5,4.7625,1.75,5.0,29.8,12.625,2.0125,9.375,0.0,0.0,3.50405287475,-0.43000242787500004,0.0
2019-07-17,2019.0,7.0,17.0,12.5,0.0,6.25,267.0,4.6375,1.875,7.699999999999999,29.8625,13.5,0.8749999999999999,13.75,0.0,0.0,2.88836335325,-1.0001346999999998,0.0
2019-07-18,2019.0,7.0,18.0,12.5,2.4875,6.25,216.5,6.8125,1.125,9.312499999999998,23.612499999999997,10.1875,-3.3125,12.125,0.05,4.1,6.09482206425,-0.8628393402500002,9.95
2019-07-19,2019.0,7.0,19.0,12.5,1.6375000000000002,6.25,231.5,6.5,0.5,6.5125,29.025,11.95,1.7625000000000002,6.0,0.95,1.0,6.15035516825,-0.8069759273750002,6.550000000000001
2019-07-20,2019.0,7.0,20.0,12.5,0.0,3.75,189.875,4.1875,-2.5,7.4875,29.95,14.2625,2.3125,-5.75,0.0,0.0,-2.270081806125,0.0016999261250002472,0.0
2019-07-21,2019.0,7.0,21.0,12.5,1.125,6.25,233.25,5.862499999999999,0.125,7.7375,21.562500000000004,10.237499999999999,-4.0249999999999995,-13.75,0.1,0.9,1.166965833,1.6550383497499999,4.5
2019-07-22,2019.0,7.0,22.0,12.5,0.4375,2.0,280.625,5.7250000000000005,0.75,7.075000000000001,27.3125,11.312500000000002,1.0750000000000002,6.875,0.0,1.4500000000000002,4.330658586249999,-2.30668719175,1.75
2019-07-23,2019.0,7.0,23.0,12.5,2.2625,5.0,246.0,5.85,2.0,6.8999999999999995,23.8375,9.812499999999998,-1.5,5.25,0.0,2.6500000000000004,2.4157556467499997,0.0788936262499999,9.05
2019-07-24,2019.0,7.0,24.0,12.5,0.625,6.25,181.375,3.125,-1.5,6.4750000000000005,28.5375,10.612499999999999,0.7999999999999999,7.625,0.0,0.0,-2.081300999375,1.321770371125,2.5
2019-07-25,2019.0,7.0,25.0,12.5,0.0,2.875,172.0,4.925,-3.5,5.675000000000001,30.0,13.825000000000001,3.2125,-18.625,0.0,0.0,-2.576526387125,1.6980006856249998,0.0
2019-07-26,2019.0,7.0,26.0,12.5,0.05,2.375,185.25,6.95,-2.125,7.499999999999999,29.8625,15.637499999999998,1.8125,-41.0,0.3,0.0,-3.0013459063750005,2.9311543153749997,0.2
2019-07-27,2019.0,7.0,27.0,12.5,0.975,5.0,174.75,7.2,2.875,8.075,27.875,13.399999999999999,-2.2375,28.375,0.65,0.0,2.402835269625,1.7386678163750005,3.9
2019-07-28,2019.0,7.0,28.0,12.5,7.6499999999999995,6.25,236.5,6.025,3.0,9.437500000000002,21.725,10.987499999999999,-2.4125,11.25,4.35,2.9000000000000004,2.715330323875,0.6368354474999997,30.599999999999998
2019-07-29,2019.0,7.0,29.0,12.5,2.0125,2.625,214.5,3.2875,2.375,6.4750000000000005,26.2375,12.537499999999998,1.55,26.125,0.0,0.0,2.710977073625,-0.29045542237500005,8.05
2019-07-30,2019.0,7.0,30.0,12.5,0.1875,4.0,197.875,3.6499999999999995,-0.875,5.9,29.549999999999997,13.0625,0.525,2.25,0.0,0.0,2.27354718975,-0.12609667699999996,0.75
2019-07-31,2019.0,7.0,31.0,12.5,0.425,4.125,209.25,3.6000000000000005,-0.625,3.5125,28.6375,11.287500000000001,-1.7750000000000001,-1.0,0.0,0.0,-0.07431361125000008,0.6835103613750001,1.7
2019-08-01,2019.0,8.0,1.0,12.5,0.0,3.75,151.875,4.1625,-2.625,5.6875,30.0,13.024999999999999,1.7375000000000003,-18.75,0.0,0.0,-3.3319702186249995,2.20155107075,0.0
2019-08-02,2019.0,8.0,2.0,12.5,0.225,5.0,133.625,4.1625,-0.125,7.5,29.25,12.1625,-0.8624999999999998,-9.5,0.3,0.0,-2.782109313875,2.882642307875,0.9
2019-08-03,2019.0,8.0,3.0,12.5,0.0,2.625,297.375,4.7875000000000005,1.25,6.775,29.625,13.225000000000001,1.0625,4.75,0.0,0.0,4.49926335125,-0.8033236767499999,0.0
2019-08-04,2019.0,8.0,4.0,12.5,0.0,5.5,237.625,3.225,0.125,6.6625,30.0,13.3125,0.08750000000000002,9.0,0.0,0.0,0.2739533663750001,0.32295104050000006,0.0
2019-08-05,2019.0,8.0,5.0,12.5,0.175,6.25,179.375,3.05,1.125,4.3999999999999995,29.275,14.2,0.8875000000000002,7.375,0.4,0.0,-0.33204521612499993,0.6652581196249999,0.7
2019-08-06,2019.0,8.0,6.0,12.5,0.0,3.25,261.125,2.425,-0.5,4.4875,30.0,14.4,0.19999999999999998,1.75,0.0,0.0,1.12142567075,-0.4191690603749999,0.0
2019-08-07,2019.0,8.0,7.0,12.5,0.0,6.25,161.875,6.4625,-1.75,6.6375,29.700000000000003,14.375,-0.025000000000000022,-17.875,0.0,24.8,-2.26639537475,3.24455814275,0.0
2019-08-08,2019.0,8.0,8.0,12.5,2.625,6.25,238.75,6.437500000000001,3.375,6.675000000000001,27.2125,8.875,-5.5,18.0,10.500000000000002,17.8,5.883774161875,-1.2123247327499997,10.5
2019-08-09,2019.0,8.0,9.0,12.5,1.25,3.75,236.625,2.95,-1.0,3.1875000000000004,26.9375,10.325000000000001,1.45,1.875,0.0,0.0,1.10481153925,-0.28695249275,5.0
2019-08-10,2019.0,8.0,10.0,12.5,0.0,1.0,303.75,6.35,-1.125,1.775,30.0,12.499999999999998,2.1750000000000003,-4.75,0.0,0.0,6.159023199250001,-1.09773789175,0.0
2019-08-11,2019.0,8.0,11.0,12.5,0.0,0.0,245.625,5.437499999999999,-0.375,4.775000000000001,30.0,12.512500000000001,0.012500000000000039,-7.25,0.0,0.0,4.046754712875,-0.6858804990000001,0.0
2019-08-12,2019.0,8.0,12.0,12.5,0.0,3.75,255.625,4.95,0.5,4.175,29.0875,13.025,0.5125000000000001,1.375,0.0,1.2,4.6530135945,-0.6687867905,0.0
2019-08-13,2019.0,8.0,13.0,12.5,2.55,4.75,279.625,5.4624999999999995,3.0,7.7124999999999995,23.2625,9.9125,-3.1125000000000003,16.75,2.0,6.4,4.256630191249999,-1.257337115,10.2
2019-08-14,2019.0,8.0,14.0,12.5,0.0,0.0,239.875,4.05,-2.5,-0.11249999999999999,28.675,13.600000000000001,3.6875,-0.75,0.0,0.0,3.7631080298749997,0.040717381750000003,0.0
2019-08-15,2019.0,8.0,15.0,12.5,0.0,0.0,193.875,4.387499999999999,-2.625,0.0625,28.349999999999998,15.924999999999999,2.3249999999999997,-26.75,0.0,0.0,3.224226774,-0.5875823905,0.0
2019-08-16,2019.0,8.0,16.0,12.5,0.0,6.25,301.0,5.2375,1.875,4.5249999999999995,28.925,11.3,-4.625,0.875,0.0,0.0,2.8113567481249997,-2.6976971125,0.0
2019-08-17,2019.0,8.0,17.0,12.5,0.0,1.0,163.75,4.925000000000001,-3.625,6.975,28.7,13.137500000000001,1.8375,-6.625,0.0,0.0,-3.655570958375,2.334693100875,0.0
2019-08-18,2019.0,8.0,18.0,12.5,0.0,3.75,196.5,5.8374999999999995,-0.125,10.3375,28.8125,15.1625,2.025,-16.75,0.0,0.0,-3.3551624183750004,1.9279736181250002,0.0
2019-08-19,2019.0,8.0,19.0,12.5,1.5875,5.75,84.75,8.7875,5.75,9.787500000000001,22.900000000000002,11.387500000000001,-3.7750000000000004,23.25,2.15,5.0,6.363212131125,0.807878973,6.35
2019-08-20,2019.0,8.0,20.0,12.5,4.7625,6.25,239.75,8.1875,1.0,6.5249999999999995,25.1125,8.287500000000001,-3.0999999999999996,35.875,0.85,0.2,7.115281159875,-0.647892102125,19.05
2019-08-21,2019.0,8.0,21.0,12.5,0.0125,6.25,167.375,5.2375,-0.5,7.575000000000001,25.8,8.8625,0.5750000000000001,-10.25,0.0,1.7999999999999998,0.138416535625,0.847158783,0.05
2019-08-22,2019.0,8.0,22.0,12.5,0.17500000000000002,6.25,219.875,3.1000000000000005,0.125,8.75,5.325,8.85,-0.01249999999999997,4.5,0.0,4.6,0.8824151668750002,-0.7835662385000001,0.7000000000000001
2019-08-23,2019.0,8.0,23.0,12.5,0.8374999999999999,6.25,214.875,6.699999999999999,1.0,9.174999999999999,14.45,9.675,0.825,0.0,0.0,0.1,4.477138318875,0.26472191737499967,3.3499999999999996
2019-08-24,2019.0,8.0,24.0,12.5,0.0,6.25,282.75,4.9125,-0.875,8.1,29.575,12.025,2.3499999999999996,5.75,0.0,0.0,3.574842912375,-1.404550625375,0.0
2019-08-25,2019.0,8.0,25.0,12.5,1.5250000000000001,5.75,186.0,5.5625,-0.375,10.774999999999999,13.575000000000001,12.0125,-0.012499999999999983,-9.5,0.0,0.4,0.318693548875,0.5812904788750001,6.1000000000000005
2019-08-26,2019.0,8.0,26.0,12.5,4.0,6.25,279.5,5.4125,2.5,6.4750000000000005,23.475,10.1375,-1.875,18.25,1.7,2.8,4.827425519000001,-0.896547695375,16.0
2019-08-27,2019.0,8.0,27.0,12.5,0.05,6.25,210.25,2.4750000000000005,0.75,7.525,26.7,11.087499999999999,0.9499999999999997,4.75,3.65,0.0,0.19713914275000005,-0.39901729824999993,0.2
2019-08-28,2019.0,8.0,28.0,12.5,0.025,4.0,192.125,3.0374999999999996,0.5,8.5625,24.2125,11.725,0.6375000000000001,13.375,3.65,0.0,0.3962658204999999,0.314101236875,0.1
2019-08-29,2019.0,8.0,29.0,12.5,0.875,4.25,143.375,5.687499999999999,-2.625,8.75,24.775000000000002,10.837500000000002,-0.8875,-16.5,0.0,0.0,-4.2813978778749995,3.479416297125,3.5
2019-08-30,2019.0,8.0,30.0,12.5,3.675,5.5,153.5,4.1625,0.375,6.0625,21.112499999999997,7.525,-3.3125,-2.5,0.0,0.1,-3.271056655,2.0668078847499998,14.7
2019-08-31,2019.0,8.0,31.0,12.5,0.0,4.125,244.0,3.375,-1.875,3.2375,29.9875,8.625,1.1,-14.625,0.0,0.0,0.95657234325,-0.7956978792500001,0.0
