,year,month,day,hour,rainfall_6h,totalCloud,WD,WV,Transformation_3h,dewPoint,visibility,temperature,temperatureChange_24h,transformer_24h,rainfall_ww,rainfall_yc,WV_x,WV_y,rainfall
2019-09-01,2019.0,9.0,1.0,12.5,0.05,3.0,140.0,5.625,0.375,4.625,29.8,9.6125,0.9875,-2.75,0.0,0.0,-4.1383925445,3.6081751618749998,0.2
2019-09-02,2019.0,9.0,2.0,12.5,0.0,3.625,145.125,8.7375,-1.875,7.75,29.875,9.95,0.33750000000000013,-9.0,0.0,0.0,-7.027324765375,4.988453803,0.0
2019-09-03,2019.0,9.0,3.0,12.5,0.0,5.0,203.25,3.8500000000000005,-1.125,8.625,19.6125,10.200000000000001,0.2499999999999999,-12.125,0.0,0.0,-2.8928536991250002,1.3293532798749998,0.0
2019-09-04,2019.0,9.0,4.0,12.5,0.0,2.625,275.5,4.175,0.0,7.2,29.8,12.8125,2.6125000000000003,1.125,0.0,0.0,3.2455662351250005,-0.7490249478750001,0.0
2019-09-05,2019.0,9.0,5.0,12.5,0.15,7.125,206.25,4.1625,-1.5,6.512499999999999,29.45,12.6375,-0.17500000000000002,-11.625,0.0,4.3,1.6297791706250004,-0.22653876112499996,0.6
2019-09-06,2019.0,9.0,6.0,12.5,1.2,5.875,207.875,3.3625000000000003,0.25,8.325,29.725,11.875,-0.7625000000000004,-6.875,0.0,0.3,-1.4299316152500001,0.9102914195,4.8
2019-09-07,2019.0,9.0,7.0,12.5,0.1,5.625,234.625,5.3,2.125,8.087499999999999,26.35,11.3,-0.575,14.875,0.0,0.0,3.986121802,-0.46004701174999996,0.4
2019-09-08,2019.0,9.0,8.0,12.5,1.0,5.375,258.625,5.825,-1.25,9.0375,13.875,9.675,-1.625,-5.5,5.6499999999999995,10.05,0.4246746922500003,-0.5465418581250001,4.0
2019-09-09,2019.0,9.0,9.0,12.5,2.85,1.25,281.25,7.500000000000001,3.0,6.6375,10.05,6.737499999999999,-2.9375,17.875,6.599999999999999,10.05,6.498249987,-0.8798082179999999,11.4
2019-09-10,2019.0,9.0,10.0,12.5,0.2,4.25,145.125,7.675,-2.875,7.7875,12.025,8.0625,1.325,-8.0,0.0,0.0,-5.98081153475,4.6130476243750005,0.8
2019-09-11,2019.0,9.0,11.0,12.5,0.0,1.25,196.0,4.4625,1.5,8.5125,26.275,13.4375,5.375,1.125,0.0,0.0,1.362953888,0.06044392212500005,0.0
2019-09-12,2019.0,9.0,12.0,12.5,3.575,2.5,200.875,10.312500000000002,5.5,4.324999999999999,19.3,4.45,-8.9875,27.0,3.7,8.5,9.680501747125,0.13854168912499998,14.3
2019-09-13,2019.0,9.0,13.0,12.5,0.0,2.5,178.25,5.137499999999999,-1.5,2.35,24.8125,3.8125,-0.6375,19.375,0.0,0.0,-2.01438993575,1.8120959583749998,0.0
2019-09-14,2019.0,9.0,14.0,12.5,0.0,5.875,190.375,5.7625,0.625,2.125,24.2125,5.025,1.2125000000000001,-16.625,0.0,2.55,2.940246801375,0.12155145575000004,0.0
2019-09-15,2019.0,9.0,15.0,12.5,0.0,5.75,153.375,5.4375,-1.875,2.7875,26.2875,5.575,0.55,5.875,1.7000000000000002,2.55,-2.3178897465,2.48544215425,0.0
2019-09-16,2019.0,9.0,16.0,12.5,1.5125,6.75,183.875,5.4,-0.375,3.35,25.724999999999998,5.2875,-0.2875,-19.875,0.0,0.0,-1.2551473937500002,1.4316253668749999,6.05
2019-09-17,2019.0,9.0,17.0,12.5,1.3625,7.125,192.5,5.75,3.625,2.6875,29.4875,5.95,0.6625,35.375,0.1,0.0,-2.6400555952499998,2.4199954376250004,5.45
2019-09-18,2019.0,9.0,18.0,12.5,1.85,8.0,197.125,10.3125,-1.25,2.7625,22.675,4.9625,-0.9874999999999999,-9.75,1.3,4.1499999999999995,-4.005247655375,3.9620122660000003,7.4
2019-09-19,2019.0,9.0,19.0,12.5,0.45,8.375,352.625,11.275,4.375,1.7375000000000003,22.1125,3.5874999999999995,-1.375,20.625,1.2,0.6000000000000001,11.1360295815,-1.4390277683750003,1.8
2019-09-20,2019.0,9.0,20.0,12.5,0.0,1.625,271.5,4.8125,0.125,-3.1125,30.0,4.975,1.3875,17.125,0.0,0.0,4.140045935875,-1.0128588363750002,0.0
2019-09-21,2019.0,9.0,21.0,12.5,0.0,0.75,183.0,3.8249999999999997,-0.75,-2.1125,30.0,5.949999999999999,0.9750000000000001,-4.875,0.0,0.0,0.3153229818750002,0.9679819752500001,0.0
2019-09-22,2019.0,9.0,22.0,12.5,0.075,7.875,197.625,3.8499999999999996,-0.375,0.31250000000000006,29.75,5.45,-0.5,-6.25,0.0,0.0,-1.154605061125,0.871489193625,0.3
2019-09-23,2019.0,9.0,23.0,12.5,0.0,7.25,231.875,2.325,2.5,-0.13749999999999998,30.0,5.425000000000001,-0.024999999999999998,14.375,0.0,0.0,1.1439031822499999,-0.09384722975000007,0.0
2019-09-24,2019.0,9.0,24.0,12.5,0.0,4.0,221.125,2.7625,-1.75,-1.35,30.0,6.1000000000000005,0.675,3.5,0.0,0.0,1.5717343765,-0.7769155732499999,0.0
2019-09-25,2019.0,9.0,25.0,12.5,0.0,2.25,219.125,4.025,-1.625,-1.4124999999999999,30.0,6.437500000000001,0.3374999999999999,-24.5,0.0,0.0,2.8759935102500003,-0.79951436175,0.0
2019-09-26,2019.0,9.0,26.0,12.5,0.0,0.0,163.5,3.2874999999999996,-1.125,-4.074999999999999,30.0,7.062499999999999,0.625,-2.0,0.0,0.0,2.596873084125,0.5104739681249999,0.0
2019-09-27,2019.0,9.0,27.0,12.5,0.0,0.0,208.375,4.2,-0.5,-5.3,29.150000000000002,7.937499999999999,0.8750000000000001,-7.625,0.0,0.0,2.1618598507500004,0.25329554262500004,0.0
2019-09-28,2019.0,9.0,28.0,12.5,0.0,4.0,165.375,4.6875,-2.25,-1.375,28.9875,7.325,-0.6125,-15.875,0.0,0.0,-3.72271250375,1.7799479047500004,0.0
2019-09-29,2019.0,9.0,29.0,12.5,0.0,1.5,200.25,3.5875,-1.75,-4.049999999999999,27.8875,10.55,3.225,-12.875,0.0,0.0,-0.9495371992500001,0.782193492375,0.0
2019-09-30,2019.0,9.0,30.0,12.5,0.0,3.75,148.75,5.824999999999999,-4.0,0.18750000000000003,28.0875,10.3125,-0.23750000000000002,-27.5,0.0,0.0,-4.64363254025,3.329285623375,0.0
2019-10-01,2019.0,10.0,1.0,12.5,0.0,2.25,206.75,3.425,1.625,-1.8375000000000004,26.2625,12.1375,1.8250000000000002,-4.375,0.0,0.0,-0.7948911466250002,-0.25814704200000005,0.0
2019-10-02,2019.0,10.0,2.0,12.5,0.0,2.625,138.375,6.187499999999999,0.0,2.1875000000000004,28.7125,9.299999999999999,-2.8375,-0.75,0.0,0.0,0.022111734000000105,1.4310105203749999,0.0
2019-10-03,2019.0,10.0,3.0,12.5,0.05,7.5,257.0,8.512500000000001,5.75,-2.0,29.7625,3.0,-6.3,34.5,0.0,1.0,7.949916007124999,-1.829005669375,0.2
2019-10-04,2019.0,10.0,4.0,12.5,1.0750000000000002,5.625,185.375,5.737499999999999,-1.875,2.5375,26.837500000000002,4.15,1.15,16.25,0.5,0.6,-2.902309279,1.955779568,4.300000000000001
2019-10-05,2019.0,10.0,5.0,12.5,0.0875,6.5,235.125,7.3125,-0.25,1.4,8.1625,2.0375,-2.1125,-23.875,0.8,4.75,-1.4231388873749993,0.9315736242500001,0.35
2019-10-06,2019.0,10.0,6.0,12.5,0.46249999999999997,6.375,309.125,7.037499999999999,2.625,-0.2,24.325,0.6499999999999999,-1.3875000000000002,24.375,5.25,6.550000000000001,4.7172482572500005,-2.11560567575,1.8499999999999999
2019-10-07,2019.0,10.0,7.0,12.5,0.0,4.875,233.5,4.8125,-1.0,1.675,15.0,3.45,2.8000000000000003,1.625,0.0,0.0,-1.636810330625,0.04156458199999996,0.0
2019-10-08,2019.0,10.0,8.0,12.5,0.0,5.625,166.0,8.525,-5.125,2.7125000000000004,8.7,3.675,0.22499999999999995,-31.125,3.5999999999999996,1.7999999999999998,-3.6494906060000005,2.301540919625,0.0
2019-10-09,2019.0,10.0,9.0,12.5,1.1,3.375,356.0,9.899999999999999,2.0,0.3124999999999999,16.125,1.8250000000000002,-1.8499999999999999,-5.0,3.5,2.1999999999999997,9.818799285374999,-0.7598178910000004,4.4
2019-10-10,2019.0,10.0,10.0,12.5,0.0,6.375,226.5,5.5249999999999995,0.625,-3.5,30.0,3.5625,1.7375,12.375,0.0,0.0,4.3893695861249995,-0.02172257812500026,0.0
2019-10-11,2019.0,10.0,11.0,12.5,0.1,6.75,213.875,4.4,0.25,-1.0750000000000004,27.85,2.3,-1.2625,3.0,0.0,2.95,-1.86317947775,2.3291992735,0.4
2019-10-12,2019.0,10.0,12.0,12.5,0.22500000000000003,4.875,156.875,4.55,1.875,-1.0,29.125,2.475,0.175,6.25,1.0,0.05,2.1694578067500006,0.3251926541249999,0.9000000000000001
2019-10-13,2019.0,10.0,13.0,12.5,0.0625,7.125,131.25,3.0374999999999996,3.25,-1.5625,22.187500000000004,2.0,-0.475,23.375,0.0,0.0,0.5882799248749999,0.46524809375,0.25
2019-10-14,2019.0,10.0,14.0,12.5,0.0625,6.75,211.625,5.575,-0.625,-0.825,23.575,1.475,-0.525,9.0,0.0,0.8,-0.9977147019999999,1.2183593022499999,0.25
2019-10-15,2019.0,10.0,15.0,12.5,4.2,8.0,301.25,5.65,-0.875,-3.45,25.6875,-2.175,-3.6500000000000004,-15.625,2.7,8.8,5.401314161625,-1.0361582927500002,16.8
2019-10-16,2019.0,10.0,16.0,12.5,0.0,4.875,242.75,3.5000000000000004,-1.25,-5.899999999999999,29.7375,-1.2125,0.9624999999999999,4.0,0.0,0.0,0.5050737554999999,0.14923014249999994,0.0
2019-10-17,2019.0,10.0,17.0,12.5,0.0,2.625,209.375,2.7875,-2.0,-6.062499999999999,24.3375,0.95,2.1625,-21.125,0.1,0.1,0.003992951999999966,0.00770732137500002,0.0
2019-10-18,2019.0,10.0,18.0,12.5,0.0,0.0,196.625,2.5625,-2.625,-9.525,30.0,4.875,3.9250000000000003,-17.25,0.0,0.0,-1.08211685675,-0.10123974712499995,0.0
2019-10-19,2019.0,10.0,19.0,12.5,0.0,0.0,187.0,6.274999999999999,3.625,-5.124999999999999,30.0,1.8125,-3.0624999999999996,17.5,0.0,0.0,3.024782202,0.011881778750000072,0.0
2019-10-20,2019.0,10.0,20.0,12.5,0.0,1.25,170.25,4.7875,-3.25,-2.425,30.0,1.5499999999999998,-0.2624999999999999,-4.875,0.0,0.1,-3.000014596,1.852782145375,0.0
2019-10-21,2019.0,10.0,21.0,12.5,0.875,1.25,206.375,3.0625000000000004,-2.125,-1.1500000000000001,19.687500000000004,0.6375,-0.9125000000000001,-27.75,0.0,0.0,-1.15029793725,0.5293933346249999,3.5
2019-10-22,2019.0,10.0,22.0,12.5,0.0,1.25,176.625,4.05,-1.25,-3.6499999999999995,30.0,3.5625,2.9250000000000003,-14.625,0.05,0.0,-0.19045071762500015,0.5841000985,0.0
2019-10-23,2019.0,10.0,23.0,12.5,0.85,2.5,177.375,7.824999999999999,5.0,-4.4375,30.0,-2.8,-6.3625,10.5,3.1500000000000004,2.3,5.102805426624999,0.5593697786249998,3.4
2019-10-24,2019.0,10.0,24.0,12.5,0.125,1.125,179.25,2.9499999999999997,2.25,-11.8125,29.8875,-5.625000000000001,-2.8249999999999997,40.875,0.0,0.0,1.18733256225,-0.171184063375,0.5
2019-10-25,2019.0,10.0,25.0,12.5,0.0,0.0,215.125,4.487500000000001,0.5,-12.3125,30.0,-3.95,1.675,2.625,0.0,0.0,3.1767589581249998,-0.22715956525000006,0.0
2019-10-26,2019.0,10.0,26.0,12.5,0.0,0.75,258.0,4.0125,-4.375,-11.8625,30.0,-1.5250000000000004,2.4250000000000003,-11.125,0.0,0.0,0.2466726848749996,-0.10293617224999999,0.0
2019-10-27,2019.0,10.0,27.0,12.5,0.0,0.0,143.5,4.7125,3.375,-12.524999999999999,30.0,-1.8375,-0.3125,-10.125,0.0,0.0,4.451061268125,-0.17244453175,0.0
2019-10-28,2019.0,10.0,28.0,12.5,0.0,0.0,262.375,2.8874999999999997,-1.875,-13.912499999999998,30.0,0.36250000000000016,2.2,13.25,0.0,0.0,0.327566783125,-0.3375361512499998,0.0
2019-10-29,2019.0,10.0,29.0,12.5,0.0,0.0,226.25,5.5125,3.0,-15.900000000000002,30.0,0.8874999999999998,0.5249999999999999,-2.75,0.0,0.0,4.408562271375001,-1.1489656852499999,0.0
2019-10-30,2019.0,10.0,30.0,12.5,0.0,1.875,154.5,4.9875,-1.875,-12.7125,30.0,-0.1875,-1.075,13.0,0.0,0.0,-2.53984389,2.1899029638750003,0.0
2019-10-31,2019.0,10.0,31.0,12.5,0.85,6.125,184.25,5.2,-2.375,-7.1499999999999995,24.75,-2.45,-2.2625,-27.5,0.1,0.0,-2.590401829625,1.8057167627500001,3.4
2019-11-01,2019.0,11.0,1.0,12.5,0.125,5.0,217.875,4.4,1.75,-7.8375,30.0,-0.9374999999999999,1.5125000000000002,6.125,0.0,0.0,3.677842493625,-1.3185244197499997,0.5
2019-11-02,2019.0,11.0,2.0,12.5,0.0,2.25,145.375,2.7249999999999996,0.0,-12.024999999999999,30.0,0.5874999999999998,1.5250000000000001,6.25,0.0,0.0,0.9249399462499999,0.01896590937499995,0.0
2019-11-03,2019.0,11.0,3.0,12.5,0.0,2.25,174.5,3.4999999999999996,1.875,-10.637500000000001,30.0,1.3124999999999998,0.725,7.25,0.0,0.0,1.651869472875,-0.020210511624999983,0.0
2019-11-04,2019.0,11.0,4.0,9.5,0.0,2.3333333333333335,145.16666666666666,6.433333333333334,-6.166666666666667,-8.316666666666665,29.95,1.25,-0.7999999999999999,-0.8333333333333334,0.0,0.0,-5.007484708833333,3.947828779333333,0.0
2019-11-05,2019.0,11.0,5.0,11.0,0.0,6.0,266.6666666666667,4.766666666666667,-1.3333333333333333,-5.033333333333333,30.0,-1.8666666666666665,-2.966666666666667,-38.333333333333336,0.0,0.0,2.02007,-1.8407630156666668,0.0
2019-11-06,2019.0,11.0,6.0,20.0,0.0,10.0,303.0,2.0,15.0,-4.1,30.0,-2.2,1.3,19.0,0.0,0.0,1.08927807,-1.677341136,0.0
2019-11-07,2019.0,11.0,7.0,2.0,0.3,0.0,127.0,9.8,-10.0,-4.7,30.0,-2.0,2.6,9.0,0.0,0.0,-5.897787227,7.826627997999999,1.2
2019-11-08,2019.0,11.0,8.0,12.0,0.0,0.0,108.0,3.6666666666666665,1.0,-4.566666666666666,8.0,-3.9666666666666672,-1.6333333333333335,9.666666666666666,0.0,0.0,0.45087350600000003,1.22914728,0.0
2019-11-10,2019.0,11.0,10.0,6.5,0.0,0.0,156.0,2.2,-4.5,-18.55,30.0,-5.5,0.3,6.5,0.0,0.0,-1.9207325815,0.885337507,0.0
2019-11-11,2019.0,11.0,11.0,17.0,0.0,3.3333333333333335,328.3333333333333,8.9,7.666666666666667,-12.133333333333333,30.0,-2.3666666666666667,-4.366666666666666,-32.333333333333336,0.0,0.0,7.598459503666667,-4.364175385666667,0.0
2019-11-12,2019.0,11.0,12.0,16.0,1.6666666666666667,3.3333333333333335,108.66666666666667,7.8999999999999995,17.0,-12.066666666666668,30.0,-8.0,-2.9333333333333336,62.0,1.0666666666666667,6.3999999999999995,7.146764449,-0.6696541030000002,6.666666666666667
2019-11-15,2019.0,11.0,15.0,15.0,0.0,4.666666666666667,211.66666666666666,4.633333333333334,-3.0,-19.333333333333332,30.0,-1.7666666666666666,-0.8333333333333334,-16.0,0.0,0.0,-3.9346414536666665,0.9838008416666666,0.0
2019-11-17,2019.0,11.0,17.0,8.0,0.8,10.0,321.0,11.2,26.0,-18.6,30.0,-16.4,-18.1,80.0,13.6,8.0,8.704034768,-7.04838838,3.2
2019-11-18,2019.0,11.0,18.0,15.5,0.0,5.0,149.5,2.9,2.0,-18.5,30.0,-8.850000000000001,5.45,-3.5,0.0,0.0,-2.6548013145,1.0490212765,0.0
2019-11-19,2019.0,11.0,19.0,20.0,0.0,5.0,243.5,4.85,2.0,-15.899999999999999,30.0,-5.75,1.25,-4.5,0.0,0.0,-0.2385871930000001,-1.237952171,0.0
2019-11-21,2019.0,11.0,21.0,5.0,0.0,0.0,10.0,1.0,-14.0,-19.6,30.0,-5.5,2.2,-26.0,0.0,0.0,0.984807753,0.17364817800000001,0.0
2019-11-22,2019.0,11.0,22.0,12.5,0.0,3.0,233.0,2.7,7.0,-14.05,30.0,-4.8,-1.2999999999999998,-9.0,0.0,0.0,-0.33975262550000007,-1.33115166,0.0
2019-11-23,2019.0,11.0,23.0,15.8,0.12,6.2,195.8,9.559999999999999,15.4,-13.5,24.48,-8.4,-3.02,41.6,0.0,0.0,8.4967285484,-2.3388769448,0.48
2019-11-24,2019.0,11.0,24.0,11.6,0.0,4.0,188.4,4.42,6.4,-11.9,30.0,-9.78,-2.4600000000000004,59.2,0.0,0.0,-2.8889541622,0.67916475,0.0
2019-11-25,2019.0,11.0,25.0,10.0,0.0,0.0,234.0,4.233333333333333,-11.333333333333334,-13.433333333333332,30.0,-6.833333333333333,5.033333333333333,-37.333333333333336,0.0,0.0,-1.1628294473333332,-1.482523356333333,0.0
2019-11-26,2019.0,11.0,26.0,15.5,0.0,0.0,77.0,2.45,7.5,-15.25,29.65,-9.3,-3.95,17.0,0.0,0.0,-1.2220523925,0.932919296,0.0
2019-11-27,2019.0,11.0,27.0,14.0,0.0,0.0,160.5,6.0,1.0,-10.15,30.0,-3.5,1.5499999999999998,18.5,0.0,0.0,-5.649807634,2.0192168825,0.0
2019-11-28,2019.0,11.0,28.0,12.5,0.0,0.0,229.0,4.95,-4.0,-12.8,30.0,-10.2,-2.85,-34.0,0.0,0.0,-1.4609060370000002,0.35713571600000016,0.0
2019-11-29,2019.0,11.0,29.0,20.0,0.2,10.0,317.0,9.3,12.0,-14.8,30.0,-13.2,-7.8,34.0,0.8,0.4,6.801589425,-6.342584748999999,0.8
2019-11-30,2019.0,11.0,30.0,11.0,0.13333333333333333,6.666666666666667,329.0,6.033333333333334,6.333333333333333,-14.666666666666666,30.0,-12.766666666666666,0.03333333333333336,30.333333333333332,0.0,0.0,5.192328527,-2.995386675666667,0.5333333333333333
2019-12-02,2019.0,12.0,2.0,21.5,0.0,0.0,143.5,2.95,4.5,-21.25,30.0,-13.1,1.55,-19.0,0.0,0.0,-2.4377720735,1.5279701435,0.0
2019-12-03,2019.0,12.0,3.0,12.5,0.0,0.0,328.5,6.75,1.5,-19.8,30.0,-7.85,0.65,-3.0,0.0,0.0,5.6573502835,-3.5448384495,0.0
2019-12-04,2019.0,12.0,4.0,11.0,0.0,5.0,167.5,4.55,10.5,-21.6,30.0,-9.850000000000001,0.25,25.0,0.0,0.0,4.2450514725,0.501421664,0.0
2019-12-05,2019.0,12.0,5.0,14.0,0.0,8.0,19.0,5.3,-16.0,-17.3,30.0,-4.8,-0.2,4.0,0.0,0.0,5.011248451,1.7255112190000002,0.0
2019-12-06,2019.0,12.0,6.0,11.0,0.0,0.0,269.25,3.3249999999999997,-1.75,-21.275,30.0,-7.85,1.6,-28.0,0.0,0.0,1.23560381925,-2.14535651775,0.0
2019-12-07,2019.0,12.0,7.0,14.0,0.0,10.0,178.0,7.4,9.5,-26.25,30.0,-2.35,0.6000000000000001,8.5,0.0,0.0,6.7774105895000005,0.37380445750000013,0.0
2019-12-08,2019.0,12.0,8.0,14.0,0.0,0.0,184.0,3.9,6.0,-21.65,30.0,-1.85,0.5,4.5,0.0,0.0,3.756264595,0.758764404,0.0
2019-12-09,2019.0,12.0,9.0,17.0,0.0,0.0,159.5,4.9,2.0,-21.8,30.0,-4.65,-0.55,-28.0,0.0,0.0,4.0019237865,-0.5437004270000001,0.0
2019-12-10,2019.0,12.0,10.0,14.75,0.0,0.0,37.0,3.525,-4.5,-21.85,30.0,-5.5,-0.925,-13.0,0.0,0.0,2.5948726862500004,0.45609095575,0.0
2019-12-11,2019.0,12.0,11.0,7.25,0.0,0.0,211.0,3.825,-6.5,-20.975,30.0,-7.15,-0.15000000000000002,-3.5,0.0,0.0,-1.5689822502500002,-0.21172551699999997,0.0
2019-12-12,2019.0,12.0,12.0,15.5,0.0,1.5,162.5,7.45,-0.5,-21.65,30.0,-3.0,-0.25,-14.0,0.0,0.0,6.544660214,-2.44908621,0.0
2019-12-13,2019.0,12.0,13.0,12.5,0.0,0.0,132.0,3.4499999999999997,2.5,-20.35,30.0,-7.75,0.65,7.5,0.0,0.0,-2.269181745,2.5879437635,0.0
2019-12-14,2019.0,12.0,14.0,13.4,0.0,4.0,157.0,3.2,-3.8,-16.04,29.98,-2.7399999999999998,3.9799999999999995,-44.0,0.0,0.0,-2.0527764218,0.8271958488,0.0
2019-12-15,2019.0,12.0,15.0,17.0,0.0,5.0,157.5,2.6500000000000004,7.0,-12.5,29.95,-8.55,-8.5,1.0,0.0,0.0,-2.3885475395,0.8004723384999999,0.0
2019-12-16,2019.0,12.0,16.0,16.0,0.10000000000000002,3.3333333333333335,231.0,4.5,6.666666666666667,-15.333333333333334,30.0,-11.766666666666666,-1.8666666666666665,45.333333333333336,0.0,0.0,3.5029457096666667,-0.5095661153333334,0.4000000000000001
2019-12-17,2019.0,12.0,17.0,8.0,0.06000000000000001,6.0,316.8,5.279999999999999,-0.8,-15.059999999999999,18.02,-13.24,-3.3200000000000003,33.0,0.0,0.0,3.6871922592000006,-3.2332360624000005,0.24000000000000005
2019-12-18,2019.0,12.0,18.0,17.0,0.0,4.0,282.3333333333333,6.166666666666667,-1.3333333333333333,-17.066666666666666,30.0,-11.766666666666666,0.06666666666666672,-12.0,0.0,1.4666666666666668,3.296387521333333,-1.2749288333333333,0.0
2019-12-19,2019.0,12.0,19.0,16.0,0.0,1.3333333333333333,207.33333333333334,4.6000000000000005,-1.6666666666666667,-19.933333333333334,30.0,-13.699999999999998,0.8999999999999999,-20.666666666666668,0.0,0.0,-3.096773493,0.5830129056666666,0.0
2019-12-20,2019.0,12.0,20.0,12.0,0.0,2.3333333333333335,116.33333333333333,5.566666666666666,9.0,-24.566666666666663,30.0,-9.366666666666665,3.5333333333333337,-18.666666666666668,0.0,0.0,4.647674626333334,0.01646823933333343,0.0
2019-12-22,2019.0,12.0,22.0,5.0,0.0,0.0,294.0,1.7,-13.0,-27.2,30.0,-8.2,2.8,-23.0,0.0,0.0,0.691452293,-1.553027278,0.0
2019-12-23,2019.0,12.0,23.0,23.0,0.0,0.0,24.0,11.8,0.0,-20.4,30.0,-7.5,4.0,14.0,0.0,0.0,10.7798364,4.799492388,0.0
2019-12-24,2019.0,12.0,24.0,11.0,0.0,1.0,212.5,4.8500000000000005,-5.0,-20.5,30.0,-7.7,-4.5,-8.5,0.0,0.0,-4.0274535965,1.3397097665,0.0
2019-12-26,2019.0,12.0,26.0,6.5,0.0,0.0,249.0,3.45,-1.0,-26.35,30.0,-17.1,0.3999999999999999,42.5,0.0,0.0,0.7337820790000001,-1.7847475700000002,0.0
2019-12-28,2019.0,12.0,28.0,18.5,0.0,0.0,318.0,9.4,-3.5,-24.8,30.0,-7.2,1.15,-25.5,0.0,0.0,6.899389951000001,-5.8413319674999995,0.0
2019-12-29,2019.0,12.0,29.0,11.0,0.0,5.0,156.5,3.9,10.5,-22.0,30.0,-12.1,-6.15,26.5,0.0,0.0,3.3206511054999996,-1.2629807705,0.0
2019-12-30,2019.0,12.0,30.0,9.2,0.0,0.0,189.8,4.3,4.8,-20.84,30.0,-11.940000000000001,0.1,62.2,0.0,0.0,-2.6050112904,0.729375506,0.0
2019-12-31,2019.0,12.0,31.0,15.5,0.0,2.5,184.25,4.475,-6.0,-23.075000000000003,30.0,-4.2,5.824999999999999,-28.0,0.0,0.0,-1.5237165485000002,1.08574346525,0.0
2020-04-01,2020.0,4.0,1.0,12.5,0.8750000000000001,7.125,216.625,4.0625,-0.5,-7.7875000000000005,23.6875,-6.975,-2.3125,0.375,0.0,0.9,-0.1648424332500001,-0.3693041109999999,3.5000000000000004
2020-04-02,2020.0,4.0,2.0,12.5,0.1875,7.125,169.25,3.65,2.875,-7.3875,26.712500000000002,-6.025,0.9500000000000001,24.0,0.0,0.0,-2.8955689483750002,1.5263679305,0.75
2020-04-03,2020.0,4.0,3.0,12.5,0.3375,8.125,134.375,6.3,2.75,-7.2375,25.187500000000004,-4.5,1.5250000000000001,19.125,0.0,0.0,-4.202820679125,4.61649614175,1.35
2020-04-04,2020.0,4.0,4.0,12.5,0.1625,4.625,97.5,6.2,-0.625,-6.75,27.35,-2.1125000000000003,2.3874999999999997,9.75,0.0,0.0,-1.8107210877499997,3.315278138625,0.65
2020-04-05,2020.0,4.0,5.0,12.5,0.037500000000000006,4.25,222.25,2.7125,-2.125,-5.1375,29.0,-1.0374999999999999,1.075,-15.625,0.0,0.0,0.6161404027500001,-0.331388532625,0.15000000000000002
2020-04-06,2020.0,4.0,6.0,12.5,1.5499999999999998,3.375,190.125,3.3875,0.5,-5.312500000000001,28.5625,-1.8625,-0.8250000000000001,-5.75,0.0,0.0,0.870205720375,0.013467295125000112,6.199999999999999
2020-04-07,2020.0,4.0,7.0,12.5,0.0,5.625,266.25,3.675,-0.5,-12.487500000000002,30.0,-0.4875000000000001,1.3750000000000002,5.25,0.0,0.0,2.0895842079999998,-1.9985514751250002,0.0
2020-04-08,2020.0,4.0,8.0,12.5,0.0,2.75,265.125,4.4625,-0.625,-12.8375,30.0,2.15,2.6374999999999997,-9.125,0.0,0.0,3.57989929625,-0.962990521,0.0
2020-04-09,2020.0,4.0,9.0,12.5,0.0,4.75,177.5,3.25,-1.5,-11.7375,30.0,2.6875,0.5375000000000001,-8.0,0.0,0.0,0.8903492145,-0.706984102375,0.0
2020-04-10,2020.0,4.0,10.0,12.5,0.0,1.625,312.125,9.1,6.5,-14.8875,24.475,-2.1499999999999995,-4.8375,30.0,0.0,0.0,9.06087919975,-0.5369185495000003,0.0
2020-04-11,2020.0,4.0,11.0,12.5,0.0,0.25,261.0,5.525,-0.625,-15.974999999999998,29.962500000000002,-2.225,-0.07500000000000023,18.375,0.0,0.0,2.9475512983749996,-0.735169081125,0.0
2020-04-12,2020.0,4.0,12.0,12.5,0.0,2.25,156.875,4.5875,-2.375,-16.962500000000002,29.15,0.2374999999999999,2.4625,-17.875,0.0,0.0,-1.9080407262499999,2.097728176375,0.0
2020-04-13,2020.0,4.0,13.0,12.5,0.0,1.375,265.5,4.4375,-3.75,-11.65,28.4875,1.8624999999999996,1.625,-23.75,0.0,0.0,2.0777573240000002,0.40874074062500004,0.0
2020-04-14,2020.0,4.0,14.0,12.5,0.0,1.0,265.75,4.15,-1.0,-13.575,24.0625,5.375,3.5125,-18.5,0.0,0.0,3.83032120325,-0.7259259506249999,0.0
2020-04-15,2020.0,4.0,15.0,12.5,0.0,1.625,157.5,6.949999999999999,0.0,-9.875000000000002,27.099999999999998,6.975,1.5999999999999999,-5.375,0.0,0.0,5.9945106485,-0.2970708060000001,0.0
2020-04-16,2020.0,4.0,16.0,12.5,0.0,1.875,284.5,6.9,3.25,-9.6125,29.1125,1.65,-5.325,22.75,0.0,0.0,4.028052768375,-1.19264754125,0.0
2020-04-17,2020.0,4.0,17.0,12.5,0.0,7.875,157.5,10.1125,-4.625,-13.9,28.650000000000002,1.2,-0.45,-26.75,0.0,0.0,-8.384716200374998,4.973692644375,0.0
2020-04-18,2020.0,4.0,18.0,12.5,0.3,2.5,153.875,7.049999999999999,1.875,-4.2125,28.475,0.5,-0.6999999999999998,-0.375,0.0,0.0,6.4173436385,-0.12677668300000006,1.2
