year,month,day,hour,rainfall_6h,totalCloud,WD,WV,Transformation_3h,dewPoint,visibility,temperature,temperatureChange_24h,transformer_24h,rainfall_ww,rainfall_yc
2017,12,31,23,0.0,9.0,290.0,1.0,-3.0,-25.2,30.0,-13.4,9999.0,9999.0,0.0,0.0
2018,1,1,2,0.0,9.0,140.0,11.0,-16.0,-21.5,30.0,-11.8,0.0,-4.0,0.0,0.0
2018,1,1,5,0.0,9.0,140.0,10.0,-6.0,-20.9,30.0,-13.2,-2.0,-3.0,0.0,0.0
2018,1,1,8,0.0,2.0,160.0,4.0,1.0,-21.3,30.0,-15.6,-6.0,-3.0,0.0,0.0
2018,1,1,11,0.0,0.0,160.0,9.0,1.0,-19.0,30.0,-9.9,9999.0,9999.0,0.0,0.0
2018,1,1,14,0.0,0.0,160.0,8.0,-17.0,-16.8,29.0,-6.0,-3.0,-2.0,0.0,0.0
2018,1,1,17,0.0,2.0,290.0,6.0,11.0,-21.4,30.0,-10.2,-3.0,-1.0,0.0,0.0
2018,1,1,20,0.0,3.0,320.0,8.0,17.0,-21.8,30.0,-15.7,-3.0,-1.0,0.0,0.0
2018,1,1,23,0.0,9.0,320.0,3.0,12.0,-22.8,30.0,-18.1,9999.0,9999.0,0.0,0.0
2018,1,2,2,0.0,9.0,290.0,3.0,-8.0,-21.7,30.0,-14.7,-3.0,1.0,0.0,0.0
2018,1,2,5,0.0,9.0,160.0,3.0,-6.0,-20.0,30.0,-15.0,-2.0,1.0,0.0,0.0
2018,1,2,8,0.0,7.0,160.0,5.0,7.0,-18.2,30.0,-14.4,1.0,2.0,0.0,0.0
2018,1,2,11,0.0,8.0,160.0,6.0,11.0,-18.1,30.0,-13.0,9999.0,9999.0,0.0,0.0
2018,1,2,14,0.0,7.0,160.0,7.0,-22.0,-15.5,30.0,-11.4,-5.0,2.0,0.0,0.0
2018,1,2,17,9999.0,8.0,290.0,4.0,9.0,-16.8,29.0,-13.6,-3.0,2.0,0.0,0.0
2018,1,2,20,0.5,7.0,160.0,5.0,10.0,-17.6,30.0,-16.2,-1.0,1.0,0.0,0.0
2018,1,2,23,9999.0,9.0,160.0,10.0,-1.0,-16.7,30.0,-14.5,9999.0,9999.0,0.0,0.0
2018,1,3,2,0.2,9.0,180.0,7.0,-7.0,-16.7,30.0,-15.1,0.0,0.0,0.0,0.0
2018,1,3,5,0.0,9.0,160.0,10.0,-6.0,-16.9,25.0,-15.3,0.0,0.0,9999.0,0.0
2018,1,3,8,0.1,7.0,160.0,9.0,-3.0,-16.9,29.0,-15.3,-1.0,-1.0,0.2,0.0
2018,1,3,11,9999.0,7.0,160.0,11.0,-2.0,-15.2,30.0,-13.7,9999.0,9999.0,0.0,0.0
2018,1,3,14,0.1,7.0,160.0,12.0,-28.0,-12.9,30.0,-11.7,0.0,-3.0,0.0,0.0
2018,1,3,17,0.0,7.0,140.0,10.0,-1.0,-12.9,30.0,-11.7,2.0,-4.0,9999.0,9999.0
2018,1,3,20,0.0,7.0,160.0,10.0,8.0,-14.3,30.0,-13.0,3.0,-4.0,0.4,0.1
2018,1,3,23,0.0,9.0,140.0,9.0,5.0,-15.6,30.0,-14.1,9999.0,9999.0,9999.0,9999.0
2018,1,4,2,0.0,9.0,140.0,8.0,-14.0,-16.9,30.0,-15.3,0.0,-4.0,0.3,0.0
2018,1,4,5,0.0,9.0,140.0,2.0,-5.0,-15.7,30.0,-14.2,1.0,-4.0,0.0,0.0
2018,1,4,8,9999.0,2.0,340.0,2.0,-6.0,-15.0,30.0,-11.0,4.0,-4.0,9999.0,0.0
2018,1,4,11,0.0,1.0,140.0,2.0,1.0,-14.7,30.0,-5.8,9999.0,9999.0,0.0,0.0
2018,1,4,14,0.0,0.0,160.0,3.0,-13.0,-10.7,30.0,-5.4,6.0,-3.0,0.0,0.0
2018,1,4,17,0.0,6.0,160.0,2.0,6.0,-11.5,28.0,-6.3,5.0,-2.0,0.0,0.0
2018,1,4,20,0.0,7.0,160.0,3.0,13.0,-15.6,30.0,-10.0,3.0,-1.0,0.0,0.0
2018,1,4,23,0.0,9.0,140.0,5.0,2.0,-16.4,30.0,-10.2,9999.0,9999.0,0.0,0.0
2018,1,5,2,0.0,9.0,180.0,2.0,-9.0,-18.6,30.0,-8.9,6.0,-1.0,0.0,0.0
2018,1,5,5,0.0,9.0,180.0,6.0,-9.0,-20.5,30.0,-9.8,4.0,-2.0,0.0,0.0
2018,1,5,8,0.0,4.0,160.0,4.0,-1.0,-22.7,30.0,-9.1,2.0,-1.0,0.1,0.1
2018,1,5,11,0.0,2.0,180.0,7.0,-1.0,-23.3,30.0,-2.2,9999.0,9999.0,9999.0,9999.0
2018,1,5,14,0.0,0.0,160.0,8.0,-25.0,-15.9,29.0,-1.8,4.0,-2.0,0.1,0.0
2018,1,5,17,0.0,7.0,290.0,4.0,2.0,-16.3,25.0,-11.3,-5.0,-3.0,0.0,0.0
2018,1,5,20,0.0,8.0,320.0,7.0,16.0,-19.0,1.2,-17.2,-7.0,-3.0,0.0,0.1
2018,1,5,23,9999.0,9.0,340.0,14.0,6.0,-19.4,8.0,-17.4,9999.0,9999.0,9999.0,9999.0
2018,1,6,2,0.3,9.0,320.0,11.0,2.0,-21.5,14.0,-19.4,-11.0,-1.0,0.2,0.0
2018,1,6,5,9999.0,9.0,320.0,6.0,2.0,-20.7,23.0,-18.6,-9.0,0.0,9999.0,0.0
2018,1,6,8,0.1,7.0,320.0,5.0,10.0,-21.3,22.0,-19.2,-10.0,1.0,9999.0,0.9
2018,1,6,11,0.0,7.0,290.0,4.0,12.0,-20.6,22.0,-18.5,9999.0,9999.0,0.0,9999.0
2018,1,6,14,0.0,7.0,320.0,8.0,-18.0,-16.5,30.0,-14.9,-13.0,3.0,0.0,0.1
2018,1,6,17,0.0,7.0,340.0,8.0,4.0,-19.4,30.0,-17.4,-6.0,3.0,0.0,9999.0
2018,1,6,20,0.0,8.0,360.0,7.0,17.0,-20.9,30.0,-18.7,-2.0,4.0,0.0,0.7
2018,1,6,23,9999.0,9.0,340.0,6.0,4.0,-21.6,30.0,-19.5,9999.0,9999.0,0.0,9999.0
2018,1,7,2,0.1,9.0,340.0,5.0,-12.0,-22.3,30.0,-20.3,-1.0,2.0,0.0,0.1
2018,1,7,5,0.0,9.0,340.0,2.0,-7.0,-22.8,30.0,-20.5,-2.0,1.0,0.0,0.0
2018,1,7,8,9999.0,7.0,320.0,5.0,4.0,-24.0,30.0,-21.7,-3.0,0.0,9999.0,9999.0
2018,1,7,11,0.0,7.0,320.0,5.0,11.0,-22.3,30.0,-20.1,9999.0,9999.0,0.0,0.0
2018,1,7,14,0.1,7.0,360.0,8.0,-10.0,-22.1,30.0,-19.6,-5.0,1.0,0.0,0.0
2018,1,7,17,9999.0,8.0,360.0,11.0,17.0,-23.9,30.0,-20.9,-4.0,2.0,0.0,0.0
2018,1,7,20,0.7,8.0,340.0,13.0,24.0,-23.7,30.0,-19.7,-1.0,3.0,0.0,0.0
2018,1,7,23,9999.0,9.0,360.0,8.0,11.0,-25.6,30.0,-19.7,9999.0,9999.0,0.0,0.0
2018,1,8,2,0.0,9.0,290.0,4.0,4.0,-26.7,30.0,-22.2,-2.0,5.0,0.0,0.0
2018,1,8,5,0.0,9.0,110.0,1.0,-7.0,-29.1,30.0,-20.8,0.0,5.0,0.0,0.0
2018,1,8,8,0.0,0.0,340.0,2.0,0.0,-30.6,30.0,-20.0,2.0,5.0,0.0,0.0
2018,1,8,11,0.0,0.0,340.0,3.0,6.0,-27.2,30.0,-13.8,9999.0,9999.0,0.0,0.0
2018,1,8,14,0.0,0.0,340.0,5.0,-13.0,-27.1,30.0,-11.9,8.0,4.0,0.0,0.0
2018,1,8,17,0.0,7.0,20.0,7.0,7.0,-26.3,30.0,-13.5,7.0,3.0,0.0,0.0
2018,1,8,20,0.0,5.0,320.0,2.0,15.0,-26.4,30.0,-18.6,1.0,2.0,0.0,0.0
2018,1,8,23,0.0,9.0,20.0,7.0,2.0,-29.4,30.0,-15.4,9999.0,9999.0,0.0,0.0
2018,1,9,2,0.0,9.0,320.0,4.0,-6.0,-30.7,30.0,-17.3,5.0,0.0,0.0,0.0
2018,1,9,5,0.0,9.0,360.0,8.0,0.0,-30.9,30.0,-15.8,5.0,1.0,0.0,0.0
2018,1,9,8,0.0,0.0,360.0,9.0,8.0,-30.3,30.0,-15.6,4.0,2.0,0.0,0.0
2018,1,9,11,0.0,0.0,290.0,5.0,15.0,-27.1,30.0,-14.4,9999.0,9999.0,0.0,0.0
2018,1,9,14,0.0,2.0,360.0,11.0,-12.0,-26.3,30.0,-11.0,1.0,3.0,0.0,0.0
2018,1,9,17,0.0,2.0,360.0,9.0,11.0,-24.8,30.0,-12.6,1.0,3.0,0.0,0.0
2018,1,9,20,0.0,3.0,360.0,8.0,14.0,-26.2,30.0,-13.8,5.0,3.0,0.0,0.0
2018,1,9,23,0.0,9.0,360.0,11.0,3.0,-28.9,30.0,-13.1,9999.0,9999.0,0.0,0.0
2018,1,10,2,0.0,9.0,320.0,6.0,-7.0,-29.1,30.0,-15.5,2.0,3.0,0.0,0.0
2018,1,10,5,0.0,9.0,360.0,11.0,-13.0,-29.6,30.0,-12.8,3.0,2.0,0.0,0.0
2018,1,10,8,0.0,0.0,20.0,2.0,10.0,-29.4,30.0,-15.0,1.0,2.0,0.0,0.0
2018,1,10,11,0.0,0.0,320.0,4.0,9.0,-26.5,30.0,-11.2,9999.0,9999.0,0.0,0.0
2018,1,10,14,0.0,0.0,20.0,5.0,-16.0,-25.9,30.0,-7.9,3.0,1.0,0.0,0.0
2018,1,10,17,0.0,7.0,360.0,8.0,5.0,-24.7,30.0,-10.5,2.0,1.0,0.0,0.0
2018,1,10,20,0.0,0.0,360.0,6.0,10.0,-23.3,30.0,-12.9,1.0,0.0,0.0,0.0
2018,1,10,23,0.0,9.0,320.0,3.0,2.0,-24.9,30.0,-15.5,9999.0,9999.0,0.0,0.0
2018,1,11,2,0.0,9.0,360.0,6.0,-8.0,-28.2,30.0,-12.3,3.0,0.0,0.0,0.0
2018,1,11,5,0.0,9.0,320.0,2.0,-4.0,-28.6,30.0,-14.1,-1.0,1.0,0.0,0.0
2018,1,11,8,0.0,0.0,360.0,2.0,6.0,-27.8,30.0,-13.6,1.0,0.0,0.0,0.0
2018,1,11,11,0.0,0.0,320.0,3.0,10.0,-24.7,30.0,-8.2,9999.0,9999.0,0.0,0.0
2018,1,11,14,0.0,7.0,360.0,9.0,-18.0,-23.9,30.0,-6.8,1.0,0.0,0.0,0.0
2018,1,11,17,0.0,7.0,20.0,7.0,5.0,-23.4,29.0,-8.2,2.0,0.0,0.0,0.0
2018,1,11,20,0.0,7.0,20.0,6.0,3.0,-24.0,30.0,-9.3,4.0,0.0,0.0,0.0
2018,1,11,23,0.0,9.0,140.0,3.0,-3.0,-24.4,30.0,-13.1,9999.0,9999.0,0.0,0.0
2018,1,12,2,0.0,9.0,140.0,3.0,-15.0,-24.3,30.0,-14.6,-2.0,-2.0,0.0,0.0
2018,1,12,5,0.0,9.0,140.0,2.0,-17.0,-24.3,30.0,-11.3,3.0,-3.0,0.0,0.0
2018,1,12,8,0.0,1.0,180.0,2.0,-8.0,-24.9,30.0,-11.9,2.0,-4.0,0.0,0.0
2018,1,12,11,0.0,7.0,180.0,2.0,1.0,-23.0,30.0,-5.7,9999.0,9999.0,0.0,0.0
2018,1,12,14,0.0,7.0,340.0,6.0,-22.0,-24.6,28.0,-3.8,3.0,-6.0,0.0,0.0
2018,1,12,17,0.0,7.0,360.0,4.0,8.0,-28.2,29.0,-3.8,4.0,-5.0,0.0,0.0
2018,1,12,20,0.0,7.0,20.0,2.0,10.0,-30.1,30.0,-7.2,2.0,-5.0,0.0,0.0
2018,1,12,23,0.0,9.0,270.0,2.0,6.0,-27.8,30.0,-9.0,9999.0,9999.0,0.0,0.0
2018,1,13,2,0.0,9.0,160.0,1.0,-10.0,-27.2,30.0,-10.1,5.0,-3.0,0.0,0.0
2018,1,13,5,0.0,9.0,160.0,3.0,-12.0,-25.9,30.0,-9.6,2.0,-3.0,0.0,0.0
2018,1,13,8,0.0,7.0,160.0,3.0,-3.0,-26.4,30.0,-9.6,2.0,-2.0,0.0,0.0
2018,1,13,11,0.0,2.0,360.0,2.0,7.0,-23.8,30.0,-2.0,9999.0,9999.0,0.0,0.0
2018,1,13,14,0.0,0.0,320.0,12.0,-9.0,-19.2,29.0,-10.4,-7.0,0.0,0.0,0.0
2018,1,13,17,0.0,0.0,20.0,12.0,13.0,-26.7,30.0,-4.7,-1.0,0.0,0.0,0.0
2018,1,13,20,0.0,0.0,340.0,5.0,9.0,-25.1,30.0,-9.7,-3.0,0.0,0.0,0.0
2018,1,13,23,0.0,9.0,140.0,6.0,0.0,-25.1,30.0,-12.5,9999.0,9999.0,0.0,0.0
2018,1,14,2,0.0,9.0,140.0,9.0,-14.0,-23.7,30.0,-13.0,-3.0,-1.0,0.0,0.0
2018,1,14,5,0.0,9.0,160.0,7.0,-5.0,-22.6,30.0,-13.5,-4.0,0.0,0.0,0.0
2018,1,14,8,0.0,7.0,160.0,4.0,2.0,-22.9,30.0,-11.8,-2.0,0.0,0.0,0.0
2018,1,14,11,0.0,0.0,180.0,2.0,3.0,-23.2,26.0,-0.5,9999.0,9999.0,0.0,0.0
2018,1,14,14,0.0,0.0,180.0,6.0,-23.0,-19.7,29.0,0.7,11.0,-2.0,0.0,0.0
2018,1,14,17,0.0,5.0,160.0,7.0,-9.0,-20.7,28.0,-1.2,4.0,-4.0,0.0,0.0
2018,1,14,20,0.0,3.0,160.0,3.0,3.0,-19.1,29.0,-5.8,4.0,-4.0,0.0,0.0
2018,1,14,23,0.0,9.0,290.0,7.0,11.0,-18.5,30.0,-12.0,9999.0,9999.0,0.0,0.0
2018,1,15,2,0.0,9.0,20.0,11.0,2.0,-23.0,30.0,-6.7,6.0,-2.0,0.0,0.0
2018,1,15,5,0.0,9.0,340.0,11.0,4.0,-22.4,30.0,-14.1,-1.0,-1.0,0.0,0.0
2018,1,15,8,0.0,0.0,360.0,8.0,11.0,-25.3,30.0,-10.3,2.0,0.0,0.0,0.0
2018,1,15,11,0.0,7.0,320.0,9.0,15.0,-22.4,30.0,-10.3,9999.0,9999.0,0.0,0.0
2018,1,15,14,0.0,7.0,20.0,7.0,-11.0,-20.0,30.0,-6.8,-8.0,3.0,0.0,0.0
2018,1,15,17,0.0,7.0,360.0,8.0,7.0,-20.5,30.0,-8.8,-8.0,4.0,0.0,0.0
2018,1,15,20,0.0,7.0,340.0,2.0,13.0,-20.5,30.0,-9.8,-4.0,5.0,0.0,0.0
2018,1,15,23,0.0,9.0,160.0,4.0,-4.0,-18.1,30.0,-12.2,9999.0,9999.0,0.0,0.0
2018,1,16,2,0.0,9.0,160.0,10.0,-20.0,-16.8,30.0,-11.8,-5.0,2.0,0.0,0.0
2018,1,16,5,0.0,9.0,160.0,3.0,-22.0,-17.9,30.0,-12.6,2.0,-1.0,0.0,0.0
2018,1,16,8,0.0,2.0,220.0,3.0,-13.0,-18.7,30.0,-9.8,1.0,-4.0,0.0,0.0
2018,1,16,11,0.0,2.0,320.0,10.0,-7.0,-21.3,30.0,-4.3,9999.0,9999.0,0.0,0.0
2018,1,16,14,0.0,2.0,290.0,11.0,-19.0,-23.5,28.0,-0.9,6.0,-7.0,0.0,0.0
2018,1,16,17,0.0,7.0,340.0,5.0,-5.0,-23.8,28.0,-2.0,7.0,-8.0,0.0,0.0
2018,1,16,20,0.0,7.0,320.0,15.0,13.0,-22.0,27.0,-12.0,-2.0,-8.0,0.0,0.0
2018,1,16,23,0.0,9.0,320.0,10.0,11.0,-21.8,30.0,-14.6,9999.0,9999.0,0.0,0.0
2018,1,17,2,0.0,9.0,290.0,4.0,9.0,-20.7,30.0,-18.8,-7.0,-3.0,0.0,0.0
2018,1,17,5,0.0,9.0,20.0,6.0,4.0,-21.1,30.0,-13.4,-1.0,-1.0,0.0,0.0
2018,1,17,8,9999.0,7.0,320.0,4.0,17.0,-20.7,30.0,-16.4,-7.0,2.0,0.0,0.0
2018,1,17,11,0.0,7.0,160.0,6.0,8.0,-18.7,29.0,-8.7,9999.0,9999.0,0.0,0.0
2018,1,17,14,0.0,3.0,160.0,9.0,-17.0,-17.8,28.0,-6.2,-5.0,4.0,0.0,0.0
2018,1,17,17,0.0,7.0,290.0,5.0,8.0,-18.0,30.0,-8.8,-7.0,5.0,0.0,0.0
2018,1,17,20,0.0,7.0,110.0,1.0,12.0,-18.9,30.0,-13.1,-1.0,5.0,0.0,0.0
2018,1,17,23,0.0,9.0,160.0,5.0,13.0,-17.7,30.0,-11.8,9999.0,9999.0,0.0,0.0
2018,1,18,2,0.0,9.0,290.0,1.0,6.0,-17.9,30.0,-11.1,8.0,5.0,0.0,0.0
2018,1,18,5,0.0,9.0,20.0,4.0,-5.0,-24.8,30.0,-9.3,4.0,4.0,0.0,0.0
2018,1,18,8,0.0,7.0,340.0,1.0,12.0,-24.0,30.0,-10.2,6.0,4.0,0.0,0.0
2018,1,18,11,0.0,7.0,290.0,4.0,2.0,-23.1,30.0,-7.8,9999.0,9999.0,0.0,0.0
2018,1,18,14,0.0,7.0,160.0,6.0,-6.0,-21.4,30.0,-7.2,-1.0,4.0,0.0,0.0
2018,1,18,17,0.0,8.0,160.0,3.0,11.0,-20.6,28.0,-6.7,2.0,5.0,0.0,0.0
2018,1,18,20,0.0,8.0,270.0,1.0,16.0,-21.6,30.0,-10.0,3.0,5.0,0.0,0.0
2018,1,18,23,0.0,9.0,160.0,2.0,3.0,-21.3,27.0,-12.1,9999.0,9999.0,0.0,0.0
2018,1,19,2,0.0,9.0,140.0,4.0,-8.0,-20.7,30.0,-12.5,-1.0,3.0,0.0,0.0
2018,1,19,5,0.0,9.0,180.0,4.0,-11.0,-23.5,30.0,-11.5,-2.0,2.0,0.0,0.0
2018,1,19,8,0.0,2.0,360.0,1.0,-7.0,-21.0,30.0,-12.3,-2.0,0.0,0.0,0.0
2018,1,19,11,0.0,2.0,320.0,8.0,-1.0,-20.9,30.0,-8.6,9999.0,9999.0,0.0,0.0
2018,1,19,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,19,17,0.0,7.0,320.0,8.0,-1.0,-21.0,30.0,-8.0,-1.0,-2.0,0.0,0.0
2018,1,19,20,0.0,7.0,320.0,6.0,19.0,-22.1,30.0,-11.9,-2.0,-2.0,0.0,0.0
2018,1,19,23,0.0,9.0,360.0,9.0,3.0,-22.2,30.0,-9.7,9999.0,9999.0,0.0,0.0
2018,1,20,2,0.0,9.0,340.0,1.0,-3.0,-22.3,30.0,-11.5,1.0,-2.0,0.0,0.0
2018,1,20,5,0.0,9.0,160.0,6.0,-13.0,-22.0,30.0,-13.4,-2.0,-2.0,0.0,0.0
2018,1,20,8,0.0,1.0,160.0,3.0,6.0,-21.8,30.0,-13.4,-1.0,-1.0,0.0,0.0
2018,1,20,11,0.0,2.0,320.0,3.0,9.0,-19.5,30.0,-7.7,9999.0,9999.0,0.0,0.0
2018,1,20,14,0.0,6.0,160.0,3.0,-16.0,-20.1,29.0,-2.9,1.0,0.0,0.0,0.0
2018,1,20,17,0.0,7.0,90.0,1.0,0.0,-19.4,25.0,-4.5,4.0,1.0,0.0,0.0
2018,1,20,20,0.0,7.0,360.0,5.0,16.0,-21.1,30.0,-10.5,1.0,0.0,0.0,0.0
2018,1,20,23,0.0,9.0,180.0,5.0,-9.0,-20.5,30.0,-11.2,9999.0,9999.0,0.0,0.0
2018,1,21,2,0.0,9.0,110.0,13.0,-16.0,-19.4,30.0,-10.0,2.0,-2.0,0.0,0.0
2018,1,21,5,0.0,9.0,320.0,5.0,-4.0,-19.7,30.0,-15.2,-2.0,-1.0,0.0,0.0
2018,1,21,8,0.0,7.0,290.0,4.0,5.0,-19.4,30.0,-15.8,-2.0,-2.0,0.0,0.0
2018,1,21,11,0.0,6.0,160.0,4.0,2.0,-20.1,30.0,-8.4,9999.0,9999.0,0.0,0.0
2018,1,21,14,0.0,7.0,140.0,9.0,-30.0,-20.2,30.0,-5.8,-3.0,-4.0,0.0,0.0
2018,1,21,17,0.0,7.0,360.0,6.0,3.0,-17.2,30.0,-9.0,-5.0,-3.0,0.0,0.0
2018,1,21,20,0.0,8.0,360.0,6.0,14.0,-14.4,30.0,-11.3,-1.0,-4.0,0.0,0.0
2018,1,21,23,0.0,9.0,110.0,1.0,-2.0,-15.7,30.0,-13.1,9999.0,9999.0,0.0,0.0
2018,1,22,2,0.0,9.0,160.0,3.0,-7.0,-16.9,30.0,-14.2,-4.0,-2.0,0.0,0.0
2018,1,22,5,0.0,9.0,90.0,2.0,-5.0,-17.6,30.0,-14.7,1.0,-2.0,0.0,0.0
2018,1,22,8,9999.0,2.0,70.0,1.0,7.0,-17.1,30.0,-13.7,2.0,-2.0,0.0,0.0
2018,1,22,11,0.0,0.0,160.0,4.0,6.0,-16.2,29.0,-7.9,9999.0,9999.0,0.0,0.0
2018,1,22,14,0.0,0.0,160.0,7.0,-18.0,-16.6,29.0,-4.5,1.0,0.0,0.0,0.0
2018,1,22,17,0.0,0.0,340.0,2.0,0.0,-16.7,28.0,-4.6,4.0,-1.0,0.0,0.0
2018,1,22,20,0.0,0.0,290.0,5.0,20.0,-17.1,30.0,-13.6,-2.0,0.0,0.0,0.0
2018,1,22,23,0.0,9.0,160.0,4.0,5.0,-18.1,30.0,-12.8,9999.0,9999.0,0.0,0.0
2018,1,23,2,0.0,9.0,160.0,5.0,-10.0,-17.8,30.0,-12.9,1.0,1.0,0.0,0.0
2018,1,23,5,0.0,9.0,140.0,5.0,-11.0,-18.6,30.0,-14.4,0.0,0.0,0.0,0.0
2018,1,23,8,0.0,0.0,140.0,3.0,-3.0,-17.8,30.0,-13.6,0.0,-1.0,0.0,0.0
2018,1,23,11,0.0,0.0,160.0,2.0,2.0,-16.4,29.0,-4.6,9999.0,9999.0,0.0,0.0
2018,1,23,14,0.0,0.0,20.0,8.0,-6.0,-21.9,30.0,-3.3,1.0,0.0,0.0,0.0
2018,1,23,17,0.0,0.0,360.0,11.0,8.0,-19.5,30.0,-7.4,-3.0,1.0,0.0,0.0
2018,1,23,20,0.0,0.0,290.0,5.0,5.0,-20.1,30.0,-12.8,1.0,-1.0,0.0,0.0
2018,1,23,23,0.0,9.0,160.0,4.0,-2.0,-21.1,21.0,-13.2,9999.0,9999.0,0.0,0.0
2018,1,24,2,0.0,9.0,160.0,5.0,-15.0,-21.0,30.0,-14.6,-2.0,-2.0,0.0,0.0
2018,1,24,5,0.0,9.0,180.0,10.0,-17.0,-18.5,30.0,-14.8,0.0,-3.0,0.0,0.0
2018,1,24,8,0.0,7.0,160.0,7.0,0.0,-19.5,30.0,-13.9,0.0,-3.0,0.0,0.0
2018,1,24,11,0.0,7.0,140.0,11.0,-3.0,-19.7,30.0,-7.9,9999.0,9999.0,0.0,0.0
2018,1,24,14,0.0,7.0,160.0,12.0,-21.0,-18.7,29.0,-5.8,-3.0,-5.0,0.0,0.0
2018,1,24,17,0.0,7.0,320.0,6.0,10.0,-18.3,30.0,-12.0,-5.0,-4.0,0.0,0.0
2018,1,24,20,0.1,8.0,160.0,6.0,15.0,-15.3,14.0,-13.6,-1.0,-3.0,0.0,0.0
2018,1,24,23,9999.0,9.0,160.0,7.0,12.0,-13.7,10.0,-12.4,9999.0,9999.0,0.0,0.0
2018,1,25,2,0.5,9.0,160.0,6.0,0.0,-15.6,30.0,-14.1,1.0,0.0,0.0,0.0
2018,1,25,5,9999.0,9.0,180.0,5.0,-6.0,-16.0,30.0,-14.4,0.0,1.0,0.0,0.0
2018,1,25,8,9999.0,8.0,140.0,3.0,4.0,-17.7,30.0,-16.0,-2.0,1.0,0.0,0.0
2018,1,25,11,0.0,3.0,340.0,6.0,12.0,-14.6,30.0,-13.1,9999.0,9999.0,0.0,0.0
2018,1,25,14,0.0,0.0,20.0,10.0,-14.0,-23.6,30.0,-5.3,1.0,3.0,0.0,0.0
2018,1,25,17,0.0,2.0,360.0,10.0,15.0,-21.0,28.0,-9.0,3.0,4.0,0.0,0.0
2018,1,25,20,0.0,7.0,360.0,6.0,15.0,-20.5,30.0,-12.0,2.0,4.0,0.0,0.0
2018,1,25,23,0.0,9.0,340.0,1.0,5.0,-21.3,30.0,-13.9,9999.0,9999.0,0.0,0.0
2018,1,26,2,0.0,9.0,160.0,6.0,-16.0,-22.5,30.0,-16.2,-2.0,2.0,0.0,0.0
2018,1,26,5,0.0,9.0,140.0,12.0,-19.0,-22.8,30.0,-11.4,3.0,0.0,0.0,0.0
2018,1,26,8,0.0,7.0,140.0,13.0,-6.0,-26.3,30.0,-10.0,6.0,-1.0,0.0,0.0
2018,1,26,11,0.0,7.0,160.0,6.0,3.0,-23.8,30.0,-8.6,9999.0,9999.0,0.0,0.0
2018,1,26,14,0.0,7.0,160.0,4.0,-20.0,-13.9,30.0,-6.9,-2.0,-2.0,0.0,0.0
2018,1,26,17,0.0,5.0,320.0,6.0,-1.0,-20.2,28.0,-6.7,2.0,-4.0,0.0,0.0
2018,1,26,20,0.0,6.0,160.0,2.0,17.0,-13.5,30.0,-10.8,1.0,-4.0,0.0,0.0
2018,1,26,23,0.0,9.0,290.0,9.0,5.0,-19.6,30.0,-16.6,9999.0,9999.0,0.0,0.0
2018,1,27,2,0.0,9.0,20.0,10.0,-2.0,-20.2,30.0,-12.0,4.0,-2.0,0.0,0.0
2018,1,27,5,0.0,9.0,340.0,7.0,2.0,-20.0,30.0,-13.8,-2.0,0.0,0.0,0.0
2018,1,27,8,0.0,7.0,320.0,8.0,3.0,-20.5,30.0,-16.4,-6.0,1.0,0.6,0.0
2018,1,27,11,0.0,7.0,290.0,7.0,11.0,-17.4,30.0,-15.8,9999.0,9999.0,9999.0,0.0
2018,1,27,14,0.0,5.0,340.0,7.0,-15.0,-15.5,29.0,-9.9,-3.0,2.0,0.7,0.0
2018,1,27,17,9999.0,8.0,40.0,1.0,10.0,-14.7,30.0,-11.7,-5.0,3.0,0.0,0.0
2018,1,27,20,1.0,8.0,340.0,6.0,11.0,-22.0,30.0,-20.0,-9.0,3.0,0.0,0.1
2018,1,27,23,9999.0,9.0,320.0,4.0,12.0,-23.0,30.0,-20.8,9999.0,9999.0,0.0,9999.0
2018,1,28,2,0.4,9.0,160.0,4.0,-3.0,-21.4,30.0,-19.3,-7.0,3.0,0.0,0.2
2018,1,28,5,9999.0,9.0,290.0,1.0,-1.0,-26.5,30.0,-24.0,-10.0,3.0,0.0,9999.0
2018,1,28,8,0.1,7.0,180.0,4.0,8.0,-22.1,30.0,-19.9,-4.0,3.0,0.2,9999.0
2018,1,28,11,9999.0,7.0,160.0,4.0,9.0,-19.6,30.0,-17.7,9999.0,9999.0,9999.0,0.0
2018,1,28,14,0.0,5.0,160.0,6.0,-7.0,-17.5,30.0,-15.7,-6.0,4.0,0.1,0.0
2018,1,28,17,0.0,7.0,320.0,5.0,3.0,-20.8,30.0,-18.7,-7.0,3.0,0.0,0.0
2018,1,28,20,0.2,7.0,340.0,2.0,17.0,-17.4,30.0,-15.7,4.0,4.0,0.0,0.0
2018,1,28,23,9999.0,9.0,90.0,3.0,3.0,-18.2,30.0,-16.4,9999.0,9999.0,0.0,0.0
2018,1,29,2,0.0,9.0,70.0,1.0,-7.0,-18.6,30.0,-15.6,4.0,3.0,0.0,0.0
2018,1,29,5,0.0,9.0,200.0,4.0,-20.0,-20.8,30.0,-14.9,9.0,1.0,0.0,0.0
2018,1,29,8,0.0,7.0,160.0,5.0,3.0,-21.6,30.0,-16.1,4.0,0.0,0.0,0.0
