Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Label
6.141666667,1.098103438,-0.366728177,9.665217391,1.13802353,-0.023592283,0,10.70416667,-0.923223881,-0.115489411,0,7.7875,0.294879706,0.182503001,3.8,10.46666667,0.760430321,-0.611649628,0,7.225,-0.075443801,0.049547255,0,9.316666667,1.170438068,-1.063167127,0,10.38333333,0.127203912,0.164946122,0,8.054166667,0.525213917,-0.275966793,0.1,6.9875,0.886084364,-0.612733756,0,0
2.129166667,-0.87656413,9.170207222,8.241666667,-1.461361064,1.689467305,1.3,7.2,-0.240406713,-0.202468487,9.5,7.329166667,1.03631743,0.719239153,2.1,9.96875,-0.013077793,-0.336529776,0,5.6125,0,0,0.9,5.5375,2.061906105,4.16087868,0.1,8.491666667,-1.173983094,1.46400038,1,8.016666667,0.54410663,0.418246877,0.9,5.975,1.668668702,3.272543541,1.4,1.4
0.745833333,-0.451708407,4.18448389,3.9875,-0.209988046,-0.778875245,0.2,5.0625,-0.523858424,0.251690073,1.5,4.220833333,0.333819739,-0.404483687,2.5,7.5,1.225438374,-0.577199219,1.2,2.55,-0.598611948,0.443744983,8.7,2.6375,2.230993824,-0.103796364,4,4.108333333,-0.120733688,-0.201132648,0.2,3.5,-0.208523016,-0.594504082,4.2,2.141666667,-0.011739782,-1.123292366,1.6,0.2
5.55,0.576784679,1.32254264,7.441666667,1.123749461,-0.333247983,0,9.591666667,-1.081143218,-0.14731836,0,6.854166667,0.106474756,-0.591546117,0,10.55,0.034360218,-0.477966471,0,6.354166667,-0.188209398,0.634639629,0,8.729166667,1.677189678,-0.995232499,0,8.1625,0.048784746,-0.836655589,0,6.458333333,0.638026375,-0.769037237,0,5.552173913,1.215357436,-0.61240011,0.104347826,0
7.483333333,-0.271111786,0.055764067,8.1625,0.916274321,0.333508722,0,11.45416667,-1.857479705,0.431884381,0,8.895833333,0.350161029,-0.038272341,0,11.95625,0.370334665,-0.115978107,0,7.958333333,0,0,0,10.975,1.992806625,-1.423524568,0,9.4375,-0.181658651,0.075223527,0,8.070833333,-0.12622177,-0.249943235,0,6.408333333,0.404940404,-0.8224726,0,0
9.258333333,0.07989564,0.528375287,11.80416667,0.487527361,-0.190146412,0,13.46666667,-0.930657858,-0.206163385,0,10.75416667,0.303366295,-0.253731205,0,10.68571429,0.081546117,-0.299834179,0,10.88333333,0,0,0,12.45,1.856584,-1.397441669,0,12.8875,-0.090415607,0.210471103,0,10.96666667,0.013623213,-0.174464834,0,10.92173913,0.46689498,-0.20004948,0,0
5.104166667,1.772416488,-1.183990769,6.866666667,0.971502818,0.102475443,0.2,10.97083333,-0.695707385,0.568914278,0.4,7.904166667,-0.115313275,-0.514728291,0,9.123076923,-0.049793465,-0.048407493,0.369230769,8.966666667,0,0,0,10,2.435012621,-1.605589544,0,7.666666667,-0.593544407,0.180548886,0.6,7.586956522,0.119537899,-0.264723952,0,5.783333333,-0.376359837,-0.237787242,0,2.1
-3.016666667,-1.962888919,12.52742304,4.443478261,-3.331995475,0.459484102,0,1.05,-0.571192629,-0.451697098,0,5.9,0.68826536,-0.838885649,0,10.05555556,1.227891191,-1.377740007,0.8,-0.95,0,0,0.2,-0.425,2.298435347,3.445607255,0,3.904166667,-2.413305067,1.420362887,0,6.6375,0.372364752,-1.432179196,1,3.033333333,0.468055905,1.193730689,0,3.8
1.058333333,-0.222282588,0.891944151,5.091666667,0.674088794,-0.603771426,0,5.766666667,-0.32027711,0.534649718,7.7,5.254166667,0.388167121,-0.950798803,11.5,9.442105263,1.972178387,-0.693299489,6.821052632,2.916666667,0.156092426,-0.024798841,14.2,4.254166667,1.509136275,0.34969382,4.3,5.645833333,0.812930111,-1.129951824,1.2,4.45,-0.069701945,-0.791465573,8.2,3.7,0.151147276,-0.715476102,1.8,0
9.158333333,0.742723029,0.453651901,11.55652174,0.957719098,-0.532776962,0,12.72083333,-0.779942931,-0.326458023,0,11.24782609,0.203317129,-1.06309726,0,14.50666667,1.258321683,-0.331352562,0,9.595833333,-0.085880992,0.036436603,0,11.87916667,1.938948891,-0.378962736,0,12.14583333,0.041322032,-0.762226225,0,10.07391304,0.483576706,-1.039013583,0,9.866666667,0.86839551,-0.976058269,0,0
8.370833333,-0.562550455,7.162401216,14.18333333,-0.060507078,0.909457351,0,12.79166667,-0.551776207,-0.480230494,0.2,13.24166667,0.785810176,-0.093254752,0,14.04347826,0.516280025,-0.56260918,0,11.52083333,-0.366190129,0.607023,0,12.00416667,0.952477802,2.198112191,0,14.4375,-0.923951775,0.718899062,0,13.20833333,0.455252403,-0.528096568,0,12.425,2.122152633,1.415837483,0,0
4.2125,-2.231131802,5.991529264,11.19166667,2.133985426,-0.162393663,0,8.516666667,-0.463626829,-0.204492532,2.6,12.07083333,1.130065653,-1.113924516,0,14.83043478,1.235666639,-0.862585259,0,7.475,0.377525251,0.206579536,0,7.516666667,0.738269911,0.997010939,0,11.65,0.420126215,0.221586639,0,12.33333333,0.397253521,-1.367948733,0.1,9.4625,4.249540409,1.382543073,0,0.1
3.104166667,-0.774493875,1.46367007,4.791304348,1.096882454,-0.359824418,0,7.4875,-0.553084777,0.247679884,0.3,5.775,0.739769398,-0.649935141,0,9.35,1.413921049,-0.809855881,0,4.833333333,-0.228995317,0.487131558,0.3,4.9625,1.501085244,-0.5536477,0.3,5.404166667,0.664024065,-0.700079174,0.1,5.508333333,0.107234724,-1.176243123,0.2,2.970833333,1.542270055,-0.10363738,0,0.6
9.216666667,0.520348632,3.619577501,12.17916667,1.436167502,-0.389743918,0,13.5875,-0.417761028,-0.201794862,0,12.11666667,0.77148459,-0.619245239,0,7,0.055127957,0.029270397,0,10.39583333,-0.018193094,0.288360964,0,11.8625,1.954413847,0.767587428,0,12.82083333,0.344688367,-0.822542198,0,11.91666667,0.14760083,-0.851788543,0,9.708333333,1.574684893,-0.662600133,0,0
4.054166667,-1.119134982,6.200193804,9.6,-1.479898555,0.524155586,6.2,7.945833333,-0.414113482,0.491556726,15.8,9.091666667,0.469915566,0.486411047,8.1,10.87826087,-0.665274261,0.070678184,5.739130435,6.604166667,-0.025826575,0.713371894,6.3,8.075,2.654284803,2.257961741,7.6,9.629166667,-1.414524649,0.789929659,6.2,10.2625,-0.207842181,-0.768276281,4.4,8.604347826,0.474017805,1.1085573,4.382608696,4
6.604166667,0.864164514,0.189153651,9.858333333,0.726427735,-0.1040537,0,11.6125,-0.939902197,-0.039057788,0,8.766666667,-0.069351347,-0.066594355,0,11.01304348,0.059029675,-0.182108554,0.104347826,8.220833333,-0.056828452,0.320301491,5.3,10.72083333,2.686845068,-0.066390586,0,10.39166667,-0.320780076,-0.232806027,0,8.895833333,0.532637027,-0.042311624,0.1,8.4625,0.067921263,-0.742945886,0,0
12.62916667,0.478671744,0.152920019,14.77083333,1.340355393,0.168506851,0,16.475,-1.116657643,-0.38429421,0,14.59583333,-0.015292923,0.107945542,0,15.25416667,0.142269595,-0.098991458,0,9.35625,0,0,0.75,15.47083333,1.694108549,-0.016252999,0,15.64583333,0.435500454,-0.154282178,0,13.99166667,0.52967781,-0.090655264,0,13.3875,1.011557891,-0.376912792,0,0
3.0125,-1.733619766,11.21908599,11.2,-3.341694445,1.117605351,0,8.229166667,-0.867431741,-1.041824093,2.4,12.625,1.958302757,-0.922847607,0,16.10833333,0.32248745,-0.477193135,0,7.091666667,0.620452412,-0.11393024,0.1,6.370833333,2.371374438,5.436532224,0,10.92083333,-1.536510236,1.526864251,0,13.37916667,0.04719601,-1.275007105,0,10.15652174,1.503212672,1.488268398,0,1.1
-0.229166667,3.612546599,-4.029772827,3.752173913,-0.850532993,-1.221596797,0,6.4,-0.549092562,0.159605795,3.1,2.833333333,0.74838515,-0.925643069,0,6.575,1.465406841,-0.553775609,0,4.204166667,-0.135618747,0.126527484,5.2,4.8375,2.91740894,-2.688599926,1.8,4.0125,0.168767039,-1.203060772,0,3.066666667,0.13747035,-0.866051987,0,2.291666667,-0.953517294,-1.706157506,0,0.1
0.229166667,-3.075114588,12.67926003,4.875,-4.791008992,1.326097811,0.9,5.9875,-0.703349223,0.862370144,0.8,3.066666667,-0.334173892,0.767868926,4.7,4.552380952,-0.206889596,-0.006343322,8,2.6125,0.655277056,-0.153631951,1.3,3.679166667,4.461885147,3.191331568,0.8,4.945833333,-2.346378614,1.74488882,2,3.891666667,-0.826662373,0.288409621,3.5,3.604166667,-3.132840264,0.309574513,0.5,3.8
-1.258333333,-0.54673106,6.699219391,3.183333333,-2.147358732,1.753244921,0,4.1125,-1.194652916,0.046219553,0.1,3.154166667,-0.065630589,-0.771614942,1.3,5.6375,1.104963726,-0.50636505,0,1.329166667,1.466337266,0.268099905,4.7,1.725,2.620109464,2.958162126,0.3,3.8875,-1.391571712,1.062420186,0,2.654166667,-0.366829648,-0.664516838,0,2.091666667,-2.284488987,1.560531986,0.2,0
5.845833333,3.469611282,-3.871585773,7.820833333,0.781925269,-1.322816859,0,11.775,-0.906029481,0.323448871,0,8.491666667,0.612734304,-0.546496758,0,9.770833333,0.113620903,-0.037827052,0,8.804166667,0.004872862,-0.015938413,0,10.54166667,2.031338238,-3.451527464,0,8.508333333,1.051550491,-0.876096398,0,7.666666667,0.496197704,-1.007448574,0,6.704166667,0.137269588,-1.851712768,0,0
9.854166667,0.448213236,2.242026323,13.7,1.757751116,-0.116124759,0,14.4375,-0.586243501,-0.37695181,0,12.675,0.186799139,-0.549138023,0,13.63333333,0.759542101,-0.525462778,0,12.025,0.008500106,-0.086570225,0,12.9875,1.003545499,-0.174984954,0,14.45,0.449578532,-0.875615436,0,12.82173913,0.458741942,-0.358930422,0,12.30869565,0.923054721,-0.957363555,0,0
8.283333333,0.598764091,-0.870928328,10.53043478,2.371883581,0.562678805,0,12.72916667,-0.453534019,0.679377777,0,10.81666667,0.23326267,-0.672755743,0,11.35,-0.436246007,0.125185902,0,10.37083333,-0.028537174,0.47166557,0,12.14583333,1.815450349,-1.619317795,0,11.55833333,0.49008925,-0.087211539,0,10.7,0.159680837,-0.553498568,0,9.245833333,1.691108061,0.386090317,2.5,0
10.32083333,-3.443068817,3.124115124,15.3826087,0.253716755,-0.137332132,0,16.23333333,-0.377370101,0.889828893,0,12.57916667,0.104950819,0.11037953,0,13.74166667,-0.235140228,-0.047196062,0.2,13.82916667,0.864044236,0.007503079,0,14.80416667,-0.047056576,0.573948033,0,16.00416667,-0.419869143,0.177263883,0,13.3125,0.166861552,-0.380525613,0.5,14.1375,0.055191413,-0.340203889,0,0
8.158333333,-2.805807191,6.54174887,13.95,-0.219139768,-0.12717312,0,14.05833333,-0.628766169,-0.815380394,0,12.99166667,-0.038870192,-0.013733087,0,15.45833333,0.012601939,-0.61753819,0,12.40833333,1.984800513,0.553408091,0,12.58333333,-0.709373854,2.484458634,0,14.7125,-0.409702783,0.145718564,0,13.625,0.560214873,-0.327407842,0,12.24166667,1.135923429,-0.078966549,0,0
0.360869565,-2.428451872,6.464706963,7.241666667,-1.384277625,0.263532624,19,4.633333333,0.047356936,-0.121922346,9.1,8.054166667,0.797800368,-1.079935201,18.9,10,1.114757317,-0.700053578,19,3.6625,0,0,0.4,3.1,0.922417394,2.03107528,2.8,7.2625,-0.702824264,0.706195352,22.1,8.804545455,-0.557300651,-1.055077102,17.67272727,6.058333333,-0.212518702,1.209346648,11.1,8.973913043
0.216666667,0.296708914,0.066523449,5.241666667,1.076596862,-0.55075837,10.2,4.4,0.704527557,-0.618359186,1.6,6.35,0.163776815,-1.491590016,6.8,8.7,0.97697317,-0.544972329,3.2,3.409090909,0,0,40.8,2.216666667,0.622400312,0.442028139,30.2,5.641666667,0.394712001,-0.624505625,8.8,5.825,-0.626585728,-0.282561203,6,3.475,0.932858386,0.129857659,14.2,9
-3.19,-1.990541819,2.391445534,1.18,-0.197322786,0.117056251,0,-0.388888889,-0.855651467,0.464990705,1.6,0.9625,-0.101985427,-0.43586733,0.3,2.388888889,0.596943821,-0.347915193,0.266666667,-2.933333333,0,0,0.266666667,-0.566666667,2.294072289,0.025112897,0.266666667,0.4125,-0.233856304,0.045196568,0,1.333333333,-1.048081459,-0.311543,0.266666667,-0.344444444,-0.987415749,0.173121707,2.4,0
3.2875,2.491740813,-1.522432868,7.504166667,1.745083584,-0.442266728,0,7.4875,-0.245450238,0.082232088,7.4,7.434782609,-0.326492572,-0.417956118,0,10.07083333,0.789057297,-0.407769979,0,5.279166667,-0.222276122,0.090780821,7.2,7.008333333,1.550486342,-0.951041624,3.1,8.329166667,0.897668607,-0.995604612,0,7.541666667,0.274547648,-0.245831762,0,5.55,1.116530299,-1.131564577,3.2,0
1.691666667,-1.723851646,10.4039952,8.366666667,-3.400166543,1.481968477,3.2,7.829166667,-0.928136614,-0.407848004,3.6,8.52173913,1.546253541,-0.873289842,3.547826087,11.7,1.205221871,-0.905661599,6.6,5.579166667,1.29393783,0.497897794,0.9,4.979166667,1.49504477,3.678499392,0.2,8.608333333,-1.975185991,0.791421225,0.7,9.0625,-0.074710943,-1.131395432,5.3,6.086363636,0.856404354,2.423736986,3.709090909,2.7
0.904347826,-0.748058948,3.980304206,6.261904762,-0.438445744,-0.128390188,0,6.583333333,-1.110055845,1.033928255,0.1,3.195454545,0.179016022,-0.415329719,1.745454545,5.420833333,0.568013934,-0.417607117,0.9,3.683333333,0.550698229,0.20779792,8,3.545833333,2.255145668,0.246298027,4.6,5.908333333,-0.623272305,0.451730505,0,4.079166667,-1.269579117,-0.180674097,3.9,4.320833333,0.33564005,-0.668635775,4,0.104347826
3.708333333,5.490626506,-5.687593036,7.391666667,0.182164514,-1.437491117,0,11.02083333,-0.498401586,0.884155191,0,6.770833333,0.839934574,-1.193839392,0,9.020833333,1.420540292,-0.707110098,0,7.908695652,-0.641604527,0.793956296,0.104347826,7.8625,2.261085908,-4.450748243,0,7.9625,1.107255141,-1.340655216,0,6.141666667,0.048603071,-0.671171343,0,5.791304348,-0.499251464,-2.672796037,0,0
8.529166667,-1.53996736,5.877624148,11.5125,1.220484936,-0.569609525,0,13.63333333,-1.106767006,-0.008019649,0,11.2875,0.506286786,-0.304517471,0,13.03333333,0.199080268,-0.115836681,0,10.72916667,0,0,0,11.25416667,1.900505016,1.304363493,0,12.47083333,-0.070943964,-0.296762336,0,11.4625,-0.340147009,-0.567603782,0,9.866666667,0.856395532,-0.800513839,0,0
8.479166667,-1.284750337,2.383986211,10.98333333,0.065472793,1.148437449,0,12.75,-1.116721713,0.53771837,0,10.0125,0.147487733,-0.148088594,0,10.56956522,-0.226599947,0.05646003,0,9.6875,0,0,0,11.9875,2.848539876,-0.109074705,0,11.39166667,-0.561564114,0.694150164,0,10.05416667,-0.067033029,-0.106157094,0,8.991666667,-0.054109365,0.318457003,0,0
12.425,2.941360664,-3.420075389,14.92916667,0.800589129,-1.293469149,0,17.84583333,-0.790943123,0.212229359,0,14.40416667,0.384704952,-0.59761696,0,15.275,0.451770981,-0.353177003,0,15.14166667,-0.25261074,0.158515179,0,16.62916667,1.636684118,-3.312767659,0,15.6,0.749057535,-0.733471106,0,14.0875,0.154597867,-0.679500607,0,13.14166667,0.355560037,-2.150635347,0,0
11.97916667,-0.238166041,6.87388584,17.10833333,1.295309373,1.346072703,0,17.60833333,0.028702097,-0.140199822,0,15.1625,0.675715149,-0.506945326,0,15.98333333,0.539468737,-0.514225841,0,15.56666667,1.125993998,1.241334519,0,15.62083333,1.88727583,2.207304574,0.1,18,0.912247709,-0.304344589,0,15.71666667,0.549875513,-0.370738041,0,15.61666667,2.17941272,1.817151129,0,0
9.945833333,-0.921414347,6.519964248,15.65,-1.60801261,0.760260575,0,15.225,-0.170977762,0.586171632,0,14.2,0.16064195,-0.19881469,0.763636364,14.9875,0.553965019,-0.387393383,1.6,13.45,1.260616341,0.639440928,0.7,13.675,2.478657412,2.271814561,0.8,16.15416667,-1.213650005,0.093812557,0,14.45833333,-0.520635151,-0.184357229,0.6,13.97916667,-0.549771735,1.069618193,0,1.5
6.745833333,0.031547467,1.42885166,11.25,-0.267463078,-0.09784836,2.8,12.1,-0.205900813,0.636948271,1.7,9.379166667,0.182335749,0.166589798,4.8,10.69166667,0.430416029,-0.372264754,4.9,10.37916667,0.009594533,-0.03769559,2.3,10.25833333,2.017477823,0.177556581,1.9,11.57916667,-0.349518412,0.171909413,3.7,9.475,-1.034419511,0.102176754,5.4,9.95,-0.085240163,-0.318512667,3,6.7
