Date,R1,R2,R3,R4,R5,R6,R7,R8,WD,WV
2020/8/2 17:00,0,0,0,0,0,0,0,0,2,9.7
2020/8/2 18:00,0,0,0,0,0,0,0,0,2,10.034
2020/8/2 19:00,0,0,0,0,0,0,0,0,2,10.34444444
2020/8/2 20:00,0,0,0,0,0,0,0,0,2,7
2020/8/2 21:00,0,0,0,0,0,0,0,0,2,10.47090909
2020/8/2 22:00,0,0,0,0,0,0,0,0,3,6.573333333
2020/8/2 23:00,0,0,0,0,0,0,0,0,6,0.428333333
2020/8/3 0:00,0,0,0,0,0,0,0,0,9,0.303773585
2020/8/3 1:00,0,0,0,0,0,0,0,0,9,0.445833333
2020/8/3 2:00,0,0,0,0,0,0,0,0,9,5.610169492
2020/8/3 3:00,0,0,0,0,0,0,0,0,8,11.63898305
2020/8/3 4:00,0,0,0,0,0,0,0,0,8,11.0877193
2020/8/3 5:00,0,0,0,0,0,0,0,0,8,10.44166667
2020/8/3 6:00,0,0,0,0,0,0,0,0,8,7.630508475
2020/8/3 7:00,0,0,0,0,0,0,0,0,7,7.201666667
2020/8/3 8:00,0,0,0,0,0,0,0,0,7,6.99
2020/8/3 9:00,0,0,0,0,0,0,0,0,7,6.215
2020/8/3 10:00,0,0,0,0,0,0,0,0,7,6.233333333
2020/8/3 11:00,0,0,0,0,0,0,0,0,7,6.506779661
2020/8/3 12:00,0,0,0,0,0,0,0,0,7,7.261016949
2020/8/3 13:00,0,0,0,0,0,0,0,0,8,7.211666667
2020/8/3 14:00,0,0,0,0,0,0,0,0,7,4.711864407
2020/8/3 15:00,0,0,0,0,0,0,0,0,6,4.294915254
2020/8/3 16:00,0,0,0,0,0,0,0,0,7,3.221666667
2020/8/3 17:00,0,0,0,0,0,0,0,0,8,3.393877551
2020/8/3 18:00,0,0,0,0,0,0,0,0,7,4.360377358
2020/8/3 19:00,0,0,0,0,0,0,0,0,6,5.8
2020/8/3 20:00,0.4,0.4,0.3,0.4,0.7,0.1,0.5,0.4,6,7.02972973
2020/8/3 21:00,1.2,1.1,2,1.3,1.2,1.3,1.1,1.2,7,7.566666667
2020/8/3 22:00,1,0.8,0.9,0.8,1.1,0.8,1,0.9,8,10.88813559
2020/8/3 23:00,0.5,0.4,0.5,0.4,0.5,0.6,0.5,0.3,8,7.97
2020/8/4 0:00,0.4,0.3,0.5,0.4,0.7,0.4,0.6,0.4,8,6.096428571
2020/8/4 1:00,0.2,0.2,0.5,0.2,0.5,0.2,0.3,0.2,7,5.918333333
2020/8/4 2:00,0.2,0.1,0.1,0,0.2,0.2,0.2,0.1,7,5.11
2020/8/4 3:00,0,0,0.1,0.1,0.1,0,0.1,0.1,7,6.428333333
2020/8/4 4:00,0.7,0.6,0.2,0.7,0.2,0.6,0.1,0.4,7,6.434375
2020/8/4 5:00,0.2,0.2,0.6,0.3,0.4,0.3,0.5,0.2,4,4.471666667
2020/8/4 6:00,0.5,0.7,0.4,0.5,0.8,0.4,0.4,0.7,3,6.056666667
2020/8/4 7:00,4.3,3.3,0.7,3.2,0.4,3,0.3,3.3,2,7.02826087
2020/8/4 8:00,1.2,1.4,0.7,1.2,0.4,2.7,0.6,1.5,2,7.228301887
2020/8/4 9:00,0.5,0,0.1,0.2,0,0.5,0,0.1,1,6.238983051
2020/8/4 10:00,0,0,0,0,0.2,0,0.2,0,1,5.638095238
2020/8/4 11:00,0,0,0,0,0,0,0,0,1,0.4
2020/8/4 12:00,0,0.1,0,0,0,0,0,0,1,0.422222222
2020/8/4 13:00,0,0,0,0,0,0,0,0,1,0.5
2020/8/4 14:00,0,0,0,0,0,0,0,0,2,0.540909091
2020/8/4 15:00,0,0,0,0,0,0,0,0,2,0.49
2020/8/4 16:00,0,0,0,0,0,0,0,0,2,0.495
2020/8/4 17:00,0,0,0,0,0,0,0,0,2,0.5125
2020/8/4 18:00,0,0,0,0,0,0,0,0,2,0.457407407
2020/8/4 19:00,0,0,0,0,0,0,0,0,2,0.562745098
2020/8/4 20:00,0,0,0,0,0,0,0,0,2,0.438333333
2020/8/4 21:00,0,0,0,0,0,0,0,0,2,0.486666667
2020/8/4 22:00,0,0,0,0,0,0,0,0,2,0.458333333
2020/8/4 23:00,0,0,0,0,0,0,0,0,2,0.441666667
2020/8/5 0:00,0,0,0,0,0,0,0,0,2,0.33
2020/8/5 1:00,0,0,0,0,0,0,0,0,2,0.191666667
2020/8/5 2:00,0,0,0,0,0,0,0,0,3,0.425862069
2020/8/5 3:00,0,0,0,0,0,0,0,0,13,1.433333333
2020/8/5 4:00,0,0,0,0,0,0,0,0,4,0.328813559
2020/8/5 5:00,0,0,0,0,0,0,0,0,3,0.159322034
2020/8/5 6:00,0,0,0,0,0,0,0,0,3,0.183333333
2020/8/5 7:00,0,0,0,0,0,0,0,0,2,0.268333333
2020/8/5 8:00,0,0,0,0,0,0,0,0,2,0.3
2020/8/5 9:00,0,0,0,0,0,0,0,0,4,0.605357143
2020/8/5 10:00,0,0,0,0,0,0,0,0,4,1.311111111
2020/8/5 11:00,0,0,0,0,0,0,0,0,2,2.2375
2020/8/5 12:00,0,0,0,0,0,0,0,0,1,5.708928571
2020/8/5 13:00,0,0,0,0,0,0,0,0,2,7.732142857
2020/8/5 14:00,0,0,0,0,0,0,0,0,2,7.893333333
2020/8/5 15:00,0,0,0,0,0,0,0,0,2,7.053333333
2020/8/5 16:00,0,0,0,0,0,0,0,0,2,7.335714286
2020/8/5 17:00,0,0,0,0,0,0,0,0,2,10.65
2020/8/5 18:00,0,0,0,0,0,0,0,0,1,7.861666667
2020/8/5 19:00,8,2.1,3.6,4.1,1.1,7.4,1.8,2.4,1,9.840740741
2020/8/5 20:00,3.9,4.3,3.6,4,2.5,3.7,2.8,3.8,2,9.915909091
2020/8/5 21:00,1.9,1.7,2,1.7,1.7,2.6,1.8,1.5,2,5.485
2020/8/5 22:00,2.3,1.8,2,2.1,2.3,2.3,2,1.5,2,3.405555556
2020/8/5 23:00,0.4,0.5,0.5,0.4,0.1,0.6,0.3,0.4,2,5.578378378
2020/8/6 0:00,0,0,0,0,0,0,0,0,2,6.685
2020/8/6 1:00,0,0,0,0,0,0,0,0,2,6.59
2020/8/6 2:00,0,0,0,0,0,0,0,0,2,6.493023256
2020/8/6 3:00,0,0,0,0,0,0,0,0,3,6.608474576
2020/8/6 4:00,0,0,0,0,0.1,0,0,0,2,6.786538462
2020/8/6 5:00,0,0,0,0,0,0,0,0.1,2,6.853571429
2020/8/6 6:00,0.1,0,0,0,0.1,0,0.1,0,2,5.588235294
2020/8/6 7:00,0,0.2,0,0.1,0,0,0,0,2,5.219047619
2020/8/6 8:00,0,0,0,0,0,0,0,0,2,5.457692308
2020/8/6 9:00,0,0,0,0,0,0,0,0,2,5.319047619
2020/8/6 10:00,0,0,0,0,0,0,0,0,1,6.483050847
2020/8/6 11:00,0,0,0,0,0,0,0,0,1,6.626666667
2020/8/6 12:00,0,0,0,0,0,0,0,0,1,9.395652174
2020/8/6 13:00,0,0,0,0,0,0,0,0,1,9.833333333
2020/8/6 14:00,0,0,0,0,0,0,0,0,2,10.92
2020/8/6 15:00,0,0,0,0,0,0,0,0,2,13.49473684
2020/8/6 16:00,0,0,0,0,0,0,0,0,1,14.92833333
2020/8/6 17:00,0,0,0,0,0,0,0,0,1,11.86666667
2020/8/6 18:00,0,0,0,0,0,0,0,0,1,8.578947368
2020/8/6 19:00,0,0,0,0,0,0,0,0,1,7.397142857
2020/8/6 20:00,0,0,0,0,0,0,0,0,2,5.651666667
2020/8/6 21:00,0,0,0,0,0,0,0,0,2,4.375
2020/8/6 22:00,0,0,0,0,0,0,0,0,3,3.311666667
2020/8/6 23:00,0,0,0,0,0,0,0,0,4,0.645
2020/8/7 0:00,0,0,0,0,0,0,0,0,7,0.159322034
2020/8/7 1:00,0,0,0,0,0,0,0,0,9,0.144897959
2020/8/7 2:00,0,0,0,0,0,0,0,0,10,1.912195122
2020/8/7 3:00,0,0,0,0,0,0,0,0,11,2.990322581
2020/8/7 4:00,0,0,0,0,0,0,0,0,8,1.2575
2020/8/7 5:00,0,0,0,0,0,0,0,0,3,2.054385965
2020/8/7 6:00,0,0,0,0,0,0,0,0,2,6.296666667
2020/8/7 7:00,0,0,0,0,0,0,0,0,2,5.9
2020/8/7 8:00,0,0,0,0,0,0,0,0,2,6.480434783
2020/8/7 9:00,0,0,0,0,0,0,0,0,2,3.105
2020/8/7 10:00,0,0,0,0,0,0,0,0,2,0.43
2020/8/7 11:00,0,0,0,0,0,0,0,0.6,9,2.116363636
2020/8/7 12:00,0,0,0,0,0,0,0,0.1,4,0.290625
2020/8/7 13:00,0,0,0,0,0,0,0,0,2,0.303225806
2020/8/7 14:00,0,0,0,0,0,0,0,0,2,0.425
2020/8/7 15:00,0,0,0,0,0,0,0,0,11,2.24
2020/8/7 16:00,0,0,0.1,0.1,0,0,0,0.1,7,3.788235294
2020/8/7 17:00,0,0,0,0,0,0,0,0,6,0.953333333
2020/8/7 18:00,0,0,0,0,0,0,0,0,2,0.44375
2020/8/7 19:00,1.5,2.2,1.8,1.4,0.3,2.2,0.3,2,2,15.96
2020/8/7 20:00,0,0.4,0.1,0.1,0,0,0,0.3,2,13.87435897
2020/8/7 21:00,0,0,0,0,0,0,0,0,2,11.438
2020/8/7 22:00,0,0,0,0,0,0,0,0,2,8.128571429
2020/8/7 23:00,0,0,0,0,0,0,0,0,2,2.887931034
2020/8/8 0:00,0,0,0,0,0,0,0,0.1,9,3.057627119
2020/8/8 1:00,0,0,0,0,0,0,0,0,11,6.553703704
2020/8/8 2:00,0,0,0,0,0,0,0,0,11,6.535087719
2020/8/8 3:00,0,0,0,0,0,0,0,0,9,4.689830508
2020/8/8 4:00,0,0,0,0,0,0,0,0,1,6.689473684
2020/8/8 5:00,0,0,0,0,0,0,0,0,1,6.413333333
2020/8/8 6:00,0,0,0,0,0,0,0,0,1,8.629166667
2020/8/8 7:00,0,0,0,0,0,0,0,0,1,11.25
2020/8/8 8:00,0,0,0,0,0,0,0,0,,
2020/8/8 9:00,0,0,0,0,0,0,0,0,,
2020/8/8 10:00,0,0,0,0,0,0,0,0,,
2020/8/8 11:00,0,0,0,0,0,0,0,0,,
2020/8/8 12:00,0,0,0,0,0,0,0,0,,
2020/8/8 13:00,0,0,0,0,0,0,0,0,,
2020/8/8 14:00,0,0,0,0,0,0,0,0,,
2020/8/8 15:00,0,0,0,0,0,0,0,0,,
2020/8/8 16:00,0,0,0,0,0,0,0,0,,
2020/8/8 17:00,0,0,0,0,0,0,0,0,,
2020/8/8 18:00,0,0,0,0,0,0,0,0,,
2020/8/8 19:00,0,0,0,0,0,0,0,0,2,2.54
2020/8/8 20:00,0,0,0,0,0,0,0,0,7,0.818644068
2020/8/8 21:00,0,0,0,0,0,0,0,0,3,0.116666667
2020/8/8 22:00,0,0,0,0,0,0,0,0,11,0.141666667
2020/8/8 23:00,0,0,0,0,0,0,0,0,7,0.231666667
2020/8/9 0:00,0,0,0,0,0,0,0,0,8,0.363333333
2020/8/9 1:00,0,0,0,0,0,0,0,0,9,4.85
2020/8/9 2:00,0.3,0.5,0.5,0.5,0,0.4,0,0.8,9,4.106779661
2020/8/9 3:00,0,0,0,0,0,0,0,0,7,0.343333333
2020/8/9 4:00,0,0,0,0,0,0,0,0,7,0.361666667
2020/8/9 5:00,0,0,0,0,0,0,0,0,9,8.508333333
2020/8/9 6:00,0,0,0,0,0,0,0,0,9,9.268333333
2020/8/9 7:00,0,0,0,0,0,0,0,0,10,9.47
2020/8/9 8:00,0,0,0,0,0,0,0,0,11,6.056666667
2020/8/9 9:00,0,0,0,0,0,0,0,0,7,2.193220339
2020/8/9 10:00,0,0,0,0,0,0,0,0,3,4.395238095
2020/8/9 11:00,0,0,0,0,0,0,0,0,5,4.575
2020/8/9 12:00,0,0,0,0,0,0,0,0,8,3.298148148
2020/8/9 13:00,0,0,0,0,0,0,0,0,11,3.8625
2020/8/9 14:00,0.4,0.5,0.5,0.5,0.3,0.7,0.3,0.5,3,4.124324324
2020/8/9 15:00,0,0,0,0,0,0,0,0,2,14.31707317
2020/8/9 16:00,0,0,0,0,0,0,0,0,2,1.003333333
2020/8/9 17:00,0,0,0,0,0,0,0,0,4,0.822641509
2020/8/9 18:00,0,0,0,0,0,0,0,0,10,2.707407407
2020/8/9 19:00,0,0,0,0,0,0,0,0,10,2.5
2020/8/9 20:00,0,0,0,0,0,0,0,0,6,2.622222222
2020/8/9 21:00,0,0,0,0,0,0,0,0,3,2.881666667
2020/8/9 22:00,0,0,0,0,0,0,0,0,7,3.116949153
2020/8/9 23:00,0,0,0,0,0,0,0,0,7,3.0875
2020/8/10 0:00,0,0,0,0,0,0,0,0,7,2.80483871
2020/8/10 1:00,0,0,0,0,0,0,0,0,9,5.507142857
2020/8/10 2:00,0,0,0,0,0,0,0,0,10,6.9
2020/8/10 3:00,0,0,0,0,0,0,0,0,,
2020/8/10 4:00,0,0,0,0,0,0,0,0,,
2020/8/10 5:00,0,0,0,0,0,0,0,0,,
2020/8/10 6:00,0,0,0,0,0,0,0,0,8,13.69069767
2020/8/10 7:00,0,0,0,0,0,0,0,0,8,12.66166667
2020/8/10 8:00,0,0,0,0,0,0,0,0,8,12.0925
2020/8/10 9:00,0,0,0,0,0,0,0,0,8,12.57592593
2020/8/10 10:00,0,0,0,0,0,0,0,0,8,11.98611111
2020/8/10 11:00,0,0,0,0,0,0,0,0,8,10.44912281
2020/8/10 12:00,0,0,0,0,0,0,0,0,8,8.215254237
2020/8/10 13:00,0,0,0,0,0,0,0,0,8,8.373333333
2020/8/10 14:00,0,0,0,0,0,0,0,0,8,9.3
2020/8/10 15:00,0,0,0,0,0,0,0,0,8,11.42
2020/8/10 16:00,0,0,0,0,0,0,0,0,8,11.82083333
2020/8/10 17:00,0,0,0,0,0,0,0,0,8,8.091666667
2020/8/10 18:00,0,0,0,0,0,0,0,0,8,5.303333333
2020/8/10 19:00,0,0,0,0,0,0,0,0,10,5.405
2020/8/10 20:00,0,0,0,0,0,0,0,0,7,6.178333333
2020/8/10 21:00,0,0,0,0,0,0,0,0,7,8.411111111
2020/8/10 22:00,0,0,0,0,0,0,0,0,7,8.066666667
2020/8/10 23:00,0,0,0,0,0,0,0,0,8,10.96491228
2020/8/11 0:00,0,0,0,0,0,0,0,0,8,11.5
2020/8/11 1:00,0,0,0,0,0,0,0,0,9,7.366666667
2020/8/11 2:00,0,0,0,0,0,0,0,0,10,6.444067797
2020/8/11 3:00,0,0,0,0,0,0,0,0,12,4.282926829
2020/8/11 4:00,0,0,0,0,0,0,0,0,4,4.930612245
2020/8/11 5:00,0,0,0,0,0,0,0,0,1,6.578846154
2020/8/11 6:00,0,0,0,0,0,0,0,0,1,6.973333333
2020/8/11 7:00,0,0,0,0,0,0,0,0,2,6.428846154
2020/8/11 8:00,0,0,0,0,0,0,0,0,2,5.616363636
2020/8/11 9:00,0,0,0,0,0,0,0,0,1,5.321153846
2020/8/11 10:00,0,0,0,0,0,0,0,0,1,6.344736842
2020/8/11 11:00,0,0,0,0,0,0,0,0,2,8.340740741
2020/8/11 12:00,0,0,0,0,0,0,0,0,1,16.71
2020/8/11 13:00,0,0,0,0,0,0,0,0,2,18.97166667
2020/8/11 14:00,0,0,0,0,0,0,0,0,2,19.25932203
2020/8/11 15:00,0,0,0,0,0,0,0,0,1,20.16666667
2020/8/11 16:00,0,0,0,0,0,0,0,0,2,18.25681818
2020/8/11 17:00,0,0,0,0,0,0,0,0,2,18.125
2020/8/11 18:00,0,0,0,0,0,0,0,0,2,19.025
2020/8/11 19:00,0,0,0,0,0,0,0,0,2,17.54807692
2020/8/11 20:00,0,0,0,0,0,0,0,0.1,2,14.93833333
2020/8/11 21:00,0,0.1,0,0,0,0,0,0.1,2,14.19666667
2020/8/11 22:00,0,0,0.1,0,0,0,0,0,2,15.34680851
2020/8/11 23:00,0,0.1,0,0,0,0,0,0.1,2,15.36304348
2020/8/12 0:00,1.5,2.2,1.9,1.6,2,0.9,2,1.8,2,10.98292683
2020/8/12 1:00,2.2,2.8,1.7,1.9,2.2,2.3,2.1,2.6,1,8.376363636
2020/8/12 2:00,1,0.5,1.3,1.1,1,1.3,1,0.7,1,13.99333333
2020/8/12 3:00,0,0,0,0,0,0,0,0,1,13.60175439
2020/8/12 4:00,0,0,0,0,0,0,0.1,0,1,17.27166667
2020/8/12 5:00,0,0,0,0,0,0,0,0,1,18.66779661
2020/8/12 6:00,0,0,0,0,0,0,0,0,1,20.63389831
2020/8/12 7:00,0,0,0,0,0,0,0,0,1,21.41
2020/8/12 8:00,0,0,0,0,0,0,0,0,1,18.20166667
2020/8/12 9:00,0,0,0,0,0,0,0,0,1,17.5
2020/8/12 10:00,0,0,0,0,0,0,0,0,1,14.98333333
2020/8/12 11:00,0,0,0,0,0,0,0,0,1,13.63728814
2020/8/12 12:00,0,0,0,0,0,0,0,0,2,15.4440678
2020/8/12 13:00,0,0,0,0,0,0,0,0,2,16.28333333
2020/8/12 14:00,0,0,0,0,0,0,0,0,2,15.45762712
2020/8/12 15:00,0,0,0,0,0,0,0,0,2,12.23142857
2020/8/12 16:00,0,0,0,0,0,0,0,0,2,9.875
2020/8/12 17:00,0,0,0,0,0,0,0,0,2,8.673584906
2020/8/12 18:00,0,0,0,0,0,0,0,0,2,9.159615385
2020/8/12 19:00,0,0,0,0,0,0,0,0,5,2.406060606
2020/8/12 20:00,0,0,0,0,0,0,0,0,5,0.249152542
2020/8/12 21:00,0,0,0,0,0,0,0,0,5,0.206666667
2020/8/12 22:00,0,0,0,0,0,0,0,0,9,1.495
2020/8/12 23:00,0,0,0,0,0,0,0,0,9,3.540909091
2020/8/13 0:00,0,0,0,0,0,0,0,0,9,3.998333333
2020/8/13 1:00,0,0,0,0,0,0,0,0,9,6.151666667
2020/8/13 2:00,0,0,0,0,0,0,0,0,10,4.901694915
2020/8/13 3:00,0,0,0,0,0,0,0,0,10,3.321666667
2020/8/13 4:00,0,0,0,0,0,0,0,0,10,4.023333333
2020/8/13 5:00,0,0,0,0,0,0,0,0,10,5.336206897
2020/8/13 6:00,0,0,0,0,0,0,0,0,10,5.308333333
2020/8/13 7:00,0,0,0,0,0,0,0,0,9,6.928333333
2020/8/13 8:00,0,0,0,0,0,0,0,0,10,4.696666667
2020/8/13 9:00,0,0,0,0,0,0,0,0,8,5.322641509
2020/8/13 10:00,0,0,0,0,0,0,0,0,8,4.975
2020/8/13 11:00,0,0,0,0,0,0,0,0,7,5.316666667
2020/8/13 12:00,0,0,0,0,0,0,0,0,7,4.491666667
2020/8/13 13:00,0,0,0,0,0,0,0,0,10,2.311111111
2020/8/13 14:00,0,0,0,0,0,0,0,0,,
2020/8/13 15:00,0,0,0,0,0,0,0,0,4,0.817241379
2020/8/13 16:00,0,0,0,0,0,0,0.3,0,1,5.557142857
2020/8/13 17:00,0,0.5,0,0,0.7,0,0.5,0.6,4,1.045
2020/8/13 18:00,0,0,0.1,0,0,0,0,0,6,0.933333333
2020/8/13 19:00,0,0,0,0,0,0,0,0,3,0.34
2020/8/13 20:00,0,0,0,0,0,0,0,0,3,0.228813559
2020/8/13 21:00,0,0,0,0,0,0,0,0,7,0.211666667
2020/8/13 22:00,0,0,0,0,0,0,0,0,8,0.511666667
2020/8/13 23:00,0,0,0,0,0,0,0,0,7,0.775925926
2020/8/14 0:00,0,0,0,0,0,0,0,0,8,9.254237288
2020/8/14 1:00,0,0,0,0,0,0,0,0,8,9.053658537
2020/8/14 2:00,0,0,0,0,0,0,0,0,8,8.494915254
2020/8/14 3:00,0.1,0,0,0.1,0,0,0.1,0,8,12.66
2020/8/14 4:00,1,1.1,1.6,1.1,1.5,0.8,1.4,1,7,13.00833333
2020/8/14 5:00,2.6,2.2,2.8,2.3,2.6,2,2.4,2.4,7,9.498333333
2020/8/14 6:00,4,4.1,4,3.7,3.9,3.6,3.9,4.1,8,9.537288136
2020/8/14 7:00,4.2,4.8,4,4.2,4.3,3.6,4.6,4.7,9,10.70166667
2020/8/14 8:00,4.2,3.7,4.3,4,3.7,5.2,3.7,3.9,9,10.46440678
2020/8/14 9:00,0.2,0,0.1,0,0.2,0.4,0.1,0,9,11.04333333
2020/8/14 10:00,0,0,0,0,0,0,0,0,9,14.70344828
2020/8/14 11:00,0,0,0,0,0,0,0,0,9,12.22592593
2020/8/14 12:00,0,0,0,0,0,0,0,0,8,8.474137931
2020/8/14 13:00,0,0,0,0,0,0,0,0,6,6.45
2020/8/14 14:00,0,0,0,0,0,0,0,0,7,8.155357143
2020/8/14 15:00,0,0,0,0,0,0,0,0,7,7.514545455
2020/8/14 16:00,0,0,0,0,0,0,0,0,7,7.329166667
2020/8/14 17:00,0,0,0,0,0,0,0,0,6,7.580851064
2020/8/14 18:00,0,0,0,0,0,0,0,0,6,6.734210526
2020/8/14 19:00,0,0,0,0,0,0,0,0,7,6.715555556
2020/8/14 20:00,0,0,0,0,0,0,0,0,7,7.195
2020/8/14 21:00,0,0,0,0,0,0,0,0,7,8.545762712
2020/8/14 22:00,0,0,0,0,0,0,0,0,8,7.554237288
2020/8/14 23:00,0,0,0,0,0,0,0,0,9,6.856666667
2020/8/15 0:00,0,0,0,0,0,0,0,0,10,6.212820513
2020/8/15 1:00,0,0,0,0,0,0,0,0,11,5.176666667
2020/8/15 2:00,0,0,0,0,0,0,0,0,8,3.914035088
2020/8/15 3:00,0,0,0,0,0,0,0,0,1,9.115254237
2020/8/15 4:00,0,0,0,0,0,0,0,0,1,14.32666667
2020/8/15 5:00,0,0,0,0,0,0,0,0,1,15.836
2020/8/15 6:00,0,0,0,0,0,0,0,0,1,13.1
2020/8/15 7:00,0,0,0,0,0,0,0,0,1,14.4
2020/8/15 8:00,0,0,0,0,0,0,0,0,1,18.07241379
2020/8/15 9:00,0,0,0,0,0,0,0,0,1,17.1372093
2020/8/15 10:00,0,0,0,0,0,0,0,0,2,16.92666667
2020/8/15 11:00,0,0,0,0,0,0,0,0,2,15.92
2020/8/15 12:00,0,0,0,0,0,0,0,0,2,13.22
2020/8/15 13:00,0,0,0,0,0,0,0,0,2,12.46949153
2020/8/15 14:00,0,0,0,0,0,0,0,0,2,11.48135593
2020/8/15 15:00,0,0,0,0,0,0,0,0,1,12.11355932
2020/8/15 16:00,0,0,0,0,0,0,0,0,1,14.38666667
2020/8/15 17:00,0,0,0,0,0,0,0,0,2,14.015
2020/8/15 18:00,0,0,0,0,0,0,0,0,2,13.54067797
2020/8/15 19:00,0,0,0,0,0,0,0,0,2,13.94736842
2020/8/15 20:00,0,0,0,0,0,0,0,0,2,14.05833333
2020/8/15 21:00,0,0,0,0,0,0,0,0,2,13.2
2020/8/15 22:00,0,0,0,0,0,0,0,0,2,16.11166667
2020/8/15 23:00,0,0,0,0,0,0,0,0,2,14.075
2020/8/16 0:00,0,0,0,0,0,0,0,0,2,8.969491525
2020/8/16 1:00,0,0,0,0,0,0,0,0,2,8.778571429
2020/8/16 2:00,0,0,0,0,0,0,0,0,2,10.62432432
2020/8/16 3:00,0,0,0,0,0,0,0,0,2,10.67962963
2020/8/16 4:00,0,0,0,0,0,0,0,0,2,11.34418605
2020/8/16 5:00,0,0,0,0,0,0,0,0,1,13.95
2020/8/16 6:00,0,0,0,0,0,0,0,0.1,2,14.34444444
2020/8/16 7:00,0,0.1,0,0,0,0,0,0.3,2,13.83846154
2020/8/16 8:00,0,0,0,0,0,0,0,0,2,14.24067797
2020/8/16 9:00,0,0,0,0,0,0,0,0,2,14.68333333
2020/8/16 10:00,0,0,0,0,0,0,0,0,2,12.12333333
2020/8/16 11:00,0,0,0,0,0,0,0,0,2,13.26
2020/8/16 12:00,0,0,0,0,0,0,0,0,2,15.51666667
2020/8/16 13:00,0,0,0,0,0,0,0,0,2,16.15
2020/8/16 14:00,0,0,0,0,0,0,0,0,2,14.63898305
2020/8/16 15:00,0,0,0,0,0,0,0,0,2,14.52
2020/8/16 16:00,0,0,0,0,0,0,0,0,2,15.4779661
2020/8/16 17:00,0,0,0,0,0,0,0,0,2,14.74666667
2020/8/16 18:00,0,0,0,0,0,0,0,0,2,13.52833333
2020/8/16 19:00,0,0,0,0,0,0,0,0,2,12.135
2020/8/16 20:00,0,0,0,0,0,0,0,0,2,11.65666667
2020/8/16 21:00,0,0,0,0,0,0,0,0,2,12.69
2020/8/16 22:00,0,0,0,0,0,0,0,0,2,15.66440678
2020/8/16 23:00,0.1,0.5,0.3,0.3,0.6,0,0.5,0.5,2,17.62
2020/8/17 0:00,0.8,1.6,0.7,0.7,0.3,0.9,0.6,2.1,1,17.56833333
2020/8/17 1:00,0.3,0.4,0,0.2,0.2,0.3,0.2,0.4,1,16.88833333
2020/8/17 2:00,0.1,0.2,0.6,0.1,0.3,0.2,0.4,0.3,2,16.13220339
2020/8/17 3:00,0.1,0.1,0.2,0.1,0,0.1,0.1,0.2,1,15.66166667
2020/8/17 4:00,0.5,0.6,0.3,0.4,0.1,0.4,0.1,0.7,1,14.755
2020/8/17 5:00,0.4,0.5,0.4,0.3,0.1,0.3,0.3,0.6,1,17.63333333
2020/8/17 6:00,1.1,1.1,1.6,1.2,0.8,1.1,0.8,1.4,1,15.05483871
2020/8/17 7:00,0.2,0.1,0.2,0.1,0.1,0.4,0.2,0.2,1,6.49245283
2020/8/17 8:00,0,0,0,0,0,0,0,0,9,3.438333333
2020/8/17 9:00,0,0,0,0,0,0,0,0,2,5.353448276
2020/8/17 10:00,0,0,0,0,0,0,0,0,2,8.288333333
2020/8/17 11:00,0,0,0,0,0,0,0,0,1,5.835
2020/8/17 12:00,0,0,0,0,0,0,0,0,7,1.92
2020/8/17 13:00,0,0,0,0,0,0,0,0,10,2.174137931
2020/8/17 14:00,0,0,0,0,0,0,0,0,3,1.941071429
2020/8/17 15:00,0,0,0,0,0,0,0,0,8,2.446666667
2020/8/17 16:00,0,0,0,0,0,0,0,0,3,0.70862069
2020/8/17 17:00,0,0,0,0,0,0,0,0,4,1.074576271
2020/8/17 18:00,0,0,0,0,0,0,0,0,3,3.206382979
2020/8/17 19:00,0,0,0,0,0,0,0,0,5,0.404166667
2020/8/17 20:00,0,0,0,0,0,0,0,0,5,0.566666667
2020/8/17 21:00,0,0,0,0,0,0,0,0,6,1.95
2020/8/17 22:00,0,0,0,0,0,0,0,0,7,0.338888889
2020/8/17 23:00,0,0,0,0,0,0,0,0,2,0.350909091
2020/8/18 0:00,0,0,0,0,0,0,0,0,10,3.575
2020/8/18 1:00,0,0,0,0,0,0,0,0,10,7.651724138
2020/8/18 2:00,0,0,0,0,0,0,0,0,11,5.0125
2020/8/18 3:00,0,0,0,0,0,0,0,0,2,5.124074074
2020/8/18 4:00,0,0,0,0,0,0,0,0,1,6.271929825
2020/8/18 5:00,0,0,0,0,0,0,0,0,1,7.516363636
2020/8/18 6:00,0,0,0,0,0,0,0,0,1,7.442857143
2020/8/18 7:00,0,0,0,0,0,0,0,0,1,7.388888889
2020/8/18 8:00,0,0,0,0,0,0,0,0,1,9.345
2020/8/18 9:00,0,0,0,0,0,0,0,0,1,7.944444444
2020/8/18 10:00,0,0,0,0,0,0,0,0,2,6.1
2020/8/18 11:00,0,0,0,0,0,0,0,0,8,2.807142857
2020/8/18 12:00,0,0,0,0,0,0,0,0,9,2.898305085
2020/8/18 13:00,0,0,0,0,0,0,0,0,5,2.311864407
2020/8/18 14:00,0,0,0,0,0,0,0,0,8,1.422033898
2020/8/18 15:00,0,0,0,0,0,0,0,0,2,4.510169492
2020/8/18 16:00,0,0,0,0,0,0,0,0,1,9.153571429
2020/8/18 17:00,0,0,0,0,0,0,0,0,9,6.791666667
2020/8/18 18:00,0,0,0,0,0,0,0,0,7,3.827586207
2020/8/18 19:00,0,0,0,0,0,0,0,0,8,6.394736842
