year,month,day,hour,P,T,RH,RPH,WD,WV
2012,6,7,15,721.7,9.4,33,0,41,7.3
2012,6,7,16,722,8.9,49,0,41,5.7
2012,6,7,17,721.9,9.3,44,0,17,4.2
2012,6,7,18,722,8.9,45,0,20,5.1
2012,6,7,19,721.7,9,29,0,343,4.2
2012,6,7,20,721.8,9.6,27,0,347,1.6
2012,6,7,21,721.8,9.4,26,0,290,3.2
2012,6,7,22,722.1,9.7,25,0,279,4.6
2012,6,7,23,722.1,9.5,24,0,304,5.1
2012,6,8,0,722.3,9.6,21,0,300,4.4
2012,6,8,1,722.2,10.4,20,0,300,2.1
2012,6,8,2,722.2,10.2,21,0,301,3.1
2012,6,8,3,722.3,10.7,22,0,305,3.2
2012,6,8,4,722.3,11.1,21,0,304,1.7
2012,6,8,5,722.1,12,18,0,298,3
2012,6,8,6,722,10.7,26,0,312,3.2
2012,6,8,7,722.1,9.5,36,0,282,3.7
2012,6,8,8,722.2,7.3,62,0.6,272,4.1
2012,6,8,9,721.5,6.3,67,1.2,222,7.5
2012,6,8,10,721.3,7.1,59,0,224,7.5
2012,6,8,11,721,7.8,51,0,230,7.6
2012,6,8,12,721.2,8.3,44,0,238,8.6
2012,6,8,13,721.5,8.4,34,0,247,8.2
2012,6,8,14,721.8,8.4,32,0,248,8.2
2012,6,8,15,722,6.5,55,0,237,9.1
2012,6,8,16,721.7,7.9,35,0,249,7.8
2012,6,8,17,721.4,8.2,34,0,247,6.9
2012,6,8,18,721.1,7.8,40,0,243,6.9
2012,6,8,19,720.7,8.8,28,0,276,5.4
2012,6,8,20,720.5,8.2,32,0,291,6.9
2012,6,8,21,720.5,8.6,30,0,287,7.7
2012,6,8,22,720.6,8.4,31,0,289,7.1
2012,6,8,23,720.6,9.1,30,0,298,6.3
2012,6,9,0,721,10,27,0,289,4.6
2012,6,9,1,721.1,12,19,0,307,4.1
2012,6,9,2,721.1,12.9,17,0,287,2.3
2012,6,9,3,721.1,13.8,16,0,295,2.9
2012,6,9,4,721,14.4,18,0,286,2.4
2012,6,9,5,720.7,15,14,0,285,2.3
2012,6,9,6,720.3,15.8,13,0,292,3.2
2012,6,9,7,720,17.3,21,0,328,3.6
2012,6,9,8,719.7,17.5,15,0,76,2
2012,6,9,9,719.3,17.1,14,0,72,3
2012,6,9,10,718.9,15.3,17,0,336,3.6
2012,6,9,11,718.9,16,15,0,347,2.2
2012,6,9,12,719.1,13.7,19,0,75,1.1
2012,6,9,13,719.3,13.1,23,0,234,5.2
2012,6,9,14,719.6,12.7,26,0,231,5.5
2012,6,9,15,719.7,12.1,31,0,224,4.7
2012,6,9,16,719.5,11.4,40,0,220,6.2
2012,6,9,17,719.2,11.5,40,0,226,5.1
2012,6,9,18,719,11.9,35,0,236,5.6
2012,6,9,19,718.9,11.6,39,0,234,6.4
2012,6,9,20,719,11.4,43,0,236,6.7
2012,6,9,21,719.1,11.6,38,0,236,6.2
2012,6,9,22,719.4,12,34,0,255,5.2
2012,6,9,23,719.7,11.8,36,0,286,6
2012,6,10,0,719.9,13.2,28,0,306,3.9
2012,6,10,1,720.1,11.2,52,0,50,8.2
2012,6,10,2,720.3,12.7,33,0,51,10
2012,6,10,3,720.5,13.4,27,0,47,10.4
2012,6,10,4,720.5,14.2,27,0,58,8
2012,6,10,5,720.4,15.1,25,0,56,7.3
2012,6,10,6,720.1,16,22,0,67,7.3
2012,6,10,7,720,16.5,22,0,68,6.5
2012,6,10,8,719.9,16.9,22,0,52,7.1
2012,6,10,9,719.6,14.2,35,0,75,6.2
2012,6,10,10,719.4,14.1,36,0,78,5.1
2012,6,10,11,719.7,12.3,44,0,88,3.3
2012,6,10,12,719.6,10.4,49,0,80,4.6
2012,6,10,13,720.1,9.7,54,0,88,4.5
2012,6,10,14,720.7,10.5,48,0,101,2.6
2012,6,10,15,720.6,10.4,46,0,92,2.8
2012,6,10,16,720.5,10.1,48,0,87,3.3
2012,6,10,17,720.1,9,48,0,83,4.2
2012,6,10,18,719.7,8.6,52,0,78,5.7
2012,6,10,19,719.6,8,50,0,67,6.6
2012,6,10,20,719.7,8,45,0,74,5.8
2012,6,10,21,719.9,7.5,46,0,72,6.7
2012,6,10,22,720.4,6.8,48,0,78,6
2012,6,10,23,720.7,7.8,45,0,76,6.5
2012,6,11,0,721.5,7.7,46,0,78,4.5
2012,6,11,1,721.8,9.6,45,0,82,1.8
2012,6,11,2,721.7,10.3,48,0,19,6.7
2012,6,11,3,721.8,9.6,57,0,23,2.8
2012,6,11,4,721.7,11.8,47,0,310,2.5
2012,6,11,5,721.5,13.3,44,0,99,1.8
2012,6,11,6,721,13.8,47,0,41,2.5
2012,6,11,7,720.7,14.2,42,0,46,3
2012,6,11,8,720.4,15.1,40,0,74,1.9
2012,6,11,9,720,14.5,40,0,64,4.1
2012,6,11,10,719.8,13.7,35,0,27,5.3
2012,6,11,11,719.9,12.9,31,0,8,5.8
2012,6,11,12,720.4,11.5,36,0,56,3.5
2012,6,11,13,721.1,11.4,41,0,236,3.3
2012,6,11,14,721.4,10.6,57,0,225,5.7
2012,6,11,15,721.6,9,75,0,220,7.8
2012,6,11,16,721.4,8.7,77,0,228,7.8
2012,6,11,17,721.3,8.7,74,0,227,7.2
2012,6,11,18,721.3,9.1,71,0,240,6.8
2012,6,11,19,721.1,9.2,69,0,240,6.9
2012,6,11,20,721.1,9.5,68,0,246,6
2012,6,11,21,721.1,9.5,66,0,251,5.8
2012,6,11,22,721.1,9.6,67,0,260,5.4
2012,6,11,23,721.3,10.1,61,0,291,5.5
2012,6,12,0,721.6,11.7,47,0,303,4.8
2012,6,12,1,721.9,13.6,34,0,316,1.2
2012,6,12,2,721.8,14.9,26,0,332,3.1
2012,6,12,3,721.7,14.9,31,0,352,4.4
2012,6,12,4,721.5,16.2,23,0,315,4.2
2012,6,12,5,720.9,17,30,0,319,4.1
2012,6,12,6,720.7,17.1,27,0,81,2.8
2012,6,12,7,720.4,18.8,31,0,7,2
2012,6,12,8,720,19.3,28,0,75,2.5
2012,6,12,9,719.8,18.4,23,0,44,4
2012,6,12,10,719.6,17.2,39,0,75,2.3
2012,6,12,11,719.6,15.3,37,0,145,2
2012,6,12,12,719.9,13.8,42,0,165,3.8
2012,6,12,13,720,12.3,63,0,237,4.5
2012,6,12,14,720.4,12,63,0,232,5.4
2012,6,12,15,720.4,11.7,65,0,235,6
2012,6,12,16,720.2,11.6,58,0,246,5.6
2012,6,12,17,719.6,10.8,62,0,239,6.5
2012,6,12,18,719.7,10.5,65,0,248,6.3
2012,6,12,19,719.4,10.1,69,0,241,6.9
2012,6,12,20,719.2,10.2,65,0,244,6.6
2012,6,12,21,719.3,10.1,71,0,238,7.2
2012,6,12,22,719.4,9.6,80,0,232,7.1
2012,6,12,23,719.5,10.6,71,0,233,7.3
2012,6,13,0,719.7,11.4,69,0,234,6.5
2012,6,13,1,720,13.2,67,0,243,3.5
2012,6,13,2,720.2,14.3,53,0,237,3.4
2012,6,13,3,720.1,15.7,54,0,252,2.3
2012,6,13,4,720.1,16,58,0,264,2.5
2012,6,13,5,720,17.8,48,0,250,1.8
2012,6,13,6,719.8,18.3,46,0,55,1.5
2012,6,13,7,719.6,17.8,46,0,26,2.6
2012,6,13,8,720.1,12.9,45,0,3,9.6
2012,6,13,9,719.4,16,51,0,322,4.5
2012,6,13,10,719.2,16.8,38,0,355,2.9
2012,6,13,11,719.5,15.4,37,0,6,4.3
2012,6,13,12,719.8,14.9,26,0,2,6.4
2012,6,13,13,720.9,14.1,37,0,19,6.2
2012,6,13,14,721.7,13,44,0,5,5
2012,6,13,15,722.1,11.9,47,0,9,4.3
2012,6,13,16,722.2,11.1,46,0,18,2.9
2012,6,13,17,721.9,9.7,45,0,39,10
2012,6,13,18,721.8,8.6,47,0,40,7.6
2012,6,13,19,721.8,7.3,49,0,40,7.1
2012,6,13,20,722,7.9,47,0,11,5.3
2012,6,13,21,722,5.6,55,0,35,5
2012,6,13,22,722.2,4.1,61,0,46,5.4
2012,6,13,23,722,4.9,53,0,40,9.9
2012,6,14,0,722.8,5.9,56,0,55,7.3
2012,6,14,1,723.2,7.5,51,0,74,6.9
2012,6,14,2,723.5,9.3,49,0,42,5.9
2012,6,14,3,723.8,10.4,48,0,44,5.4
2012,6,14,4,723.8,11.9,38,0,63,5.8
2012,6,14,5,723.9,13.5,32,0,45,5.3
2012,6,14,6,723.5,14.7,31,0,59,6
2012,6,14,7,723.3,15.1,38,0,63,5.4
2012,6,14,8,723,15,38,0,53,5.6
2012,6,14,9,723,14,37,0,79,4.5
2012,6,14,10,722.9,13.4,37,0,71,4.3
2012,6,14,11,722.9,11.2,39,0,87,4.8
2012,6,14,12,723.3,9.2,43,0,87,4.2
2012,6,14,13,723.3,8.8,43,0,87,5.4
2012,6,14,14,723.9,8.2,46,0,76,4.4
2012,6,14,15,724.2,8.1,45,0,92,3.8
2012,6,14,16,724,7.8,47,0,79,6.1
2012,6,14,17,723.8,7.9,45,0,82,6.7
2012,6,14,18,723.8,7.2,49,0,69,6.2
2012,6,14,19,723.9,7.1,46,0,68,6.3
2012,6,14,20,723.6,7,47,0,72,6.3
2012,6,14,21,723.6,6.5,49,0,72,7
2012,6,14,22,723.7,6.7,50,0,79,7
2012,6,14,23,723.8,6.8,51,0,80,7
2012,6,15,0,723.9,8.6,48,0,80,6.6
2012,6,15,1,724.1,9.7,48,0,78,5.8
2012,6,15,2,724.2,11.3,49,0,75,4.3
2012,6,15,3,724.4,11.8,48,0,56,1.5
2012,6,15,4,724.4,13.4,44,0,324,2.9
2012,6,15,5,724,11.4,59,0,254,2.4
2012,6,15,6,723.6,13.2,54,0,317,1.5
2012,6,15,7,723.1,14.3,52,0,63,1.9
2012,6,15,8,722.8,15.6,43,0,50,3.3
2012,6,15,9,722.6,13.9,48,0,101,3.6
2012,6,15,10,722.3,14.2,46,0,89,2.5
2012,6,15,11,722.5,11.7,47,0,89,4.6
2012,6,15,12,722.8,10.6,54,0,131,2.9
2012,6,15,13,723.1,9.9,47,0,140,1.6
2012,6,15,14,723.7,9.2,56,0,195,2.6
2012,6,15,15,723.7,8.8,61,0,197,2.3
2012,6,15,16,723.7,8.4,65,0,208,2
2012,6,15,17,723.6,8.1,64,0,203,1.8
2012,6,15,18,723.4,8.2,58,0,224,4.1
2012,6,15,19,723.2,8,53,0,216,3.8
2012,6,15,20,723,8,46,0,209,2.7
2012,6,15,21,722.9,8.5,39,0,189,2.1
2012,6,15,22,722.9,8.9,34,0,149,4
2012,6,15,23,723,9.8,34,0,148,4
2012,6,16,0,723,11.2,35,0,91,2.2
2012,6,16,1,722.9,12.4,39,0,85,2.5
2012,6,16,2,722.9,13.7,32,0,83,3.1
2012,6,16,3,722.9,14.7,29,0,105,2
2012,6,16,4,722.6,15.7,32,0,84,2.1
2012,6,16,5,722.4,14.5,40,0,166,1.3
2012,6,16,6,721.9,13.9,46,0,171,1.1
2012,6,16,7,721.7,16.8,43,0,163,1.2
2012,6,16,8,721.4,15.3,46,0,107,1.1
2012,6,16,9,721.1,15.2,50,0,107,1.4
2012,6,16,10,721.1,14.6,47,0,137,2.3
2012,6,16,11,721.2,13,55,0,161,4.1
2012,6,16,12,721.5,11.4,61,0,155,6.7
2012,6,16,13,721.6,10.3,67,0,219,2.4
2012,6,16,14,721.9,9.8,70,0,195,1.9
2012,6,16,15,721.9,8.8,81,0,232,6
2012,6,16,16,721.9,8.1,85,0,238,5.5
2012,6,16,17,721.5,8.2,69,0,222,5.2
2012,6,16,18,721.1,7.7,74,0,230,6.4
2012,6,16,19,720.8,7.6,75,0,231,6.8
2012,6,16,20,720.4,7.7,71,0,239,6.8
2012,6,16,21,720.4,8,68,0,238,5.7
2012,6,16,22,720.4,8.2,66,0,237,6.3
2012,6,16,23,720.5,8.9,62,0,230,5
2012,6,17,0,720.7,11.1,57,0,213,1.4
2012,6,17,1,720.8,10.5,72,0,263,1.5
2012,6,17,2,720.9,10,77,0,263,2.9
2012,6,17,3,721,11,75,0,258,2.3
2012,6,17,4,721.1,12,71,0,279,1.9
2012,6,17,5,720.9,13,69,0,248,1
2012,6,17,6,720.7,13.6,66,0,284,1.2
2012,6,17,7,720.5,13.7,68,0,278,1.2
2012,6,17,8,720.4,14.1,66,0,117,0.5
2012,6,17,9,720.1,13.8,62,0,58,1.1
2012,6,17,10,720.1,12.1,73,0,251,1.4
2012,6,17,11,720.5,11,77,0,308,0.8
2012,6,17,12,720.9,9.6,81,0,285,0.9
2012,6,17,13,721.2,8.4,86,0,242,2.3
2012,6,17,14,721.5,8.3,86,0,219,2.9
2012,6,17,15,721.3,7.7,86,0,233,2.5
2012,6,17,16,721.3,7.6,86,0,259,5.2
2012,6,17,17,720.7,7.1,86,0,220,4.2
2012,6,17,18,720.5,6.8,86,0,224,5.5
2012,6,17,19,720.2,6.7,86,0,224,2.8
2012,6,17,20,719.9,7.4,87,0,93,1.2
2012,6,17,21,720,7.6,87,0,59,1.7
2012,6,17,22,719.9,7.8,87,0,47,5.3
2012,6,17,23,720.1,8.4,87,0,30,7.9
2012,6,18,0,720.3,9.4,85,0,48,8.2
2012,6,18,1,720.5,11.9,73,0,37,6.9
2012,6,18,2,720.8,13.6,66,0,20,2.4
2012,6,18,3,720.9,12.2,78,0,302,2.1
2012,6,18,4,720.8,14.7,69,0,307,1.7
2012,6,18,5,720.5,14.8,66,0,301,2.7
2012,6,18,6,719.8,14.2,63,0,262,3.2
2012,6,18,7,719.6,14.5,59,0,306,4.9
2012,6,18,8,719.2,14.8,56,0,307,5.5
2012,6,18,9,719.2,11.5,80,0,75,6
2012,6,18,10,719.2,13.1,67,0,69,5.5
2012,6,18,11,719.7,12.2,71,0,73,6.6
2012,6,18,12,719.6,10.5,82,0,80,7.1
2012,6,18,13,720,9.5,86,0,84,8.1
2012,6,18,14,719.6,8.5,84,0,35,8.1
2012,6,18,15,719.8,10.6,58,0,315,5.1
2012,6,18,16,719.8,9.4,77,0,284,4.5
2012,6,18,17,719.7,9.8,73,0,274,6.4
2012,6,18,18,719.5,10,71,0,288,6.1
2012,6,18,19,719.1,9,78,0,270,7.8
2012,6,18,20,718.8,9.1,76,0,260,7.2
2012,6,18,21,718.8,9.3,72,0,300,7.4
2012,6,18,22,718.9,9.2,70,0,318,7.4
2012,6,18,23,719,10.9,52,0,351,4.8
2012,6,19,0,719.2,12.3,60,0,41,5.5
2012,6,19,1,719.7,13.5,63,0,37,3.9
2012,6,19,2,719.8,14.6,63,0,30,3.3
2012,6,19,3,719.9,15.1,52,0,64,5.1
2012,6,19,4,719.8,15.7,50,0,74,6.5
2012,6,19,5,719.6,16.4,41,0,39,8.5
2012,6,19,6,719.2,17.9,47,0,44,6.2
2012,6,19,7,718.9,18,43,0,74,5.7
2012,6,19,8,718.7,18.7,43,0,57,4.5
2012,6,19,9,718.4,17.5,46,0,73,4.3
2012,6,19,10,718.3,16,54,0,81,6.5
2012,6,19,11,718.3,13.6,62,0,85,5.5
2012,6,19,12,718.6,11.3,70,0,87,6.9
2012,6,19,13,718.9,10.4,74,0,81,6.4
2012,6,19,14,719.3,9.8,73,0,85,5.9
2012,6,19,15,719.5,9.5,79,0,91,5.4
2012,6,19,16,719.3,10.2,69,0,91,4.5
2012,6,19,17,719.2,11.4,27,0,82,2.4
2012,6,19,18,719.3,12,26,0,226,0.9
2012,6,19,19,719.1,9.8,70,0,223,3.2
2012,6,19,20,718.7,9.9,73,0,234,6.7
2012,6,19,21,719,9.6,78,0,235,8
2012,6,19,22,718.9,11.5,68,0,245,5.5
2012,6,19,23,719.1,12.1,51,0,281,3.5
2012,6,20,0,719.3,13.3,46,0,286,2.1
2012,6,20,1,719.7,14.5,46,0,258,2
2012,6,20,2,719.6,16,44,0,252,1.1
2012,6,20,3,719.7,17.9,61,0,50,2.7
2012,6,20,4,719.9,16,67,0,78,2.6
2012,6,20,5,719.6,16.8,66,0,86,3.6
2012,6,20,6,719.3,16,61,0,92,4
2012,6,20,7,719,16.4,57,0,93,3.5
2012,6,20,8,718.7,14.3,47,0,101,4.9
2012,6,20,9,718.7,13.6,72,0,83,5
2012,6,20,10,719,12.7,81,0,86,8.3
2012,6,20,11,719.1,12,84,0,109,5
2012,6,20,12,719.3,12,75,0,138,7.3
2012,6,20,13,719.5,13,58,0,202,5.2
2012,6,20,14,721.1,12.3,60,0,262,6.3
2012,6,20,15,721.1,9.9,77,1,251,6.1
2012,6,20,16,720.5,9.7,61,0.1,238,8.1
2012,6,20,17,720.3,12.5,41,0,237,7.4
2012,6,20,18,720,11.3,46,0,239,10
2012,6,20,19,719.8,13,37,0,239,10
2012,6,20,20,719.8,13.1,45,0,252,7.8
2012,6,20,21,719.7,11,58,0,236,6.9
2012,6,20,22,720.2,9.7,70,0,224,4.4
2012,6,20,23,720.5,13.6,51,0,89,2.9
2012,6,21,0,720.9,15.1,41,0,88,2.4
2012,6,21,1,721.3,15.7,56,0,79,3.5
2012,6,21,2,721.4,16.2,52,0,91,1.9
2012,6,21,3,721.5,17.6,55,0,96,1.5
2012,6,21,4,721.8,15.8,69,0,90,0.6
2012,6,21,5,721.6,15.2,70,0,247,1.8
2012,6,21,6,721.3,16.5,62,0,70,1.1
2012,6,21,7,720.9,17.2,53,2,163,1.3
2012,6,21,8,720.6,14.6,57,0,157,6.4
2012,6,21,9,721.2,15.2,39,0,75,4
2012,6,21,10,720,14.8,36,0,311,6.7
2012,6,21,11,720.2,14.9,43,0,250,6.6
2012,6,21,12,720.8,12.9,79,0,244,4.9
2012,6,21,13,721.1,12,85,0,219,5.1
2012,6,21,14,721.7,12.4,72,0,173,1.7
2012,6,21,15,721.6,12,72,0,217,3.2
2012,6,21,16,721.7,12.3,70,0,145,4.2
2012,6,21,17,721.2,11.3,73,0,215,2.9
2012,6,21,18,720.8,11.1,77,0,210,4.8
2012,6,21,19,720.7,10.3,84,0,231,9.7
2012,6,21,20,720.5,10.2,77,0,218,7.9
2012,6,21,21,720.7,10.3,77,0,219,8
2012,6,21,22,720.9,10.8,77,0,220,7.4
2012,6,21,23,721,10.4,84,0,224,6.5
2012,6,22,0,721.2,12.3,75,0,223,5.3
2012,6,22,1,721.4,14.1,66,0,227,3.5
2012,6,22,2,721.5,14.9,61,0,241,2.9
2012,6,22,3,721.5,17,64,0,234,1.8
2012,6,22,4,721.4,17.9,60,0,251,2.2
2012,6,22,5,721.3,16.5,64,0,243,2.4
2012,6,22,6,720.7,16.3,41,0,152,3.2
2012,6,22,7,720.8,14,47,3.4,180,5.4
2012,6,22,8,720.2,16.8,49,0,188,5.3
2012,6,22,9,720,19.1,51,0,87,2.4
2012,6,22,10,719.7,18,42,0,186,2.8
2012,6,22,11,720.1,16.6,50,0,158,4
2012,6,22,12,719.8,15,58,0,169,4.7
2012,6,22,13,719.9,14.4,61,0,232,4.5
2012,6,22,14,720.4,13.7,66,0,232,4.7
2012,6,22,15,720.6,12.9,71,0,231,6.4
2012,6,22,16,720.5,12.5,73,0,228,6.2
2012,6,22,17,720.9,11.3,75,0,262,6.9
2012,6,22,18,720.5,10.6,76,0,65,4.8
2012,6,22,19,719.7,11.7,63,0,111,2.1
2012,6,22,20,719.1,12,62,0,230,5.3
2012,6,22,21,718.6,11,66,0,218,6.9
