%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190904	000000	1112	0.02	0.01	0.00	0.01	5	1.01	0.98	142349000000.00	1819100000000000.00
20190904	003000	1112	0.02	0.00	0.00	0.00	3	1.00	0.96	174629000000.00	1642490000000000.00
20190904	010000	1112	0.00	0.00	0.00	0.00	1	1.00	0.96	178373000000.00	1766120000000000.00
20190904	013000	1112	0.00	0.00	0.00	0.00	3	1.00	0.96	201441000000.00	1872080000000000.00
20190904	020000	1112	0.00	0.00	0.00	0.00	3	1.00	0.96	210158000000.00	2031040000000000.00
20190904	023000	1112	0.00	0.00	0.00	0.00	3	1.00	0.96	238479000000.00	2048700000000000.00
20190904	030000	1112	0.00	0.00	0.00	0.00	3	1.00	0.98	221765000000.00	2119340000000000.00
20190904	033000	1112	0.00	0.00	0.00	0.00	3	1.00	0.96	156859000000.00	1942730000000000.00
20190904	040000	1112	0.00	0.03	0.00	0.03	3	0.99	0.96	141345000000.00	2048700000000000.00
20190904	043000	1112	0.01	0.04	0.00	0.04	3	1.00	0.97	235060000000.00	2119340000000000.00
20190904	050000	1112	0.01	0.12	0.00	0.12	3	1.00	0.97	177708000000.00	2084020000000000.00
20190904	053000	1112	0.01	0.18	0.00	0.18	3	0.99	0.96	202769000000.00	2119340000000000.00
20190904	060000	1112	0.01	0.30	0.00	0.30	3	0.98	0.96	168126000000.00	2101680000000000.00
20190904	063000	1112	0.01	0.36	0.00	0.36	3	0.98	0.97	144532000000.00	1448220000000000.00
20190904	070000	1112	0.02	0.40	0.00	0.40	3	0.99	0.96	207656000000.00	1448220000000000.00
20190904	073000	1112	0.02	0.39	0.00	0.39	3	0.98	0.96	195962000000.00	1465880000000000.00
20190904	080000	1112	0.01	0.31	0.00	0.31	3	0.97	0.98	261017000000.00	2207650000000000.00
20190904	083000	1112	0.02	0.50	0.00	0.50	3	0.99	0.96	239591000000.00	2119340000000000.00
20190904	090000	1112	0.04	0.53	0.00	0.53	3	1.03	0.96	205174000000.00	1430560000000000.00
20190904	093000	1112	0.09	0.57	0.01	0.56	3	1.07	0.95	197229000000.00	1236280000000000.00
20190904	100000	1112	0.14	0.60	0.04	0.56	5	1.09	0.69	295022000000.00	1359910000000000.00
20190904	103000	1112	-2	-2	-2	-2	9	-2.00	1.00	671483000000.00	2719820000000000.00
20190904	110000	1112	-2	-2	-2	-2	9	-2.00	1.00	503831000000.00	1695470000000000.00
20190904	113000	1112	-2	-2	-2	-2	9	-2.00	1.00	895411000000.00	2613850000000000.00
20190904	230000	1112	0.15	0.37	0.02	0.35	8	0.93	0.92	595569000000.00	2384260000000000.00
20190904	233000	1112	-2	-2	-2	-2	9	-2.00	1.00	508980000000.00	2348940000000000.00
