%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190826	070000	1112	-2	-2	-2	-2	9	-2.00	1.00	105658000000.00	1320330000000000.00
20190826	070100	1112	-2	-2	-2	-2	9	-2.00	1.00	96140900000.00	1448980000000000.00
20190826	070200	1112	-2	-2	-2	-2	9	-2.00	1.00	112068000000.00	1494730000000000.00
20190826	070300	1112	0.00	0.28	0.00	0.28	0	1.06	0.94	110117000000.00	1450310000000000.00
20190826	070400	1112	0.00	0.31	0.00	0.31	0	1.06	0.94	99919000000.00	1483540000000000.00
20190826	070500	1112	0.00	0.29	0.00	0.29	0	1.06	0.93	120831000000.00	1412890000000000.00
20190826	070600	1112	-2	-2	-2	-2	9	-2.00	1.00	104331000000.00	1305120000000000.00
20190826	070700	1112	-2	-2	-2	-2	9	-2.00	1.00	97533300000.00	1311170000000000.00
20190826	070800	1112	-2	-2	-2	-2	9	-2.00	1.00	97824100000.00	1433800000000000.00
20190826	070900	1112	-2	-2	-2	-2	9	-2.00	1.00	94275300000.00	1430560000000000.00
20190826	071000	1112	0.00	0.37	0.00	0.37	0	1.05	0.93	90119600000.00	1450310000000000.00
20190826	071100	1112	0.00	0.38	0.00	0.38	0	1.06	0.94	88331600000.00	1366480000000000.00
20190826	071200	1112	0.00	0.41	0.00	0.41	0	1.07	0.93	83561800000.00	1283920000000000.00
20190826	071300	1112	0.00	0.45	0.00	0.45	0	1.08	0.93	78050600000.00	1270730000000000.00
20190826	071400	1112	0.00	0.50	0.00	0.50	0	1.09	0.93	73928500000.00	1085850000000000.00
20190826	071500	1112	0.01	0.52	0.00	0.52	0	1.08	0.93	84431600000.00	1220980000000000.00
20190826	071600	1112	0.01	0.53	0.00	0.53	0	1.09	0.93	76043100000.00	1102150000000000.00
20190826	071700	1112	0.01	0.52	0.01	0.51	0	1.09	0.94	84085100000.00	1077330000000000.00
20190826	071800	1112	0.01	0.39	0.01	0.38	0	1.01	0.93	80247500000.00	1149450000000000.00
20190826	071900	1112	0.01	0.40	0.00	0.40	0	1.01	0.99	66613200000.00	950959000000000.00
20190826	072000	1112	0.01	0.42	0.01	0.41	0	1.01	0.96	68754200000.00	936042000000000.00
20190826	072100	1112	-2	-2	-2	-2	9	-2.00	1.00	58692200000.00	836111000000000.00
20190826	072200	1112	0.01	0.45	0.05	0.40	0	1.02	0.93	53265200000.00	777092000000000.00
20190826	072300	1112	0.01	0.45	0.06	0.39	0	1.02	0.98	55297800000.00	780151000000000.00
20190826	072400	1112	0.01	0.46	0.04	0.42	0	1.02	0.99	56961400000.00	815467000000000.00
20190826	072500	1112	0.01	0.75	0.04	0.71	0	1.31	0.95	58746900000.00	841977000000000.00
20190826	072600	1112	0.01	0.74	0.03	0.71	0	1.31	0.99	61832300000.00	994545000000000.00
20190826	072700	1112	0.01	0.72	0.04	0.68	0	1.29	0.88	72925700000.00	990418000000000.00
20190826	072800	1112	0.01	0.76	0.03	0.73	0	1.32	0.99	77109500000.00	983980000000000.00
20190826	072900	1112	-2	-2	-2	-2	9	-2.00	1.00	84274900000.00	1024420000000000.00
20190826	073000	1112	0.01	0.77	0.01	0.76	0	1.34	0.99	79641600000.00	966359000000000.00
20190826	073100	1112	-2	-2	-2	-2	9	-2.00	1.00	75982100000.00	1033290000000000.00
20190826	073200	1112	-2	-2	-2	-2	9	-2.00	1.00	65917300000.00	1071240000000000.00
20190826	073300	1112	-2	-2	-2	-2	9	-2.00	1.00	86149500000.00	1028840000000000.00
20190826	073400	1112	-2	-2	-2	-2	9	-2.00	1.00	64778900000.00	974248000000000.00
20190826	073500	1112	0.01	0.81	0.01	0.80	0	1.41	0.99	66724800000.00	982267000000000.00
20190826	073600	1112	0.01	0.81	0.01	0.80	0	1.41	0.99	78232000000.00	966359000000000.00
20190826	073700	1112	-2	-2	-2	-2	9	-2.00	1.00	65299800000.00	978241000000000.00
20190826	073800	1112	-2	-2	-2	-2	9	-2.00	1.00	63312800000.00	1032530000000000.00
20190826	073900	1112	-2	-2	-2	-2	9	-2.00	1.00	59147300000.00	1037700000000000.00
20190826	074000	1112	-2	-2	-2	-2	9	-2.00	1.00	64198300000.00	978241000000000.00
20190826	074100	1112	-2	-2	-2	-2	9	-2.00	1.00	68082700000.00	966359000000000.00
20190826	074200	1112	-2	-2	-2	-2	9	-2.00	1.00	62024200000.00	971365000000000.00
20190826	074300	1112	-2	-2	-2	-2	9	-2.00	1.00	62202300000.00	985863000000000.00
20190826	074400	1112	-2	-2	-2	-2	9	-2.00	1.00	70955800000.00	1024520000000000.00
20190826	074500	1112	-2	-2	-2	-2	9	-2.00	1.00	69844600000.00	1020050000000000.00
20190826	074600	1112	-2	-2	-2	-2	9	-2.00	1.00	73388500000.00	1098960000000000.00
20190826	074700	1112	-2	-2	-2	-2	9	-2.00	1.00	67291900000.00	1080050000000000.00
20190826	074800	1112	-2	-2	-2	-2	9	-2.00	1.00	72738200000.00	1110190000000000.00
20190826	074900	1112	-2	-2	-2	-2	9	-2.00	1.00	73489200000.00	1094330000000000.00
20190826	075000	1112	-2	-2	-2	-2	9	-2.00	1.00	71974100000.00	1059670000000000.00
20190826	075100	1112	-2	-2	-2	-2	9	-2.00	1.00	69875300000.00	936042000000000.00
20190826	075200	1112	-2	-2	-2	-2	9	-2.00	1.00	68863400000.00	986326000000000.00
20190826	075300	1112	-2	-2	-2	-2	9	-2.00	1.00	63601800000.00	933673000000000.00
20190826	075400	1112	-2	-2	-2	-2	9	-2.00	1.00	63359400000.00	975780000000000.00
20190826	075500	1112	-2	-2	-2	-2	9	-2.00	1.00	58082900000.00	959463000000000.00
20190826	075600	1112	-2	-2	-2	-2	9	-2.00	1.00	65185700000.00	1059670000000000.00
20190826	075700	1112	-2	-2	-2	-2	9	-2.00	1.00	65467700000.00	1080050000000000.00
20190826	075800	1112	-2	-2	-2	-2	9	-2.00	1.00	68762400000.00	1023550000000000.00
20190826	075900	1112	-2	-2	-2	-2	9	-2.00	1.00	57479200000.00	989580000000000.00
20190826	080000	1112	-2	-2	-2	-2	9	-2.00	1.00	67667800000.00	1080050000000000.00
20190826	080100	1112	-2	-2	-2	-2	9	-2.00	1.00	76307600000.00	1028220000000000.00
