%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190826	080200	1112	-2	-2	-2	-2	9	-2.00	1.00	72073700000.00	1036230000000000.00
20190826	080300	1112	-2	-2	-2	-2	9	-2.00	1.00	68062000000.00	1022650000000000.00
20190826	080400	1112	-2	-2	-2	-2	9	-2.00	1.00	60536100000.00	1029970000000000.00
20190826	080500	1112	-2	-2	-2	-2	9	-2.00	1.00	64992200000.00	1088550000000000.00
20190826	080600	1112	-2	-2	-2	-2	9	-2.00	1.00	64062200000.00	1058450000000000.00
20190826	080700	1112	-2	-2	-2	-2	9	-2.00	1.00	62803000000.00	1036230000000000.00
20190826	080800	1112	-2	-2	-2	-2	9	-2.00	1.00	51859300000.00	1011400000000000.00
20190826	080900	1112	-2	-2	-2	-2	9	-2.00	1.00	48341200000.00	1021650000000000.00
20190826	081000	1112	-2	-2	-2	-2	9	-2.00	1.00	55679800000.00	936042000000000.00
20190826	081100	1112	-2	-2	-2	-2	9	-2.00	1.00	63295800000.00	1035100000000000.00
20190826	081200	1112	-2	-2	-2	-2	9	-2.00	1.00	47474800000.00	1042320000000000.00
20190826	081300	1112	-2	-2	-2	-2	9	-2.00	1.00	63971600000.00	967716000000000.00
20190826	081400	1112	0.00	0.46	0.01	0.45	0	1.06	0.99	64581500000.00	889824000000000.00
20190826	081500	1112	0.01	0.47	0.01	0.46	0	1.07	0.99	52542200000.00	900720000000000.00
20190826	081600	1112	0.01	0.45	0.01	0.44	0	1.05	0.99	46858700000.00	882706000000000.00
20190826	081700	1112	-2	-2	-2	-2	9	-2.00	1.00	52679700000.00	931779000000000.00
20190826	081800	1112	0.01	0.44	0.01	0.43	0	1.05	0.92	38346400000.00	883059000000000.00
20190826	081900	1112	0.01	0.42	0.01	0.41	0	1.05	0.92	44403100000.00	939139000000000.00
20190826	082000	1112	0.02	0.41	0.01	0.40	0	1.05	0.92	34944800000.00	777092000000000.00
20190826	082100	1112	0.02	0.39	0.01	0.38	0	1.05	0.92	57682200000.00	873543000000000.00
20190826	082200	1112	0.02	0.39	0.01	0.38	0	1.04	0.97	47930200000.00	782405000000000.00
20190826	082300	1112	0.02	0.35	0.01	0.34	0	1.03	0.93	51121000000.00	854131000000000.00
20190826	082400	1112	-2	-2	-2	-2	9	-2.00	1.00	46292000000.00	822234000000000.00
20190826	082500	1112	0.02	0.41	0.01	0.40	0	1.05	0.98	49173800000.00	802261000000000.00
