%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190903	000000	1112	-2	-2	-2	-2	9	-2.00	1.00	164094000000.00	1571840000000000.00
20190903	003000	1112	0.05	0.15	0.00	0.15	3	1.02	0.96	52053000000.00	1147980000000000.00
20190903	010000	1112	0.00	0.14	0.00	0.14	1	1.06	0.96	104173000000.00	1271600000000000.00
20190903	013000	1112	0.01	0.28	0.00	0.28	5	1.04	0.96	201209000000.00	1748460000000000.00
20190903	020000	1112	0.03	0.70	0.00	0.70	3	1.11	0.96	92886000000.00	1271600000000000.00
20190903	023000	1112	0.01	0.01	0.00	0.01	3	0.95	0.96	103514000000.00	1271600000000000.00
20190903	030000	1112	0.02	0.04	0.00	0.04	3	0.98	0.98	208372000000.00	1006690000000000.00
20190903	033000	1112	0.01	0.80	0.00	0.80	3	1.08	0.96	112417000000.00	1165640000000000.00
20190903	040000	1112	0.01	0.20	0.00	0.20	3	1.05	0.97	129770000000.00	1094990000000000.00
20190903	043000	1112	0.03	0.22	0.00	0.22	3	1.05	0.98	216703000000.00	1006690000000000.00
20190903	050000	1112	0.04	0.19	0.00	0.19	3	1.01	0.98	162482000000.00	936042000000000.00
20190903	053000	1112	-2	-2	-2	-2	9	-2.00	1.00	170963000000.00	830075000000000.00
20190903	060000	1112	-2	-2	-2	-2	9	-2.00	1.00	184716000000.00	794753000000000.00
20190903	063000	1112	-2	-2	-2	-2	9	-2.00	1.00	196498000000.00	847736000000000.00
20190903	070000	1112	-2	-2	-2	-2	9	-2.00	1.00	197039000000.00	893119000000000.00
20190903	073000	1112	0.03	0.21	0.00	0.21	0	1.03	0.88	223345000000.00	900720000000000.00
20190903	080000	1112	0.14	0.26	0.01	0.25	0	1.02	0.86	184299000000.00	936042000000000.00
20190903	083000	1112	0.12	0.24	0.00	0.24	0	1.02	0.99	219514000000.00	989026000000000.00
20190903	090000	1112	0.08	0.17	0.01	0.16	3	1.02	0.95	170412000000.00	1165640000000000.00
20190903	093000	1112	0.09	0.51	0.03	0.48	5	1.04	0.56	332034000000.00	1607170000000000.00
20190903	100000	1112	0.11	0.46	0.05	0.41	5	0.95	0.52	356235000000.00	2207650000000000.00
20190903	103000	1112	0.12	0.55	0.04	0.51	5	0.97	0.78	327003000000.00	1995710000000000.00
20190903	110000	1112	0.14	0.47	0.07	0.40	8	1.02	0.57	247737000000.00	1677810000000000.00
20190903	113000	1112	0.03	0.29	0.02	0.27	8	0.97	0.61	463189000000.00	1942730000000000.00
20190903	230000	1112	-2	-2	-2	-2	9	-2.00	1.00	490016000000.00	2154660000000000.00
20190903	233000	1112	-2	-2	-2	-2	9	-2.00	1.00	614827000000.00	2366600000000000.00
