%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190909	000000	1112	0.03	0.37	0.01	0.36	0	1.02	0.92	17459700000.00	1083410000000000.00
20190909	003000	1112	0.02	0.30	0.00	0.30	0	1.02	0.94	61267300000.00	1141180000000000.00
20190909	010000	1112	0.02	0.30	0.00	0.30	0	1.02	0.85	1.40	11.60
20190909	013000	1112	0.08	0.33	0.02	0.31	0	1.02	0.77	8176940000.00	1366020000000000.00
20190909	020000	1112	0.04	0.26	0.01	0.25	0	1.01	0.83	160893000000.00	982267000000000.00
20190909	023000	1112	0.02	0.19	0.01	0.18	0	1.00	0.84	32033600000.00	1009430000000000.00
20190909	030000	1112	0.01	0.12	0.00	0.12	0	1.01	0.82	135260000000.00	1033290000000000.00
20190909	033000	1112	0.06	0.19	0.02	0.17	0	1.01	0.73	21665200000.00	975780000000000.00
20190909	040000	1112	0.04	0.11	0.01	0.10	3	1.01	0.80	207244000000.00	989026000000000.00
20190909	043000	1112	-2	-2	-2	-2	9	-2.00	1.00	203047000000.00	865398000000000.00
20190909	050000	1112	-2	-2	-2	-2	9	-2.00	1.00	281052000000.00	989026000000000.00
20190909	053000	1112	-2	-2	-2	-2	9	-2.00	1.00	229020000000.00	847736000000000.00
20190909	060000	1112	-2	-2	-2	-2	9	-2.00	1.00	150819000000.00	936042000000000.00
20190909	063000	1112	-2	-2	-2	-2	9	-2.00	1.00	214679000000.00	900720000000000.00
20190909	070000	1112	-2	-2	-2	-2	9	-2.00	1.00	87341100000.00	948126000000000.00
20190909	073000	1112	0.05	0.19	0.01	0.18	0	1.01	0.79	40641700000.00	1325730000000000.00
20190909	080000	1112	0.02	0.19	0.00	0.19	0	1.02	0.73	183500000000.00	970288000000000.00
20190909	083000	1112	-2	-2	-2	-2	9	-2.00	1.00	34186100000.00	888603000000000.00
20190909	090000	1112	-2	-2	-2	-2	9	-2.00	1.00	204543000000.00	904489000000000.00
20190909	093000	1112	-2	-2	-2	-2	9	-2.00	1.00	124876000000.00	1022650000000000.00
20190909	100000	1112	-2	-2	-2	-2	9	-2.00	1.00	269915000000.00	1061820000000000.00
20190909	103000	1112	-2	-2	-2	-2	9	-2.00	1.00	308400000000.00	1271600000000000.00
20190909	110000	1112	-2	-2	-2	-2	9	-2.00	1.00	428581000000.00	1695470000000000.00
20190909	113000	1112	-2	-2	-2	-2	9	-2.00	1.00	489645000000.00	1978050000000000.00
20190909	230000	1112	-2	-2	-2	-2	9	-2.00	1.00	313706000000.00	1995270000000000.00
20190909	233000	1112	-2	-2	-2	-2	9	-2.00	1.00	1.30	4.45
