%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190902	070000	1112	0.02	0.53	0.00	0.53	3	0.99	0.97	231363000000.00	1536520000000000.00
20190902	073000	1112	0.01	0.48	0.00	0.48	3	1.02	0.98	263442000000.00	1359910000000000.00
20190902	080000	1112	0.00	0.50	0.00	0.50	3	1.05	0.95	255718000000.00	1359910000000000.00
20190902	080600	1112	0.00	0.52	0.00	0.52	3	1.09	0.98	214355000000.00	1289270000000000.00
20190902	080800	1112	0.00	0.53	0.00	0.53	3	1.08	0.96	240657000000.00	1342250000000000.00
20190902	081200	1112	0.00	0.54	0.00	0.54	3	1.05	0.97	204113000000.00	1448220000000000.00
20190902	081400	1112	0.00	0.52	0.00	0.52	3	1.05	0.98	215910000000.00	1359910000000000.00
20190902	081600	1112	0.00	0.52	0.00	0.52	3	1.04	0.96	199922000000.00	1324590000000000.00
20190902	081800	1112	0.00	0.52	0.00	0.52	3	1.04	0.95	201219000000.00	1342250000000000.00
20190902	083000	1112	0.04	0.46	0.00	0.46	3	0.96	0.96	205349000000.00	1942730000000000.00
20190902	090000	1112	0.05	0.60	0.02	0.58	3	1.04	0.86	266645000000.00	1819100000000000.00
20190902	093000	1112	0.08	0.58	0.02	0.56	3	1.05	0.79	278385000000.00	1960390000000000.00
20190902	100000	1112	0.18	0.55	0.08	0.47	5	1.04	0.75	274255000000.00	2013370000000000.00
20190902	103000	1112	0.24	0.61	0.12	0.49	3	1.02	0.64	333950000000.00	2260630000000000.00
20190902	110000	1112	-2	-2	-2	-2	9	-2.00	1.00	294276000000.00	1276610000000000.00
20190902	113000	1112	-2	-2	-2	-2	9	-2.00	1.00	527893000000.00	2031040000000000.00
20190902	230000	1112	-2	-2	-2	-2	9	-2.00	1.00	280861000000.00	1751400000000000.00
20190902	233000	1112	-2	-2	-2	-2	9	-2.00	1.00	263138000000.00	1971530000000000.00
