%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190907	000000	1112	-2	-2	-2	-2	9	-2.00	1.00	167487000000.00	1660150000000000.00
20190907	003000	1112	0.02	0.19	0.00	0.19	3	1.11	0.95	159007000000.00	1713130000000000.00
20190907	010000	1112	0.01	0.32	0.00	0.32	1	1.02	0.98	105537000000.00	1359910000000000.00
20190907	013000	1112	0.02	0.51	0.00	0.51	3	1.03	0.96	122798000000.00	1412890000000000.00
20190907	020000	1112	0.00	0.21	0.00	0.21	3	1.02	0.97	178223000000.00	1607170000000000.00
20190907	023000	1112	0.00	0.30	0.00	0.30	3	1.02	0.96	111238000000.00	1342250000000000.00
20190907	030000	1112	0.02	0.50	0.00	0.50	5	1.09	0.94	190808000000.00	1748460000000000.00
20190907	033000	1112	0.01	0.37	0.00	0.37	3	1.10	0.96	196081000000.00	1695470000000000.00
20190907	040000	1112	0.03	0.38	0.00	0.38	3	1.01	0.96	130578000000.00	1730800000000000.00
20190907	043000	1112	0.05	0.49	0.00	0.49	3	1.05	0.96	231754000000.00	1465880000000000.00
20190907	050000	1112	0.12	0.65	0.00	0.65	3	1.08	0.96	169398000000.00	936042000000000.00
20190907	053000	1112	-2	-2	-2	-2	9	-2.00	1.00	125949000000.00	918381000000000.00
20190907	060000	1112	-2	-2	-2	-2	9	-2.00	1.00	122782000000.00	847736000000000.00
20190907	063000	1112	0.26	0.14	0.00	0.14	3	1.00	0.93	166586000000.00	830075000000000.00
20190907	070000	1112	0.39	0.29	0.02	0.27	3	1.02	0.96	195061000000.00	936042000000000.00
20190907	073000	1112	0.40	0.22	0.02	0.20	5	1.01	0.92	187039000000.00	847736000000000.00
20190907	080000	1112	-2	-2	-2	-2	9	-2.00	1.00	204886000000.00	971365000000000.00
20190907	083000	1112	-2	-2	-2	-2	9	-2.00	1.00	162920000000.00	777092000000000.00
20190907	090000	1112	-2	-2	-2	-2	9	-2.00	1.00	205818000000.00	989026000000000.00
20190907	093000	1112	-2	-2	-2	-2	9	-2.00	1.00	258987000000.00	1108030000000000.00
20190907	100000	1112	-2	-2	-2	-2	9	-2.00	1.00	198111000000.00	940511000000000.00
20190907	103000	1112	-2	-2	-2	-2	9	-2.00	1.00	280002000000.00	1184210000000000.00
20190907	110000	1112	0.01	0.32	0.00	0.32	8	1.03	0.99	245219000000.00	1147980000000000.00
20190907	113000	1112	-2	-2	-2	-2	9	-2.00	1.00	383119000000.00	2031040000000000.00
20190907	233000	1112	-2	-2	-2	-2	9	-2.00	1.00	428478000000.00	1995710000000000.00
20190907	230000	1112	0.12	0.24	0.00	0.24	8	1.03	0.85	324480000000.00	1889750000000000.00
