%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190915	003000	1112	0.16	0.86	0.00	0.86	5	1.07	0.87	311335000000.00	1907410000000000.00
20190915	010000	1112	0.18	0.78	0.00	0.78	5	1.28	0.97	160520000000.00	1024350000000000.00
20190915	013000	1112	0.15	0.24	0.00	0.24	5	1.04	0.96	192857000000.00	865398000000000.00
20190915	020000	1112	0.16	0.16	0.00	0.16	0	1.02	0.99	190720000000.00	865398000000000.00
20190915	023000	1112	-2	-2	-2	-2	9	-2.00	1.00	162045000000.00	936042000000000.00
20190915	030000	1112	0.06	0.34	0.00	0.34	3	1.06	0.96	149542000000.00	1412890000000000.00
20190915	033000	1112	0.04	0.54	0.00	0.54	3	1.09	0.91	47681400000.00	936042000000000.00
20190915	040000	1112	0.18	0.26	0.00	0.26	3	1.04	0.97	124332000000.00	847736000000000.00
20190915	043000	1112	-2	-2	-2	-2	9	-2.00	1.00	177410000000.00	936042000000000.00
20190915	050000	1112	-2	-2	-2	-2	9	-2.00	1.00	148981000000.00	812414000000000.00
20190915	053000	1112	-2	-2	-2	-2	9	-2.00	1.00	163553000000.00	936042000000000.00
20190915	060000	1112	-2	-2	-2	-2	9	-2.00	1.00	171921000000.00	812414000000000.00
20190915	063000	1112	-2	-2	-2	-2	9	-2.00	1.00	117291000000.00	875193000000000.00
20190915	070000	1112	-2	-2	-2	-2	9	-2.00	1.00	57173800000.00	931779000000000.00
20190915	073000	1112	-2	-2	-2	-2	9	-2.00	1.00	109341000000.00	955866000000000.00
20190915	080000	1112	-2	-2	-2	-2	9	-2.00	1.00	217872000000.00	989026000000000.00
20190915	083000	1112	-2	-2	-2	-2	9	-2.00	1.00	193109000000.00	936042000000000.00
20190915	090000	1112	0.15	0.18	0.01	0.17	0	1.02	0.93	158661000000.00	962463000000000.00
20190915	233000	1112	-2	-2	-2	-2	9	-2.00	1.00	551930000000.00	2207650000000000.00
20190915	043000	1112	-2	-2	-2	-2	9	-2.00	1.00	177410000000.00	936042000000000.00		0	0	11	12	0	37.19	102.86	0.8	0.5	5	0.1	2.5	2.5	0.9	0.99	0.5	0.1	0.9	15	0	0.12	79.5	0.965	1	0	1	1	1	0	0	0
