%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190901	000000	1112	-2	-2	-2	-2	9	-2.00	1.00	165010000000.00	1766120000000000.00
20190901	003000	1112	0.01	0.00	0.00	0.00	5	0.92	0.98	162925000000.00	1766120000000000.00
20190901	010000	1112	0.00	0.00	0.00	0.00	1	0.91	0.96	198892000000.00	1783780000000000.00
20190901	013000	1112	0.00	0.00	0.00	0.00	3	0.93	0.96	226909000000.00	1872080000000000.00
20190901	020000	1112	0.00	0.00	0.00	0.00	3	0.94	0.98	236162000000.00	2013370000000000.00
20190901	023000	1112	0.00	0.01	0.00	0.01	3	0.94	0.98	222151000000.00	2119340000000000.00
20190901	030000	1112	0.00	0.01	0.00	0.01	3	0.93	0.96	242753000000.00	2119340000000000.00
20190901	033000	1112	0.00	0.03	0.00	0.03	3	0.93	0.98	220215000000.00	2066360000000000.00
20190901	040000	1112	0.00	0.02	0.00	0.02	3	0.96	0.96	149475000000.00	1942730000000000.00
20190901	043000	1112	0.00	0.16	0.00	0.16	3	1.01	0.95	218387000000.00	2119340000000000.00
20190901	050000	1112	0.01	0.23	0.00	0.23	3	0.98	0.98	243123000000.00	2048700000000000.00
20190901	053000	1112	0.03	0.20	0.00	0.20	3	1.03	0.96	308400000000.00	1960390000000000.00
20190901	060000	1112	0.02	0.32	0.00	0.32	3	1.04	0.98	313111000000.00	1642490000000000.00
20190901	063000	1112	0.02	0.23	0.00	0.23	3	1.01	0.96	250523000000.00	1801440000000000.00
20190901	070000	1112	0.05	0.47	0.00	0.47	3	1.07	0.96	262258000000.00	1589510000000000.00
20190901	073000	1112	0.06	0.56	0.00	0.56	3	1.07	0.96	257819000000.00	1430560000000000.00
20190901	080000	1112	0.11	0.52	0.01	0.51	1	1.04	0.95	170160000000.00	1130320000000000.00
20190901	083000	1112	0.10	0.32	0.01	0.31	5	1.03	0.86	193037000000.00	1271600000000000.00
20190901	090000	1112	0.18	0.63	0.02	0.61	3	1.08	0.96	70780600000.00	865398000000000.00
20190901	093000	1112	0.20	0.73	0.03	0.70	3	1.09	0.82	87118900000.00	883059000000000.00
20190901	100000	1112	0.23	0.73	0.05	0.68	0	1.09	0.80	217702000000.00	989026000000000.00
20190901	103000	1112	0.06	0.65	0.12	0.53	0	1.06	0.66	298863000000.00	2013370000000000.00
20190901	113000	1112	0.02	0.13	0.00	0.13	8	0.89	0.81	664470000000.00	2454900000000000.00
