%[yyyymmdd]	[HHMMSS]	 Relative Cloudiness
%date	time	Ext	BRBG	CDOC	thick	thin	sun	hcf	BRmin	BRmid	Brmax
20190831	000000	1112	-2	-2	-2	-2	9	-2.00	1.00	169609000000.00	1730800000000000.00
20190831	003000	1112	0.01	0.02	0.00	0.02	5	0.88	0.96	205663000000.00	1872080000000000.00
20190831	010000	1112	0.00	0.00	0.00	0.00	1	1.00	0.98	221239000000.00	1995710000000000.00
20190831	013000	1112	0.00	0.00	0.00	0.00	3	0.89	0.97	249689000000.00	2119340000000000.00
20190831	020000	1112	0.00	0.00	0.00	0.00	3	0.90	0.96	239519000000.00	2101680000000000.00
20190831	023000	1112	0.00	0.00	0.00	0.00	3	0.91	0.98	253916000000.00	2137000000000000.00
20190831	033000	1112	0.01	0.10	0.00	0.10	3	0.93	0.96	319017000000.00	2189990000000000.00
20190831	040000	1112	0.01	0.26	0.00	0.26	3	0.98	0.97	336174000000.00	2207650000000000.00
20190831	043000	1112	0.01	0.37	0.00	0.37	3	0.96	0.99	251687000000.00	2260630000000000.00
20190831	050000	1112	0.01	0.42	0.00	0.42	3	0.91	0.96	232938000000.00	2031040000000000.00
20190831	053000	1112	0.05	0.67	0.00	0.67	3	0.98	0.98	262170000000.00	2207650000000000.00
20190831	060000	1112	0.05	0.74	0.00	0.74	3	1.05	0.97	199335000000.00	1165640000000000.00
20190831	063000	1112	-2	-2	-2	-2	9	-2.00	1.00	249761000000.00	1324590000000000.00
20190831	070000	1112	0.02	0.51	0.00	0.51	3	1.06	0.96	158260000000.00	1571840000000000.00
20190831	073000	1112	0.02	0.48	0.00	0.48	3	0.95	0.93	276258000000.00	2454900000000000.00
20190831	080000	1112	-2	-2	-2	-2	9	-2.00	1.00	177822000000.00	918381000000000.00
20190831	083000	1112	0.03	0.27	0.01	0.26	3	1.05	0.98	232830000000.00	1448220000000000.00
20190831	090000	1112	-2	-2	-2	-2	9	-2.00	1.00	248154000000.00	1236280000000000.00
20190831	093000	1112	-2	-2	-2	-2	9	-2.00	1.00	297494000000.00	1271600000000000.00
20190831	100000	1112	0.13	0.51	0.06	0.45	5	0.93	0.82	482771000000.00	2578530000000000.00
20190831	103000	1112	0.03	0.30	0.01	0.29	5	0.95	0.85	292556000000.00	2295950000000000.00
20190831	110000	1112	0.04	0.30	0.02	0.28	8	0.95	0.57	347096000000.00	2242970000000000.00
20190831	113000	1112	0.03	0.24	0.02	0.22	8	0.97	0.60	483363000000.00	2578530000000000.00
