,Unnamed: 0,stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,lowCloudiness.1,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,time,year,month,day,hour
188,188,52674.0,101.96,38.23,1977.0,16.0,7.0,90.0,3.0,9999.0,-22.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-19.2,30.0,0.0,7.4,9999.0,9999.0,1.0,2.0,-3.0,-1.0,2018-02-26 14:00,2018.0,2.0,26.0,14.0
189,189,52674.0,101.96,38.23,1977.0,16.0,7.0,90.0,4.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-20.1,30.0,0.0,6.3,9999.0,9999.0,1.0,2.0,-2.0,-2.0,2018-02-26 17:00,2018.0,2.0,26.0,17.0
190,190,52674.0,101.96,38.23,1977.0,16.0,7.0,180.0,3.0,9999.0,15.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-16.5,30.0,0.0,-0.2,9999.0,9999.0,1.0,2.0,-1.0,-3.0,2018-02-26 20:00,2018.0,2.0,26.0,20.0
191,191,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,5.0,9999.0,4.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-16.6,30.0,0.0,-0.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-02-26 23:00,2018.0,2.0,26.0,23.0
192,192,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,4.0,9999.0,-14.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-16.3,30.0,0.0,0.0,9999.0,9999.0,1.0,2.0,5.0,-4.0,2018-02-27 02:00,2018.0,2.0,27.0,2.0
193,193,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,6.0,9999.0,-10.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-16.3,30.0,0.0,-1.9,9999.0,9999.0,1.0,2.0,6.0,-4.0,2018-02-27 05:00,2018.0,2.0,27.0,5.0
194,194,52674.0,101.96,38.23,1977.0,16.0,7.0,290.0,4.0,9999.0,15.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-11.7,30.0,0.0,-0.8,9999.0,9999.0,1.0,2.0,7.0,-2.0,2018-02-27 08:00,2018.0,2.0,27.0,8.0
195,195,52674.0,101.96,38.23,1977.0,16.0,7.0,270.0,5.0,9999.0,5.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-10.4,30.0,0.0,3.2,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-02-27 11:00,2018.0,2.0,27.0,11.0
196,196,52674.0,101.96,38.23,1977.0,16.0,7.0,290.0,7.0,9999.0,-15.0,0.0,0.0,0.0,9999.0,7.0,600.0,-12.0,30.0,0.0,6.6,9999.0,9999.0,1.0,2.0,-1.0,-1.0,2018-02-27 14:00,2018.0,2.0,27.0,14.0
197,197,52674.0,101.96,38.23,1977.0,16.0,7.0,320.0,8.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,7.0,600.0,-14.5,30.0,0.0,6.9,9999.0,9999.0,1.0,2.0,1.0,-1.0,2018-02-27 17:00,2018.0,2.0,27.0,17.0
198,198,52674.0,101.96,38.23,1977.0,16.0,7.0,250.0,5.0,9999.0,12.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-12.4,30.0,0.0,2.6,9999.0,9999.0,1.0,2.0,3.0,-1.0,2018-02-27 20:00,2018.0,2.0,27.0,20.0
199,199,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,6.0,9999.0,2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-12.2,30.0,0.0,-1.3,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-02-27 23:00,2018.0,2.0,27.0,23.0
200,200,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,6.0,9999.0,-9.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-12.3,30.0,0.0,-3.7,9999.0,9999.0,1.0,2.0,-4.0,-1.0,2018-02-28 02:00,2018.0,2.0,28.0,2.0
201,201,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,5.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.6,30.0,0.0,-3.1,9999.0,9999.0,1.0,2.0,-1.0,-1.0,2018-02-28 05:00,2018.0,2.0,28.0,5.0
202,202,52674.0,101.96,38.23,1977.0,16.0,7.0,250.0,4.0,9999.0,4.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-15.9,30.0,0.0,-5.1,9999.0,9999.0,1.0,2.0,-4.0,-2.0,2018-02-28 08:00,2018.0,2.0,28.0,8.0
203,203,52674.0,101.96,38.23,1977.0,16.0,7.0,110.0,3.0,9999.0,11.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-14.6,30.0,0.0,6.0,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-02-28 11:00,2018.0,2.0,28.0,11.0
204,204,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,6.0,9999.0,-12.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-14.1,30.0,0.0,8.1,9999.0,9999.0,1.0,2.0,2.0,-1.0,2018-02-28 14:00,2018.0,2.0,28.0,14.0
205,205,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,4.0,9999.0,3.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-13.6,30.0,0.0,5.9,9999.0,9999.0,1.0,2.0,-1.0,0.0,2018-02-28 17:00,2018.0,2.0,28.0,17.0
206,206,52674.0,101.96,38.23,1977.0,16.0,8.0,110.0,3.0,9999.0,15.0,0.0,0.0,0.0,9999.0,8.0,1500.0,-13.4,30.0,0.0,2.8,9999.0,9999.0,1.0,2.0,0.0,1.0,2018-02-28 20:00,2018.0,2.0,28.0,20.0
207,207,52674.0,101.96,38.23,1977.0,16.0,9.0,140.0,2.0,9999.0,1.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.8,30.0,0.0,1.0,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-02-28 23:00,2018.0,2.0,28.0,23.0
0,0,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,5.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.5,30.0,0.0,-1.4,9999.0,9999.0,1.0,2.0,2.0,1.0,2018-03-01 02:00,2018.0,3.0,1.0,2.0
1,1,52674.0,101.96,38.23,1977.0,16.0,9.0,290.0,2.0,9999.0,-1.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.5,30.0,0.0,-1.7,9999.0,9999.0,1.0,2.0,1.0,2.0,2018-03-01 05:00,2018.0,3.0,1.0,5.0
2,2,52674.0,101.96,38.23,1977.0,16.0,7.0,220.0,4.0,9999.0,2.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-13.2,30.0,0.0,-0.4,9999.0,9999.0,1.0,2.0,5.0,1.0,2018-03-01 08:00,2018.0,3.0,1.0,8.0
3,3,52674.0,101.96,38.23,1977.0,16.0,7.0,290.0,7.0,9999.0,2.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-10.0,30.0,0.0,5.3,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-01 11:00,2018.0,3.0,1.0,11.0
4,4,52674.0,101.96,38.23,1977.0,16.0,7.0,270.0,6.0,9999.0,-21.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-11.1,30.0,0.0,8.8,9999.0,9999.0,1.0,2.0,1.0,-1.0,2018-03-01 14:00,2018.0,3.0,1.0,14.0
5,5,52674.0,101.96,38.23,1977.0,16.0,7.0,360.0,5.0,9999.0,-7.0,0.0,0.0,0.0,9999.0,7.0,600.0,-12.2,30.0,0.0,7.5,9999.0,9999.0,1.0,2.0,2.0,-2.0,2018-03-01 17:00,2018.0,3.0,1.0,17.0
6,6,52674.0,101.96,38.23,1977.0,16.0,0.0,320.0,2.0,9999.0,7.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-12.3,30.0,0.0,3.6,9999.0,9999.0,1.0,2.0,1.0,-2.0,2018-03-01 20:00,2018.0,3.0,1.0,20.0
7,7,52674.0,101.96,38.23,1977.0,16.0,9.0,180.0,2.0,9999.0,-2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-10.8,30.0,0.0,-1.8,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-01 23:00,2018.0,3.0,1.0,23.0
8,8,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,2.0,9999.0,-26.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-11.1,30.0,0.0,-4.1,9999.0,9999.0,1.0,2.0,-3.0,-5.0,2018-03-02 02:00,2018.0,3.0,2.0,2.0
9,9,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,5.0,9999.0,-9.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-11.5,30.0,0.0,-3.9,9999.0,9999.0,1.0,2.0,-2.0,-5.0,2018-03-02 05:00,2018.0,3.0,2.0,5.0
10,10,52674.0,101.96,38.23,1977.0,16.0,0.0,220.0,6.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-12.1,30.0,0.0,-3.2,9999.0,9999.0,1.0,2.0,-3.0,-6.0,2018-03-02 08:00,2018.0,3.0,2.0,8.0
11,11,52674.0,101.96,38.23,1977.0,16.0,0.0,140.0,1.0,9999.0,-3.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-12.3,30.0,0.0,8.1,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-02 11:00,2018.0,3.0,2.0,11.0
12,12,52674.0,101.96,38.23,1977.0,16.0,2.0,90.0,4.0,9999.0,-24.0,0.0,0.0,0.0,9999.0,2.0,2500.0,-13.7,30.0,0.0,11.1,9999.0,9999.0,1.0,2.0,2.0,-7.0,2018-03-02 14:00,2018.0,3.0,2.0,14.0
13,13,52674.0,101.96,38.23,1977.0,16.0,7.0,110.0,4.0,9999.0,-4.0,0.0,0.0,0.0,9999.0,7.0,600.0,-13.7,30.0,0.0,10.2,9999.0,9999.0,1.0,2.0,3.0,-7.0,2018-03-02 17:00,2018.0,3.0,2.0,17.0
14,14,52674.0,101.96,38.23,1977.0,16.0,7.0,160.0,4.0,9999.0,5.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-13.3,30.0,0.0,6.2,9999.0,9999.0,1.0,2.0,3.0,-7.0,2018-03-02 20:00,2018.0,3.0,2.0,20.0
15,15,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,3.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.6,30.0,0.0,1.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-02 23:00,2018.0,3.0,2.0,23.0
16,16,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,5.0,9999.0,-12.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-12.3,30.0,0.0,-0.1,9999.0,9999.0,1.0,2.0,4.0,-6.0,2018-03-03 02:00,2018.0,3.0,3.0,2.0
17,17,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,4.0,9999.0,1.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.8,30.0,0.0,-0.3,9999.0,9999.0,1.0,2.0,4.0,-5.0,2018-03-03 05:00,2018.0,3.0,3.0,5.0
18,18,52674.0,101.96,38.23,1977.0,16.0,7.0,290.0,9.0,9999.0,42.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-10.9,30.0,0.0,0.4,9999.0,9999.0,1.0,2.0,4.0,0.0,2018-03-03 08:00,2018.0,3.0,3.0,8.0
19,19,52674.0,101.96,38.23,1977.0,16.0,7.0,340.0,4.0,9999.0,29.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-9.5,30.0,0.0,3.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-03 11:00,2018.0,3.0,3.0,11.0
20,20,52674.0,101.96,38.23,1977.0,16.0,7.0,20.0,3.0,9999.0,-9.0,0.0,0.0,0.0,9999.0,7.0,600.0,-10.5,30.0,0.0,5.7,9999.0,9999.0,1.0,2.0,-5.0,5.0,2018-03-03 14:00,2018.0,3.0,3.0,14.0
21,21,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,6.0,9999.0,11.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-10.7,30.0,0.0,4.1,9999.0,9999.0,1.0,2.0,-6.0,6.0,2018-03-03 17:00,2018.0,3.0,3.0,17.0
22,22,52674.0,101.96,38.23,1977.0,16.0,8.0,110.0,3.0,9999.0,23.0,0.0,0.0,0.0,9999.0,8.0,1500.0,-11.3,30.0,0.0,1.4,9999.0,9999.0,1.0,2.0,-5.0,8.0,2018-03-03 20:00,2018.0,3.0,3.0,20.0
23,23,52674.0,101.96,38.23,1977.0,16.0,9.0,110.0,2.0,9999.0,12.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-12.2,30.0,0.0,0.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-03 23:00,2018.0,3.0,3.0,23.0
24,24,52674.0,101.96,38.23,1977.0,16.0,9.0,160.0,3.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-12.7,30.0,0.0,-2.8,9999.0,9999.0,1.0,2.0,-3.0,10.0,2018-03-04 02:00,2018.0,3.0,4.0,2.0
25,25,52674.0,101.96,38.23,1977.0,16.0,9.0,110.0,3.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-11.7,30.0,0.0,-1.7,9999.0,9999.0,1.0,2.0,-1.0,10.0,2018-03-04 05:00,2018.0,3.0,4.0,5.0
26,26,52674.0,101.96,38.23,1977.0,16.0,7.0,140.0,2.0,9999.0,14.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-12.5,30.0,0.0,-4.7,9999.0,9999.0,1.0,2.0,-5.0,7.0,2018-03-04 08:00,2018.0,3.0,4.0,8.0
27,27,52674.0,101.96,38.23,1977.0,16.0,7.0,90.0,6.0,9999.0,10.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-12.8,30.0,0.0,1.3,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-04 11:00,2018.0,3.0,4.0,11.0
28,28,52674.0,101.96,38.23,1977.0,16.0,7.0,90.0,4.0,9999.0,-7.0,0.0,0.0,0.0,9999.0,7.0,600.0,-12.4,30.0,0.0,4.5,9999.0,9999.0,1.0,2.0,-1.0,5.0,2018-03-04 14:00,2018.0,3.0,4.0,14.0
29,29,52674.0,101.96,38.23,1977.0,16.0,7.0,110.0,5.0,9999.0,4.0,0.0,0.0,0.0,9999.0,7.0,600.0,-12.9,30.0,0.0,4.4,9999.0,9999.0,1.0,2.0,0.0,4.0,2018-03-04 17:00,2018.0,3.0,4.0,17.0
30,30,52674.0,101.96,38.23,1977.0,16.0,7.0,110.0,3.0,9999.0,13.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-14.4,30.0,0.0,0.7,9999.0,9999.0,1.0,2.0,-1.0,3.0,2018-03-04 20:00,2018.0,3.0,4.0,20.0
31,31,52674.0,101.96,38.23,1977.0,16.0,9.0,160.0,3.0,9999.0,2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-14.3,30.0,0.0,-1.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-04 23:00,2018.0,3.0,4.0,23.0
32,32,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,3.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.0,30.0,0.0,-1.2,9999.0,9999.0,1.0,2.0,2.0,2.0,2018-03-05 02:00,2018.0,3.0,5.0,2.0
33,33,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,2.0,9999.0,-1.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-13.7,30.0,0.0,-3.3,9999.0,9999.0,1.0,2.0,-2.0,3.0,2018-03-05 05:00,2018.0,3.0,5.0,5.0
34,34,52674.0,101.96,38.23,1977.0,16.0,7.0,270.0,1.0,9999.0,9.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-11.8,30.0,0.0,-1.2,9999.0,9999.0,1.0,2.0,4.0,2.0,2018-03-05 08:00,2018.0,3.0,5.0,8.0
35,35,52674.0,101.96,38.23,1977.0,16.0,7.0,40.0,2.0,9999.0,4.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-11.0,30.0,0.0,4.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-05 11:00,2018.0,3.0,5.0,11.0
36,36,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,6.0,9999.0,-15.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-11.7,30.0,0.0,5.8,9999.0,9999.0,1.0,2.0,1.0,1.0,2018-03-05 14:00,2018.0,3.0,5.0,14.0
37,37,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,6.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-10.7,30.0,0.0,5.0,9999.0,9999.0,1.0,2.0,1.0,0.0,2018-03-05 17:00,2018.0,3.0,5.0,17.0
38,38,52674.0,101.96,38.23,1977.0,16.0,7.0,160.0,2.0,9999.0,15.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-13.3,30.0,0.0,-0.1,9999.0,9999.0,1.0,2.0,-1.0,0.0,2018-03-05 20:00,2018.0,3.0,5.0,20.0
39,39,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,4.0,9999.0,12.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-12.2,30.0,0.0,-1.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-05 23:00,2018.0,3.0,5.0,23.0
40,40,52674.0,101.96,38.23,1977.0,16.0,9.0,290.0,3.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-11.5,30.0,0.0,-0.2,9999.0,9999.0,1.0,2.0,1.0,1.0,2018-03-06 02:00,2018.0,3.0,6.0,2.0
41,41,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,1.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-11.3,30.0,0.0,-1.8,9999.0,9999.0,1.0,2.0,2.0,1.0,2018-03-06 05:00,2018.0,3.0,6.0,5.0
42,42,52674.0,101.96,38.23,1977.0,16.0,7.0,320.0,2.0,9999.0,2.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-13.2,30.0,0.0,-1.7,9999.0,9999.0,1.0,2.0,-1.0,0.0,2018-03-06 08:00,2018.0,3.0,6.0,8.0
43,43,52674.0,101.96,38.23,1977.0,16.0,7.0,360.0,1.0,9999.0,9.0,0.0,0.0,0.0,9999.0,7.0,600.0,-12.0,30.0,0.0,5.5,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-06 11:00,2018.0,3.0,6.0,11.0
44,44,52674.0,101.96,38.23,1977.0,16.0,7.0,40.0,2.0,9999.0,-19.0,0.0,0.0,0.0,9999.0,7.0,600.0,-13.5,30.0,0.0,9.6,9999.0,9999.0,1.0,2.0,4.0,0.0,2018-03-06 14:00,2018.0,3.0,6.0,14.0
45,45,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,6.0,9999.0,2.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-12.0,30.0,0.0,7.2,9999.0,9999.0,1.0,2.0,2.0,1.0,2018-03-06 17:00,2018.0,3.0,6.0,17.0
46,46,52674.0,101.96,38.23,1977.0,16.0,7.0,220.0,4.0,9999.0,24.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-12.0,30.0,0.0,3.5,9999.0,9999.0,1.0,2.0,4.0,2.0,2018-03-06 20:00,2018.0,3.0,6.0,20.0
47,47,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,8.0,9999.0,28.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-3.8,25.0,0.0,0.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-06 23:00,2018.0,3.0,6.0,23.0
48,48,52674.0,101.96,38.23,1977.0,16.0,9.0,290.0,6.0,9999.0,6.0,0.0,0.0,0.1,9999.0,9999.0,9999.0,-7.6,30.0,0.0,0.1,9999.0,9999.0,1.0,2.0,0.0,5.0,2018-03-07 02:00,2018.0,3.0,7.0,2.0
49,49,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,5.0,9999.0,-1.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,-8.3,30.0,0.0,-3.7,9999.0,9999.0,1.0,2.0,-2.0,5.0,2018-03-07 05:00,2018.0,3.0,7.0,5.0
50,50,52674.0,101.96,38.23,1977.0,16.0,2.0,220.0,1.0,9999.0,10.0,0.0,0.0,0.0,9999.0,2.0,2500.0,-10.1,30.0,0.0,-6.0,9999.0,9999.0,1.0,2.0,-4.0,6.0,2018-03-07 08:00,2018.0,3.0,7.0,8.0
51,51,52674.0,101.96,38.23,1977.0,16.0,0.0,270.0,1.0,9999.0,6.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-9.3,30.0,0.0,1.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-07 11:00,2018.0,3.0,7.0,11.0
52,52,52674.0,101.96,38.23,1977.0,16.0,5.0,40.0,5.0,9999.0,-14.0,0.0,0.0,0.0,9999.0,5.0,600.0,-10.7,30.0,0.0,5.9,9999.0,9999.0,1.0,2.0,-4.0,6.0,2018-03-07 14:00,2018.0,3.0,7.0,14.0
53,53,52674.0,101.96,38.23,1977.0,16.0,3.0,40.0,6.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,3.0,600.0,-12.0,30.0,0.0,5.4,9999.0,9999.0,1.0,2.0,-2.0,5.0,2018-03-07 17:00,2018.0,3.0,7.0,17.0
54,54,52674.0,101.96,38.23,1977.0,16.0,7.0,160.0,3.0,9999.0,9.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-13.8,30.0,0.0,-0.7,9999.0,9999.0,1.0,2.0,-4.0,4.0,2018-03-07 20:00,2018.0,3.0,7.0,20.0
55,55,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,5.0,9999.0,-1.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-15.6,30.0,0.0,-3.7,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-07 23:00,2018.0,3.0,7.0,23.0
56,56,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,6.0,9999.0,-15.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-16.2,30.0,0.0,-3.0,9999.0,9999.0,1.0,2.0,-3.0,-1.0,2018-03-08 02:00,2018.0,3.0,8.0,2.0
57,57,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,2.0,9999.0,-14.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-20.9,30.0,0.0,-4.3,9999.0,9999.0,1.0,2.0,-1.0,-2.0,2018-03-08 05:00,2018.0,3.0,8.0,5.0
58,58,52674.0,101.96,38.23,1977.0,16.0,0.0,160.0,2.0,9999.0,7.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-20.6,30.0,0.0,-5.0,9999.0,9999.0,1.0,2.0,1.0,-3.0,2018-03-08 08:00,2018.0,3.0,8.0,8.0
59,59,52674.0,101.96,38.23,1977.0,16.0,0.0,90.0,2.0,9999.0,8.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-20.6,30.0,0.0,5.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-08 11:00,2018.0,3.0,8.0,11.0
60,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-03-08 14:00,2018.0,3.0,8.0,14.0
61,61,52674.0,101.96,38.23,1977.0,16.0,0.0,90.0,5.0,9999.0,-4.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-20.1,30.0,0.0,10.1,9999.0,9999.0,1.0,2.0,5.0,-3.0,2018-03-08 17:00,2018.0,3.0,8.0,17.0
62,62,52674.0,101.96,38.23,1977.0,16.0,0.0,160.0,4.0,9999.0,6.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-17.6,30.0,0.0,1.8,9999.0,9999.0,1.0,2.0,3.0,-3.0,2018-03-08 20:00,2018.0,3.0,8.0,20.0
63,63,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,6.0,9999.0,7.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-20.3,30.0,0.0,1.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-08 23:00,2018.0,3.0,8.0,23.0
64,64,52674.0,101.96,38.23,1977.0,16.0,9.0,220.0,3.0,9999.0,-13.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-28.5,30.0,0.0,-0.7,9999.0,9999.0,1.0,2.0,2.0,-2.0,2018-03-09 02:00,2018.0,3.0,9.0,2.0
65,65,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,3.0,9999.0,-14.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-25.3,30.0,0.0,-3.0,9999.0,9999.0,1.0,2.0,1.0,-2.0,2018-03-09 05:00,2018.0,3.0,9.0,5.0
66,66,52674.0,101.96,38.23,1977.0,16.0,5.0,180.0,3.0,9999.0,1.0,0.0,0.0,0.0,9999.0,5.0,2500.0,-26.6,30.0,0.0,-3.8,9999.0,9999.0,1.0,2.0,1.0,-3.0,2018-03-09 08:00,2018.0,3.0,9.0,8.0
67,67,52674.0,101.96,38.23,1977.0,16.0,7.0,320.0,2.0,9999.0,6.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-23.5,30.0,0.0,7.3,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-09 11:00,2018.0,3.0,9.0,11.0
68,68,52674.0,101.96,38.23,1977.0,16.0,7.0,70.0,6.0,9999.0,-14.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-22.6,30.0,0.0,10.2,9999.0,9999.0,1.0,2.0,0.0,-3.0,2018-03-09 14:00,2018.0,3.0,9.0,14.0
69,69,52674.0,101.96,38.23,1977.0,16.0,7.0,110.0,4.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-22.8,30.0,0.0,10.0,9999.0,9999.0,1.0,2.0,0.0,-3.0,2018-03-09 17:00,2018.0,3.0,9.0,17.0
70,70,52674.0,101.96,38.23,1977.0,16.0,5.0,160.0,5.0,9999.0,10.0,0.0,0.0,0.0,9999.0,5.0,2500.0,-19.9,30.0,0.0,2.7,9999.0,9999.0,1.0,2.0,1.0,-3.0,2018-03-09 20:00,2018.0,3.0,9.0,20.0
71,71,52674.0,101.96,38.23,1977.0,16.0,9.0,250.0,5.0,9999.0,3.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-19.9,30.0,0.0,0.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-03-09 23:00,2018.0,3.0,9.0,23.0
72,72,52674.0,101.96,38.23,1977.0,16.0,9.0,180.0,2.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-21.7,30.0,0.0,-4.2,9999.0,9999.0,1.0,2.0,-4.0,-3.0,2018-03-10 02:00,2018.0,3.0,10.0,2.0
73,73,52674.0,101.96,38.23,1977.0,16.0,9.0,0.0,0.0,9999.0,-10.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-20.5,30.0,0.0,-1.0,9999.0,9999.0,1.0,2.0,2.0,-2.0,2018-03-10 05:00,2018.0,3.0,10.0,5.0
