,Unnamed: 0,stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,lowCloudiness.1,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,time,year,month,day,hour
5,5,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,4.0,9999.0,2.0,0.0,0.0,0.0,9999.0,7.0,600.0,1.5,22.0,0.0,21.3,9999.0,9999.0,1.0,2.0,-3.0,4.0,2018-06-01 14:00,2018.0,6.0,1.0,14.0
6,6,52674.0,101.93,38.22,2094.0,16.0,7.0,110.0,3.0,9999.0,-3.0,8.0,0.0,0.0,9999.0,7.0,600.0,0.1,17.0,0.0,23.8,9999.0,9999.0,1.0,2.0,-1.0,5.0,2018-06-01 17:00,2018.0,6.0,1.0,17.0
7,7,52674.0,101.93,38.22,2094.0,16.0,6.0,160.0,3.0,9999.0,11.0,8.0,0.0,0.0,9999.0,6.0,600.0,-0.4,21.0,0.0,20.2,9999.0,9999.0,1.0,2.0,-2.0,6.0,2018-06-01 20:00,2018.0,6.0,1.0,20.0
8,8,52674.0,101.93,38.22,2094.0,16.0,9.0,250.0,6.0,9999.0,14.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-0.6,30.0,0.0,15.1,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-01 23:00,2018.0,6.0,1.0,23.0
9,9,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,4.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-0.8,30.0,0.0,13.9,9999.0,9999.0,1.0,2.0,-3.0,4.0,2018-06-02 02:00,2018.0,6.0,2.0,2.0
10,10,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,4.0,9999.0,2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-1.4,30.0,0.0,10.9,9999.0,9999.0,1.0,2.0,-4.0,5.0,2018-06-02 05:00,2018.0,6.0,2.0,5.0
11,11,52674.0,101.93,38.22,2094.0,16.0,5.0,140.0,6.0,9999.0,6.0,0.0,0.0,0.0,9999.0,5.0,2500.0,-8.4,30.0,0.0,15.0,9999.0,9999.0,1.0,2.0,-2.0,4.0,2018-06-02 08:00,2018.0,6.0,2.0,8.0
12,12,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,5.0,9999.0,5.0,0.0,0.0,0.0,9999.0,7.0,2500.0,-10.8,29.0,0.0,16.8,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-02 11:00,2018.0,6.0,2.0,11.0
13,13,52674.0,101.93,38.22,2094.0,16.0,7.0,90.0,4.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,7.0,600.0,-9.0,26.0,0.0,16.9,9999.0,9999.0,1.0,2.0,-4.0,2.0,2018-06-02 14:00,2018.0,6.0,2.0,14.0
14,14,52674.0,101.93,38.22,2094.0,16.0,7.0,250.0,4.0,9999.0,-1.0,0.0,0.0,9999.0,9999.0,7.0,600.0,5.4,13.0,80.0,11.8,9999.0,9999.0,1.0,2.0,-12.0,2.0,2018-06-02 17:00,2018.0,6.0,2.0,17.0
15,15,52674.0,101.93,38.22,2094.0,16.0,7.0,340.0,3.0,9999.0,4.0,8.0,0.0,1.0,9999.0,7.0,600.0,6.7,30.0,25.0,11.0,9999.0,9999.0,1.0,2.0,-9.0,2.0,2018-06-02 20:00,2018.0,6.0,2.0,20.0
16,16,52674.0,101.93,38.22,2094.0,16.0,9.0,180.0,1.0,9999.0,6.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,7.8,30.0,0.0,10.2,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-02 23:00,2018.0,6.0,2.0,23.0
17,17,52674.0,101.93,38.22,2094.0,16.0,9.0,320.0,2.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,7.1,30.0,0.0,9.5,9999.0,9999.0,1.0,2.0,-4.0,1.0,2018-06-03 02:00,2018.0,6.0,3.0,2.0
18,18,52674.0,101.93,38.22,2094.0,16.0,9.0,270.0,1.0,9999.0,-3.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,5.6,30.0,0.0,9.2,9999.0,9999.0,1.0,2.0,-2.0,1.0,2018-06-03 05:00,2018.0,6.0,3.0,5.0
19,19,52674.0,101.93,38.22,2094.0,16.0,7.0,250.0,2.0,9999.0,8.0,0.0,0.0,0.0,9999.0,7.0,1500.0,5.6,30.0,0.0,12.0,9999.0,9999.0,1.0,2.0,-3.0,1.0,2018-06-03 08:00,2018.0,6.0,3.0,8.0
20,20,52674.0,101.93,38.22,2094.0,16.0,7.0,20.0,2.0,9999.0,-1.0,0.0,0.0,0.0,9999.0,7.0,600.0,-2.1,26.0,0.0,16.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-03 11:00,2018.0,6.0,3.0,11.0
21,21,52674.0,101.93,38.22,2094.0,16.0,7.0,90.0,3.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,7.0,600.0,-6.8,27.0,0.0,18.7,9999.0,9999.0,1.0,2.0,2.0,0.0,2018-06-03 14:00,2018.0,6.0,3.0,14.0
22,22,52674.0,101.93,38.22,2094.0,16.0,2.0,90.0,4.0,9999.0,-13.0,0.0,0.0,0.0,9999.0,2.0,600.0,-7.2,26.0,0.0,19.2,9999.0,9999.0,1.0,2.0,7.0,-2.0,2018-06-03 17:00,2018.0,6.0,3.0,17.0
23,23,52674.0,101.93,38.22,2094.0,16.0,2.0,110.0,3.0,9999.0,0.0,0.0,0.0,0.0,9999.0,2.0,2500.0,-5.3,29.0,0.0,16.4,9999.0,9999.0,1.0,2.0,5.0,-2.0,2018-06-03 20:00,2018.0,6.0,3.0,20.0
24,24,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,5.0,9999.0,8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-3.9,30.0,0.0,10.0,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-03 23:00,2018.0,6.0,3.0,23.0
25,25,52674.0,101.93,38.22,2094.0,16.0,9.0,250.0,4.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-5.7,30.0,0.0,9.7,9999.0,9999.0,1.0,2.0,0.0,-2.0,2018-06-04 02:00,2018.0,6.0,4.0,2.0
26,26,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,1.0,9999.0,-8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-8.5,30.0,0.0,6.1,9999.0,9999.0,1.0,2.0,-3.0,-2.0,2018-06-04 05:00,2018.0,6.0,4.0,5.0
27,27,52674.0,101.93,38.22,2094.0,16.0,0.0,290.0,2.0,9999.0,0.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-6.9,30.0,0.0,14.5,9999.0,9999.0,1.0,2.0,3.0,-3.0,2018-06-04 08:00,2018.0,6.0,4.0,8.0
28,28,52674.0,101.93,38.22,2094.0,16.0,7.0,340.0,4.0,9999.0,-3.0,0.0,0.0,0.0,9999.0,7.0,600.0,-15.1,26.0,0.0,22.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-04 11:00,2018.0,6.0,4.0,11.0
29,29,52674.0,101.93,38.22,2094.0,16.0,7.0,270.0,3.0,9999.0,-17.0,0.0,0.0,0.0,9999.0,7.0,600.0,-17.9,25.0,0.0,24.1,9999.0,9999.0,1.0,2.0,5.0,-4.0,2018-06-04 14:00,2018.0,6.0,4.0,14.0
30,30,52674.0,101.93,38.22,2094.0,16.0,1.0,70.0,5.0,9999.0,-17.0,0.0,0.0,0.0,9999.0,1.0,600.0,-8.3,26.0,0.0,23.9,9999.0,9999.0,1.0,2.0,5.0,-4.0,2018-06-04 17:00,2018.0,6.0,4.0,17.0
31,31,52674.0,101.93,38.22,2094.0,16.0,2.0,110.0,3.0,9999.0,0.0,0.0,0.0,0.0,9999.0,2.0,600.0,-6.9,29.0,0.0,20.6,9999.0,9999.0,1.0,2.0,4.0,-4.0,2018-06-04 20:00,2018.0,6.0,4.0,20.0
32,32,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,3.0,9999.0,5.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-9.5,30.0,0.0,14.5,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-04 23:00,2018.0,6.0,4.0,23.0
33,33,52674.0,101.93,38.22,2094.0,16.0,9.0,250.0,5.0,9999.0,-10.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-11.9,30.0,0.0,13.3,9999.0,9999.0,1.0,2.0,4.0,-5.0,2018-06-05 02:00,2018.0,6.0,5.0,2.0
34,34,52674.0,101.93,38.22,2094.0,16.0,9.0,180.0,1.0,9999.0,-5.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-10.9,30.0,0.0,9.8,9999.0,9999.0,1.0,2.0,4.0,-5.0,2018-06-05 05:00,2018.0,6.0,5.0,5.0
35,35,52674.0,101.93,38.22,2094.0,16.0,7.0,290.0,3.0,9999.0,17.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-1.1,30.0,0.0,17.5,9999.0,9999.0,1.0,2.0,3.0,-3.0,2018-06-05 08:00,2018.0,6.0,5.0,8.0
36,36,52674.0,101.93,38.22,2094.0,16.0,7.0,320.0,5.0,9999.0,5.0,0.0,0.0,0.0,9999.0,7.0,600.0,-5.4,25.0,0.0,23.6,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-05 11:00,2018.0,6.0,5.0,11.0
37,37,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,4.0,9999.0,-7.0,0.0,0.0,0.0,9999.0,7.0,600.0,-6.5,24.0,0.0,26.2,9999.0,9999.0,1.0,2.0,2.0,-1.0,2018-06-05 14:00,2018.0,6.0,5.0,14.0
38,38,52674.0,101.93,38.22,2094.0,16.0,3.0,70.0,7.0,9999.0,-1.0,0.0,0.0,0.0,9999.0,3.0,600.0,-1.7,23.0,0.0,24.9,9999.0,9999.0,1.0,2.0,1.0,0.0,2018-06-05 17:00,2018.0,6.0,5.0,17.0
39,39,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,3.0,9999.0,16.0,0.0,0.0,0.0,9999.0,7.0,600.0,-0.3,28.0,0.0,21.7,9999.0,9999.0,1.0,2.0,1.0,2.0,2018-06-05 20:00,2018.0,6.0,5.0,20.0
40,40,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,4.0,9999.0,20.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.0,30.0,0.0,18.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-05 23:00,2018.0,6.0,5.0,23.0
41,41,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,3.0,9999.0,4.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,1.6,30.0,0.0,17.7,9999.0,9999.0,1.0,2.0,4.0,5.0,2018-06-06 02:00,2018.0,6.0,6.0,2.0
42,42,52674.0,101.93,38.22,2094.0,16.0,9.0,270.0,4.0,9999.0,3.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,7.3,30.0,0.0,14.7,9999.0,9999.0,1.0,2.0,5.0,6.0,2018-06-06 05:00,2018.0,6.0,6.0,5.0
43,43,52674.0,101.93,38.22,2094.0,16.0,7.0,290.0,7.0,9999.0,15.0,0.0,0.0,0.1,9999.0,7.0,1500.0,5.0,30.0,0.0,12.3,9999.0,9999.0,1.0,2.0,-5.0,6.0,2018-06-06 08:00,2018.0,6.0,6.0,8.0
44,44,52674.0,101.93,38.22,2094.0,16.0,7.0,250.0,8.0,9999.0,6.0,0.0,0.0,0.0,9999.0,7.0,1500.0,4.1,30.0,0.0,13.8,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-06 11:00,2018.0,6.0,6.0,11.0
45,45,52674.0,101.93,38.22,2094.0,16.0,7.0,290.0,6.0,9999.0,-2.0,0.0,0.0,0.0,9999.0,7.0,600.0,-4.4,30.0,0.0,16.8,9999.0,9999.0,1.0,2.0,-9.0,6.0,2018-06-06 14:00,2018.0,6.0,6.0,14.0
46,46,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,2.0,9999.0,1.0,0.0,0.0,0.0,9999.0,7.0,1500.0,2.3,29.0,0.0,15.9,9999.0,9999.0,1.0,2.0,-9.0,6.0,2018-06-06 17:00,2018.0,6.0,6.0,17.0
47,47,52674.0,101.93,38.22,2094.0,16.0,7.0,220.0,1.0,9999.0,0.0,0.0,0.0,0.0,9999.0,7.0,1500.0,0.7,30.0,0.0,15.3,9999.0,9999.0,1.0,2.0,-6.0,5.0,2018-06-06 20:00,2018.0,6.0,6.0,20.0
48,48,52674.0,101.93,38.22,2094.0,16.0,9.0,250.0,3.0,9999.0,8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-1.2,30.0,0.0,11.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-06 23:00,2018.0,6.0,6.0,23.0
49,49,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,1.0,9999.0,-7.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-1.5,30.0,0.0,10.5,9999.0,9999.0,1.0,2.0,-7.0,2.0,2018-06-07 02:00,2018.0,6.0,7.0,2.0
50,50,52674.0,101.93,38.22,2094.0,16.0,9.0,270.0,3.0,9999.0,5.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.1,30.0,0.0,10.2,9999.0,9999.0,1.0,2.0,-5.0,3.0,2018-06-07 05:00,2018.0,6.0,7.0,5.0
51,51,52674.0,101.93,38.22,2094.0,16.0,7.0,220.0,2.0,9999.0,10.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-0.6,30.0,0.0,13.7,9999.0,9999.0,1.0,2.0,1.0,2.0,2018-06-07 08:00,2018.0,6.0,7.0,8.0
52,52,52674.0,101.93,38.22,2094.0,16.0,7.0,180.0,1.0,9999.0,-2.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-0.7,26.0,0.0,15.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-07 11:00,2018.0,6.0,7.0,11.0
53,53,52674.0,101.93,38.22,2094.0,16.0,7.0,110.0,4.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-8.5,30.0,0.0,16.6,9999.0,9999.0,1.0,2.0,0.0,0.0,2018-06-07 14:00,2018.0,6.0,7.0,14.0
54,54,52674.0,101.93,38.22,2094.0,16.0,7.0,110.0,3.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-8.3,28.0,0.0,16.9,9999.0,9999.0,1.0,2.0,1.0,-1.0,2018-06-07 17:00,2018.0,6.0,7.0,17.0
55,55,52674.0,101.93,38.22,2094.0,16.0,7.0,160.0,2.0,9999.0,3.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-9.1,30.0,0.0,15.8,9999.0,9999.0,1.0,2.0,1.0,-1.0,2018-06-07 20:00,2018.0,6.0,7.0,20.0
56,56,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,4.0,9999.0,3.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-8.7,30.0,0.0,12.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-07 23:00,2018.0,6.0,7.0,23.0
57,57,52674.0,101.93,38.22,2094.0,16.0,9.0,290.0,2.0,9999.0,-10.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-6.2,30.0,0.0,10.6,9999.0,9999.0,1.0,2.0,0.0,-1.0,2018-06-08 02:00,2018.0,6.0,8.0,2.0
58,58,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,5.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-8.6,30.0,0.0,8.8,9999.0,9999.0,1.0,2.0,-1.0,-3.0,2018-06-08 05:00,2018.0,6.0,8.0,5.0
59,59,52674.0,101.93,38.22,2094.0,16.0,3.0,320.0,2.0,9999.0,4.0,0.0,0.0,0.0,9999.0,3.0,1500.0,-6.6,30.0,0.0,12.9,9999.0,9999.0,1.0,2.0,-1.0,-4.0,2018-06-08 08:00,2018.0,6.0,8.0,8.0
60,60,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,4.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,7.0,600.0,-4.0,29.0,0.0,18.0,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-08 11:00,2018.0,6.0,8.0,11.0
61,61,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,5.0,9999.0,-17.0,0.0,0.0,0.0,9999.0,7.0,600.0,-3.6,28.0,0.0,19.2,9999.0,9999.0,1.0,2.0,3.0,-5.0,2018-06-08 14:00,2018.0,6.0,8.0,14.0
62,62,52674.0,101.93,38.22,2094.0,16.0,7.0,110.0,4.0,9999.0,-13.0,0.0,0.0,0.0,9999.0,7.0,600.0,-5.6,28.0,0.0,20.1,9999.0,9999.0,1.0,2.0,3.0,-5.0,2018-06-08 17:00,2018.0,6.0,8.0,17.0
63,63,52674.0,101.93,38.22,2094.0,16.0,4.0,110.0,4.0,9999.0,2.0,0.0,0.0,0.0,9999.0,4.0,600.0,-1.3,30.0,0.0,17.9,9999.0,9999.0,1.0,2.0,2.0,-5.0,2018-06-08 20:00,2018.0,6.0,8.0,20.0
64,64,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,4.0,9999.0,3.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.2,30.0,0.0,12.0,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-08 23:00,2018.0,6.0,8.0,23.0
65,65,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,4.0,9999.0,-7.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.9,30.0,0.0,10.0,9999.0,9999.0,1.0,2.0,-1.0,-5.0,2018-06-09 02:00,2018.0,6.0,9.0,2.0
66,66,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,3.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-4.0,30.0,0.0,6.7,9999.0,9999.0,1.0,2.0,-2.0,-5.0,2018-06-09 05:00,2018.0,6.0,9.0,5.0
67,67,52674.0,101.93,38.22,2094.0,16.0,0.0,320.0,2.0,9999.0,4.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-0.8,30.0,0.0,14.0,9999.0,9999.0,1.0,2.0,1.0,-5.0,2018-06-09 08:00,2018.0,6.0,9.0,8.0
68,68,52674.0,101.93,38.22,2094.0,16.0,2.0,110.0,5.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,2.0,2500.0,-3.7,29.0,0.0,19.1,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-09 11:00,2018.0,6.0,9.0,11.0
69,69,52674.0,101.93,38.22,2094.0,16.0,7.0,90.0,5.0,9999.0,-10.0,0.0,0.0,0.0,9999.0,7.0,600.0,-4.1,29.0,0.0,20.2,9999.0,9999.0,1.0,2.0,1.0,-3.0,2018-06-09 14:00,2018.0,6.0,9.0,14.0
70,70,52674.0,101.93,38.22,2094.0,16.0,7.0,140.0,5.0,9999.0,-11.0,0.0,0.0,0.0,9999.0,7.0,600.0,-6.7,29.0,0.0,20.8,9999.0,9999.0,1.0,2.0,1.0,-3.0,2018-06-09 17:00,2018.0,6.0,9.0,17.0
71,71,52674.0,101.93,38.22,2094.0,16.0,2.0,110.0,4.0,9999.0,2.0,0.0,0.0,0.0,9999.0,2.0,600.0,-6.0,29.0,0.0,19.7,9999.0,9999.0,1.0,2.0,2.0,-3.0,2018-06-09 20:00,2018.0,6.0,9.0,20.0
72,72,52674.0,101.93,38.22,2094.0,16.0,9.0,160.0,4.0,9999.0,8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-7.7,30.0,0.0,13.5,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-09 23:00,2018.0,6.0,9.0,23.0
73,73,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,4.0,9999.0,-6.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-4.9,30.0,0.0,11.6,9999.0,9999.0,1.0,2.0,2.0,-3.0,2018-06-10 02:00,2018.0,6.0,10.0,2.0
74,74,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,2.0,9999.0,-7.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-5.2,30.0,0.0,8.6,9999.0,9999.0,1.0,2.0,2.0,-3.0,2018-06-10 05:00,2018.0,6.0,10.0,5.0
75,75,52674.0,101.93,38.22,2094.0,16.0,0.0,340.0,2.0,9999.0,1.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-2.0,29.0,0.0,15.9,9999.0,9999.0,1.0,2.0,2.0,-3.0,2018-06-10 08:00,2018.0,6.0,10.0,8.0
76,76,52674.0,101.93,38.22,2094.0,16.0,0.0,70.0,2.0,9999.0,-1.0,0.0,0.0,0.0,9999.0,0.0,600.0,-2.0,26.0,0.0,21.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-10 11:00,2018.0,6.0,10.0,11.0
77,77,52674.0,101.93,38.22,2094.0,16.0,5.0,70.0,4.0,9999.0,-17.0,0.0,0.0,0.0,9999.0,5.0,600.0,-4.4,24.0,0.0,24.8,9999.0,9999.0,1.0,2.0,5.0,-3.0,2018-06-10 14:00,2018.0,6.0,10.0,14.0
78,78,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,5.0,9999.0,0.0,0.0,0.0,0.0,9999.0,7.0,600.0,-2.5,28.0,0.0,22.1,9999.0,9999.0,1.0,2.0,1.0,-2.0,2018-06-10 17:00,2018.0,6.0,10.0,17.0
79,79,52674.0,101.93,38.22,2094.0,16.0,7.0,160.0,1.0,9999.0,5.0,0.0,0.0,0.0,9999.0,7.0,600.0,-6.0,29.0,0.0,20.7,9999.0,9999.0,1.0,2.0,1.0,-2.0,2018-06-10 20:00,2018.0,6.0,10.0,20.0
80,80,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,5.0,9999.0,7.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-5.9,30.0,0.0,16.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-10 23:00,2018.0,6.0,10.0,23.0
81,81,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,3.0,9999.0,-4.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-4.8,30.0,0.0,13.8,9999.0,9999.0,1.0,2.0,2.0,-2.0,2018-06-11 02:00,2018.0,6.0,11.0,2.0
82,82,52674.0,101.93,38.22,2094.0,16.0,9.0,320.0,2.0,9999.0,-2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-4.3,30.0,0.0,11.8,9999.0,9999.0,1.0,2.0,3.0,-1.0,2018-06-11 05:00,2018.0,6.0,11.0,5.0
83,83,52674.0,101.93,38.22,2094.0,16.0,0.0,250.0,4.0,9999.0,5.0,0.0,0.0,0.0,9999.0,0.0,1500.0,-0.5,30.0,0.0,16.6,9999.0,9999.0,1.0,2.0,1.0,-1.0,2018-06-11 08:00,2018.0,6.0,11.0,8.0
84,84,52674.0,101.93,38.22,2094.0,16.0,2.0,340.0,6.0,9999.0,6.0,0.0,0.0,0.0,9999.0,2.0,600.0,-3.1,22.0,0.0,23.2,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-11 11:00,2018.0,6.0,11.0,11.0
85,85,52674.0,101.93,38.22,2094.0,16.0,7.0,290.0,10.0,9999.0,-2.0,0.0,0.0,0.0,9999.0,7.0,600.0,-1.1,17.0,0.0,22.2,9999.0,9999.0,1.0,2.0,-3.0,2.0,2018-06-11 14:00,2018.0,6.0,11.0,14.0
86,86,52674.0,101.93,38.22,2094.0,16.0,3.0,250.0,3.0,9999.0,-10.0,0.0,0.0,0.0,9999.0,3.0,600.0,-1.6,25.0,0.0,24.1,9999.0,9999.0,1.0,2.0,2.0,1.0,2018-06-11 17:00,2018.0,6.0,11.0,17.0
87,87,52674.0,101.93,38.22,2094.0,16.0,2.0,160.0,4.0,9999.0,0.0,0.0,0.0,0.0,9999.0,2.0,600.0,0.0,28.0,0.0,21.4,9999.0,9999.0,1.0,2.0,1.0,0.0,2018-06-11 20:00,2018.0,6.0,11.0,20.0
88,88,52674.0,101.93,38.22,2094.0,16.0,9.0,250.0,6.0,9999.0,8.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.1,30.0,0.0,16.9,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-11 23:00,2018.0,6.0,11.0,23.0
89,89,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,4.0,9999.0,-2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.6,30.0,0.0,12.3,9999.0,9999.0,1.0,2.0,-2.0,0.0,2018-06-12 02:00,2018.0,6.0,12.0,2.0
90,90,52674.0,101.93,38.22,2094.0,16.0,9.0,200.0,2.0,9999.0,-4.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-2.9,30.0,0.0,10.0,9999.0,9999.0,1.0,2.0,-2.0,0.0,2018-06-12 05:00,2018.0,6.0,12.0,5.0
91,91,52674.0,101.93,38.22,2094.0,16.0,0.0,220.0,1.0,9999.0,4.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-2.2,28.0,0.0,18.0,9999.0,9999.0,1.0,2.0,1.0,0.0,2018-06-12 08:00,2018.0,6.0,12.0,8.0
92,92,52674.0,101.93,38.22,2094.0,16.0,0.0,70.0,2.0,9999.0,0.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-2.2,24.0,0.0,24.3,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-12 11:00,2018.0,6.0,12.0,11.0
93,93,52674.0,101.93,38.22,2094.0,16.0,0.0,40.0,4.0,9999.0,-15.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-3.6,26.0,0.0,25.9,9999.0,9999.0,1.0,2.0,4.0,-2.0,2018-06-12 14:00,2018.0,6.0,12.0,14.0
94,94,52674.0,101.93,38.22,2094.0,16.0,0.0,70.0,7.0,9999.0,-9.0,0.0,0.0,0.0,9999.0,0.0,9999.0,-4.3,23.0,0.0,26.2,9999.0,9999.0,1.0,2.0,2.0,-2.0,2018-06-12 17:00,2018.0,6.0,12.0,17.0
95,95,52674.0,101.93,38.22,2094.0,16.0,7.0,70.0,3.0,9999.0,10.0,0.0,0.0,0.0,9999.0,7.0,1500.0,-5.5,27.0,0.0,23.5,9999.0,9999.0,1.0,2.0,2.0,-1.0,2018-06-12 20:00,2018.0,6.0,12.0,20.0
96,96,52674.0,101.93,38.22,2094.0,16.0,9.0,160.0,4.0,9999.0,13.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-6.2,30.0,0.0,19.4,9999.0,9999.0,1.0,2.0,9999.0,9999.0,2018-06-12 23:00,2018.0,6.0,12.0,23.0
97,97,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,2.0,9999.0,2.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-4.0,30.0,0.0,14.7,9999.0,9999.0,1.0,2.0,2.0,0.0,2018-06-13 02:00,2018.0,6.0,13.0,2.0
98,98,52674.0,101.93,38.22,2094.0,16.0,9.0,220.0,1.0,9999.0,9.0,0.0,0.0,0.0,9999.0,9999.0,9999.0,-4.8,30.0,0.0,11.7,9999.0,9999.0,1.0,2.0,2.0,1.0,2018-06-13 05:00,2018.0,6.0,13.0,5.0
