,Date,W5,W6,W7
0,2020-05-31,682.5153122520685,20794.56806693822,316.5390953914042
1,2020-06-30,7059.275658260708,3871.836908203172,363.2504197761194
2,2020-07-31,6965.104911564931,2686.980521318478,259.4671906579834
3,2020-08-31,30125.10902912163,995.1530443819538,1141.761272265838
4,2020-09-30,975.1506130432708,22930.4759922812,6069.164392415973
5,2020-10-31,51096.26109633518,652.0251134772833,399.0050609053785
6,2020-11-30,71068.80676594368,1176.389513672095,300.8443449048152
