,Date,W1,W2,W3,W4
313,2020-03-09,644.2794561933534,775.3625377643505,545.33506044905,568.8778054862843
314,2020-03-10,766.4692737430167,1003.428471737613,572.6103692065985,641.689453125
315,2020-03-11,442.4026425591099,593.5751043115438,285.0632530120482,451.7527896995708
316,2020-03-12,493.8236933797909,571.9268802228412,331.9571428571429,303.1984511132624
317,2020-03-13,889.7026462395543,888.1951219512196,489.7181889149102,514.1731651376147
318,2020-03-14,1028.941544885178,1109.330549756437,573.5898617511521,760.9208025343189
319,2020-03-15,383.441504178273,629.401393728223,199.4234375,436.3287197231834
320,2020-03-16,419.6682995101469,499.3167484232656,233.3577023498694,290.9478021978022
321,2020-03-17,578.7850662944871,644.5941422594142,346.2250889679715,378.9859594383776
322,2020-03-18,282.4178272980502,475.2252440725244,206.7234273318872,182.790585975024
323,2020-03-19,564.0194986072423,788.4477715877438,405.4707224334601,349.8225988700565
324,2020-03-20,359.8827634333566,566.4026517794836,296.4280094413847,226.5017261219793
325,2020-03-21,522.4856743535989,725.7384615384616,317.0567315834039,413.6696629213483
326,2020-03-22,108.5337979094077,422.8549511854951,86.76775956284153,317.4470709146968
327,2020-03-23,376.4311670160727,479.0811188811189,157.2605363984674,352.0589543937709
328,2020-03-24,562.1212543554007,597.049442896936,261.586387434555,453.4980544747082
329,2020-03-25,194.4237875288684,447.6397228637413,122.4976798143852,291.6572164948454
330,2020-03-26,538.3808525506639,699.706498951782,322.138652207591,508.3798449612403
331,2020-03-27,518.8655988857938,633.388850174216,318.7865519937451,457.8190630048466
332,2020-03-28,416.3223776223776,492.0258741258741,229.628701594533,342.7369062119367
333,2020-03-29,534.2418118466899,599.3846689895471,226.9020376175549,348.1950310559006
334,2020-03-30,196.158077994429,447.0285515320334,159.8211567732116,233.5720338983051
335,2020-03-31,321.7668067226891,652.9411352487737,132.1495227995758,329.0281690140845
336,2020-04-01,441.8784916201117,557.727653631285,64.84922010398614,306.8117647058824
337,2020-04-02,401.5133239831697,494.1855235418131,220.9087809036658,370.9469387755102
338,2020-04-03,123.8398299078668,376.1567944250871,117.4036697247706,204.132752992383
339,2020-04-04,255.1587743732591,469.3721254355401,149.6424050632911,356.6107883817427
340,2020-04-05,616.7391910739191,608.0718270571828,273.7233429394813,380.9469777306469
341,2020-04-06,540.6186499652052,536.6882393876131,203.5892714171337,347.095154185022
342,2020-04-07,491.7491289198607,653.9275261324042,203.2689075630252,226.3074935400517
