,stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,midCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,time,year,month,day,hour
0,52787.0,102.8667,37.2,3045.1,11.0,9999.0,353.0,12.3,1006.9,4.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-2.1,22.0,9999.0,1.0,9999.0,9999.0,1.0,2.0,-4.8,-33.0,2019-04-27 00:00,2019.0,4.0,27.0,0.0
1,52787.0,102.8667,37.2,3045.1,11.0,9999.0,312.0,7.1,1007.7,-6.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.1,22.2,9999.0,-1.1,9999.0,9999.0,1.0,2.0,-7.3,-28.0,2019-04-27 01:00,2019.0,4.0,27.0,1.0
2,52787.0,102.8667,37.2,3045.1,11.0,9999.0,292.0,4.2,1007.7,-5.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-3.0,23.7,9999.0,-1.0,9999.0,9999.0,1.0,2.0,-5.8,-24.0,2019-04-27 02:00,2019.0,4.0,27.0,2.0
3,52787.0,102.8667,37.2,3045.1,11.0,9999.0,7.0,7.4,1003.6,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.4,26.3,9999.0,5.0,9999.0,9999.0,1.0,2.0,0.0,-19.0,2019-04-27 03:00,2019.0,4.0,27.0,3.0
4,52787.0,102.8667,37.2,3045.1,11.0,9999.0,7.0,7.2,1004.8,-2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.7,30.0,9999.0,5.8,9999.0,9999.0,1.0,2.0,0.5,-13.0,2019-04-27 04:00,2019.0,4.0,27.0,4.0
5,52787.0,102.8667,37.2,3045.1,11.0,9999.0,1.0,6.8,1006.5,2.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.9,30.0,9999.0,6.1,9999.0,9999.0,1.0,2.0,-0.6,-7.0,2019-04-27 05:00,2019.0,4.0,27.0,5.0
6,52787.0,102.8667,37.2,3045.1,11.0,9999.0,357.0,8.5,1008.6,8.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.7,30.0,9999.0,6.0,9999.0,9999.0,1.0,2.0,-0.5,-1.0,2019-04-27 06:00,2019.0,4.0,27.0,6.0
7,52787.0,102.8667,37.2,3045.1,11.0,9999.0,311.0,4.5,1013.8,13.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.9,30.0,9999.0,2.9,9999.0,9999.0,1.0,2.0,-4.0,4.0,2019-04-27 07:00,2019.0,4.0,27.0,7.0
8,52787.0,102.8667,37.2,3045.1,11.0,9999.0,344.0,9.2,1013.3,18.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-0.1,30.0,9999.0,5.3,9999.0,9999.0,1.0,2.0,-2.8,12.0,2019-04-27 08:00,2019.0,4.0,27.0,8.0
9,52787.0,102.8667,37.2,3045.1,11.0,9999.0,348.0,8.5,1014.7,18.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,0.4,30.0,9999.0,6.3,9999.0,9999.0,1.0,2.0,-2.0,18.0,2019-04-27 09:00,2019.0,4.0,27.0,9.0
