stationID,lon,lat,altitude,siteLevel,totalCloud,WD,WV,airPressure,Transformation_3h,pastWeather1,pastWeather2,rainfall_6h,lowCloudiness,lowCloudCover,lowCloudHigh,dewPoint,visibility,currentWeather,temperature,lowCloudiness,highCloudiness,flag1,flag2,temperatureChange_24h,transformer_24h,year,month,day,hour
52787.0,102.8681,37.1986,3045.0,11.0,9999.0,343.0,1.2,1028.5,-3.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-19.3,30.0,0.0,-13.6,9999.0,9999.0,1.0,2.0,-0.2,1.0,2020,2,1,5
52787.0,102.8681,37.1986,3045.0,11.0,10.0,159.0,3.7,1037.3,4.0,0.0,0.0,9999.0,9999.0,9999.0,4000.0,-17.0,30.0,0.0,-11.1,9999.0,9999.0,1.0,2.0,-1.2,39.0,2020,2,2,11
52787.0,102.8681,37.1986,3045.0,11.0,0.0,4.0,6.4,1023.8,-3.0,0.0,0.0,9999.0,9999.0,9999.0,1000.0,-22.9,30.0,0.0,-3.7,9999.0,9999.0,1.0,2.0,-0.4,4.0,2020,2,4,17
52787.0,102.8681,37.1986,3045.0,11.0,8.0,7.0,6.5,1024.1,4.0,0.0,0.0,9999.0,9999.0,9999.0,900.0,-24.2,30.0,0.0,-4.6,9999.0,9999.0,1.0,2.0,-0.9,1.0,2020,2,5,17
52787.0,102.8681,37.1986,3045.0,11.0,9999.0,174.0,1.8,1027.1,-7.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,-17.2,30.0,0.0,-11.4,9999.0,9999.0,1.0,2.0,1.2,18.0,2020,2,6,2
52787.0,102.8681,37.1986,3045.0,11.0,10.0,319.0,8.2,1025.4,3.0,0.0,0.0,9999.0,9999.0,9999.0,4000.0,-18.8,30.0,0.0,-5.8,9999.0,9999.0,1.0,2.0,-1.2,0.0,2020,2,6,17
52787.0,102.8681,37.1986,3045.0,11.0,4.0,354.0,5.1,1031.5,12.0,0.0,0.0,9999.0,9999.0,9999.0,4000.0,-25.6,30.0,0.0,-4.9,9999.0,9999.0,1.0,2.0,-1.3,36.0,2020,2,7,11
52787.0,102.8681,37.1986,3045.0,11.0,10.0,319.0,7.6,1039.2,21.0,0.0,0.0,9999.0,9999.0,9999.0,1800.0,-22.0,30.0,0.0,-11.0,9999.0,9999.0,1.0,2.0,0.0,51.0,2020,2,7,20
52787.0,102.8681,37.1986,3045.0,11.0,9999.0,11.0,6.1,1036.8,14.0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,-21.7,30.0,0.0,-11.0,9999.0,9999.0,1.0,2.0,-0.9,56.0,2020,2,7,23
52787.0,102.8681,37.1986,3045.0,11.0,9999.0,310.0,3.7,1037.5,2.0,0.0,0.0,9999.0,9999.0,9999.0,9999.0,-22.2,30.0,0.0,-13.2,9999.0,9999.0,1.0,2.0,-3.2,58.0,2020,2,8,2
52787.0,102.8681,37.1986,3045.0,11.0,10.0,317.0,3.7,1043.2,5.0,0.0,0.0,9999.0,9999.0,9999.0,1800.0,-21.7,30.0,0.0,-13.0,9999.0,9999.0,1.0,2.0,-2.0,47.0,2020,2,8,8
52787.0,102.8681,37.1986,3045.0,11.0,3.0,234.0,3.7,1037.3,-11.0,0.0,0.0,9999.0,9999.0,9999.0,900.0,-18.0,30.0,0.0,-3.2,9999.0,9999.0,1.0,2.0,0.0,43.0,2020,2,8,14
52787.0,102.8681,37.1986,3045.0,11.0,8.0,352.0,8.3,1038.7,2.0,0.0,0.0,9999.0,9999.0,9999.0,900.0,-22.6,29.7,0.0,-5.1,9999.0,9999.0,1.0,2.0,1.9,38.0,2020,2,8,17
