year,month,day,hour,P,T,RH,RPH,WD,WV
2009,6,2,23,718.2,9.1,48,0,237,7.7
2009,6,3,0,718.7,10.4,46,0,243,5.4
2009,6,3,1,719,11.2,48,0,252,5.2
2009,6,3,2,719.1,13,42,0,283,3.9
2009,6,3,3,719.3,14.7,34,0,283,3.7
2009,6,3,4,719,16.2,28,0,294,2.2
2009,6,3,5,718.8,16.7,21,0,300,4.9
2009,6,3,6,718.6,13.6,23,0,14,1.8
2009,6,3,7,718.3,16.6,28,0,85,3.2
2009,6,3,8,718.1,16.1,28,0,43,4.1
2009,6,3,9,718,16.2,21,0,16,4.7
2009,6,3,10,718.1,15.4,25,0,11,4.2
2009,6,3,11,718.5,13.5,25,0,20,5.8
2009,6,3,12,718.5,13.1,23,0,33,9.1
2009,6,3,13,719,12.7,19,0,30,7.3
2009,6,3,14,719.1,12.6,15,0,3,10.2
2009,6,3,15,719.3,10.1,28,0,56,9.1
2009,6,3,16,719.4,9.6,30,0,63,8.5
2009,6,3,17,719.5,8.8,34,0,74,6.6
2009,6,3,18,719.3,9.8,33,0,82,4.9
2009,6,3,19,719.3,9.6,27,0,61,3.7
2009,6,3,20,719.4,10.2,25,0,30,5.6
2009,6,3,21,719.3,9.8,25,0,10,4.8
2009,6,3,22,719.9,9.7,26,0,337,3.1
2009,6,3,23,720.1,12.5,24,0,341,2.4
2009,6,4,0,720.5,13.3,24,0,313,3.4
2009,6,4,1,720.8,14.3,24,0,326,2.4
2009,6,4,2,720.9,15.9,25,0,355,3.6
2009,6,4,3,721,15.9,24,0,12,3
2009,6,4,4,720.9,15.3,23,0,66,2.3
2009,6,4,5,720.8,16,23,0,46,3.8
2009,6,4,6,720.4,18.8,22,0,28,4.4
2009,6,4,7,720,16.8,21,0,9,1.4
2009,6,4,8,719.7,17.2,21,0,60,3.5
2009,6,4,9,719.5,17.6,23,0,47,4
2009,6,4,10,719.3,16.6,19,0,48,5.6
2009,6,4,11,719.6,15,21,0,31,6.9
2009,6,4,12,720.1,13.9,21,0,38,7.7
2009,6,4,13,720.4,13.1,20,0,27,7.9
2009,6,4,14,720.9,12.8,20,0,13,7.8
2009,6,4,15,721.1,12.6,20,0,26,7.7
2009,6,4,16,721,12.2,22,0,12,6.5
2009,6,4,17,720.8,11.4,23,0,33,5.1
2009,6,4,18,720.4,11.5,22,0,344,4.7
2009,6,4,19,720.1,11.9,21,0,312,4.8
2009,6,4,20,720,12,20,0,334,5.1
2009,6,4,21,720.2,12.1,20,0,288,3.5
2009,6,4,22,720.2,12.5,19,0,290,4.7
2009,6,4,23,720.3,12,28,0,241,3.3
2009,6,5,0,720.5,14.4,18,0,292,2.8
2009,6,5,1,720.6,14.3,30,0,239,1.8
2009,6,5,2,720.3,16.2,27,0,303,1
2009,6,5,3,720.2,15.4,25,0,290,2.1
2009,6,5,4,719.9,14.5,42,0,283,2.3
2009,6,5,5,719.7,17,35,0,292,2.6
2009,6,5,6,719.1,18,30,0,86,2.4
2009,6,5,7,718.4,15.5,33,0,48,8.2
2009,6,5,8,717.5,13.4,36,0,43,9
2009,6,5,9,717.1,11.8,40,0,39,12.2
2009,6,5,10,717.4,10.8,43,0,46,9.5
2009,6,5,11,717.8,9,43,0,51,9.5
2009,6,5,12,718.1,5.9,67,0.3,31,11.3
2009,6,5,13,719.5,6.4,67,0,285,7.2
2009,6,5,14,720.7,5.6,70,0.1,117,2.4
2009,6,5,15,720.1,6.1,70,0.1,27,3.4
2009,6,5,16,720,6.8,65,0,275,4.2
2009,6,5,17,719.8,7.1,62,0,292,1.5
2009,6,5,18,719.2,6,68,0,346,3.2
2009,6,5,19,718.8,6,71,0,0,0
2009,6,5,20,718.4,5.4,70,0,338,2.7
2009,6,5,21,717.9,4.8,69,0,293,5.3
2009,6,5,22,717.7,4,70,0,300,7.6
2009,6,5,23,718,4.8,56,0,303,3.3
2009,6,6,0,718.5,5.7,45,0,296,5.7
2009,6,6,1,718.8,8.6,31,0,303,5.1
2009,6,6,2,718.7,11.7,18,0,320,2.8
2009,6,6,3,719,13,27,0,19,1.5
2009,6,6,4,718.7,14.3,29,0,66,3.3
2009,6,6,5,718.6,15.1,24,0,46,2.9
2009,6,6,6,718,16.6,21,0,56,4.7
2009,6,6,7,717.8,15.8,22,0,78,3.4
2009,6,6,8,717.5,16.3,19,0,75,4.8
2009,6,6,9,717.3,15.2,20,0,73,6.4
2009,6,6,10,717.2,14,20,0,77,5.6
2009,6,6,11,717.3,12.7,21,0,89,6.1
2009,6,6,12,717.5,10.8,37,0,142,7.5
2009,6,6,13,717.8,10.9,24,0,133,4.7
2009,6,6,14,718.4,10.6,26,0,131,4.9
2009,6,6,15,718.3,10.3,27,0,142,8
2009,6,6,16,718,10,27,0,153,7.9
2009,6,6,17,717.3,10.5,24,0,182,6
2009,6,6,18,716.9,9.2,53,0,209,3.4
2009,6,6,19,716.5,8.9,71,0,223,5.9
2009,6,6,20,716,8.9,76,0,234,5.8
2009,6,6,21,715.5,8.8,80,0,237,7.1
2009,6,6,22,715.4,8.7,85,0,241,7.6
2009,6,6,23,715.5,8.6,87,0,241,8.2
2009,6,7,0,715.7,9.3,80,0,236,7.5
2009,6,7,1,715.9,10.2,79,0,245,6.3
2009,6,7,2,715.9,11.2,73,0,241,4.5
2009,6,7,3,716.3,12,70,0,250,4.9
2009,6,7,4,716.3,13.3,61,0,258,3.3
2009,6,7,5,716.2,11.4,71,0,247,5.1
2009,6,7,6,715.9,11.8,71,0,240,3.9
2009,6,7,7,715.7,8.8,94,0.2,226,3.6
2009,6,7,8,715.9,9.9,78,0,199,1.2
2009,6,7,9,716.1,8.6,92,0.3,2,2.3
2009,6,7,10,716.2,7.9,86,1,18,3
2009,6,7,11,716.5,7.4,82,0.5,31,8.9
2009,6,7,12,716.7,8.1,72,0,46,8.9
2009,6,7,13,717,8.3,63,0,39,12.2
2009,6,7,14,717.8,8.3,61,0,50,8.9
2009,6,7,15,718.5,8.3,57,0,25,7.8
2009,6,7,16,718.5,8.7,56,0,32,6.5
2009,6,7,17,718.5,8.1,54,0,24,5.5
2009,6,7,18,718.4,8.7,44,0,36,6.9
2009,6,7,19,718.1,8.7,40,0,35,7.9
2009,6,7,20,718.2,8.1,40,0,31,7.8
2009,6,7,21,718.2,7.9,37,0,37,9.2
2009,6,7,22,718.5,8.2,34,0,36,9.8
2009,6,7,23,718.7,9.9,32,0,29,8.7
2009,6,8,0,719.5,11.2,33,0,36,8
2009,6,8,1,720.1,11.5,35,0,39,8.3
2009,6,8,2,720.5,12,38,0,23,7.4
2009,6,8,3,720.8,11.7,33,0,65,8.4
2009,6,8,4,721,12.8,30,0,45,8.1
2009,6,8,5,721,13.6,33,0,50,6.5
2009,6,8,6,721,14.9,30,0,51,5
2009,6,8,7,721.1,15.1,30,0,64,5
2009,6,8,8,720.8,14.2,31,0,69,6.4
2009,6,8,9,720.5,13.5,29,0,39,7.7
2009,6,8,10,720.7,12.9,27,0,39,5.9
2009,6,8,11,720.7,11.3,29,0,39,8.1
2009,6,8,12,721,9.7,32,0,41,9.7
2009,6,8,13,721.3,9.1,32,0,40,10.2
2009,6,8,14,721.7,8.9,31,0,35,11.2
2009,6,8,15,721.7,8.5,35,0,34,12.6
2009,6,8,16,722,8.2,36,0,43,11.7
2009,6,8,17,721.8,7.6,41,0,34,13
2009,6,8,18,721.7,7.2,42,0,34,15
2009,6,8,19,722,6.5,47,0,40,12
2009,6,8,20,722.1,5.2,54,0,55,9.9
2009,6,8,21,722.2,4.5,64,0,58,10.3
2009,6,8,22,722.4,4.3,66,0,57,10.6
2009,6,8,23,722.9,6.3,64,0,58,9
2009,6,9,0,723,5.3,71,0,64,10.5
2009,6,9,1,723.3,7,66,0,66,9.5
2009,6,9,2,723.8,8.6,62,0,48,7.5
2009,6,9,3,724.1,9.8,57,0,64,4.7
2009,6,9,4,724.2,12.9,40,0,62,4.5
2009,6,9,5,724.2,12,42,0,83,3.7
2009,6,9,6,724,14.3,35,0,47,4.4
2009,6,9,7,723.7,13.7,38,0,54,5.5
2009,6,9,8,723.4,14.3,35,0,80,3.4
2009,6,9,9,723.3,14.9,34,0,37,4.7
2009,6,9,10,723.3,13.2,31,0,47,4.8
2009,6,9,11,723.4,11.5,35,0,31,5.7
2009,6,9,12,723.5,9.8,36,0,34,7.7
2009,6,9,13,724,9.6,35,0,36,8.9
2009,6,9,14,724.6,9.2,38,0,43,8.9
2009,6,9,15,724.7,8.4,41,0,44,10.1
2009,6,9,16,724.7,7.9,45,0,45,9.2
2009,6,9,17,724.7,7.5,46,0,44,8.9
2009,6,9,18,724.4,7.1,47,0,41,10
2009,6,9,19,724.2,6.8,48,0,51,9.6
2009,6,9,20,724.2,6,52,0,55,9.5
2009,6,9,21,724.3,5.3,54,0,66,9.3
2009,6,9,22,724.4,5.2,54,0,63,8.7
2009,6,9,23,724.6,5.9,48,0,61,8.1
2009,6,10,0,724.8,8.9,44,0,62,6.6
2009,6,10,1,725,9.7,40,0,40,7.4
2009,6,10,2,725.2,10.8,40,0,42,5.6
2009,6,10,3,724.9,12.2,38,0,3,2.3
2009,6,10,4,724.8,11.9,36,0,59,5.3
2009,6,10,5,724.4,13.4,33,0,74,5.5
2009,6,10,6,723.8,14.2,32,0,59,5.2
2009,6,10,7,724,13.8,31,0,81,4.9
2009,6,10,8,723.7,13,30,0,89,4.1
2009,6,10,9,723.2,14,31,0,73,4.2
2009,6,10,10,723.1,12.6,33,0,77,3.6
2009,6,10,11,723.2,10.8,34,0,78,4.3
2009,6,10,12,723.2,9.6,34,0,90,4
2009,6,10,13,723.4,9.7,33,0,126,3.3
2009,6,10,14,723.5,8.6,47,0,184,3.7
2009,6,10,15,723.3,8.4,47,0,222,2.2
2009,6,10,16,723,7.7,58,0,212,3.3
2009,6,10,17,722.5,7.3,67,0,211,3
2009,6,10,18,722,7.1,73,0,211,3.2
2009,6,10,19,721.6,7,68,0,215,3.5
2009,6,10,20,721.2,7,68,0,213,2.9
2009,6,10,21,721.2,7.1,58,0,223,4.3
2009,6,10,22,721.1,7.3,59,0,221,3.1
2009,6,10,23,721.3,7.9,51,0,233,2.9
2009,6,11,0,721.1,8.6,61,0,222,1.9
2009,6,11,1,721.2,9.7,52,0,241,1.9
2009,6,11,2,720.9,9.7,50,0,235,2.6
2009,6,11,3,720.9,10.6,49,0,259,2.6
2009,6,11,4,720.7,12.4,45,0,213,2.4
2009,6,11,5,720.5,12.2,39,0,295,1.6
2009,6,11,6,720.3,12.5,45,0,287,2.5
2009,6,11,7,720.1,14.3,38,0,324,3.5
2009,6,11,8,720,14.8,35,0,70,2.7
2009,6,11,9,719.9,11.8,42,0,37,7.1
2009,6,11,10,720,11,46,0,298,5.7
2009,6,11,11,720.5,10.6,50,0,324,4.2
2009,6,11,12,721,9.5,52,0,340,3.1
2009,6,11,13,721.3,9.5,49,0,311,8.7
2009,6,11,14,721.7,9.7,45,0,332,5.8
2009,6,11,15,722,9.5,47,0,299,5.7
2009,6,11,16,721.7,8.6,52,0,302,6
2009,6,11,17,721.6,7.7,51,0,326,7.1
2009,6,11,18,721.2,7.2,53,0,315,8.6
2009,6,11,19,721.3,7.7,48,0,316,9.9
2009,6,11,20,721.2,6.6,56,0,303,9.5
2009,6,11,21,721.4,6.3,58,0,298,6.8
2009,6,11,22,721.6,6.3,59,0,303,5.8
2009,6,11,23,721.8,6.7,60,0,300,7
2009,6,12,0,722.1,7.8,58,0,298,7.5
2009,6,12,1,722.3,8.4,59,0,296,10.1
2009,6,12,2,722.8,10.3,54,0,291,4.4
2009,6,12,3,722.8,11.5,47,0,284,4.5
2009,6,12,4,722.6,13.3,41,0,318,4.6
2009,6,12,5,722.7,16.2,25,0,320,8.5
2009,6,12,6,722.4,16.8,26,0,340,7.8
2009,6,12,7,722.3,16.1,28,0,11,1.9
2009,6,12,8,722,16.3,25,0,295,2
2009,6,12,9,721.8,16.6,26,0,320,2.9
2009,6,12,10,721.7,14.7,26,0,331,5.9
2009,6,12,11,721.8,15.9,25,0,302,1.6
2009,6,12,12,722,12.4,31,0,25,3.9
2009,6,12,13,722.2,12.1,28,0,34,1
2009,6,12,14,722.5,12,27,0,16,2
2009,6,12,15,722.4,11.6,28,0,49,1.8
2009,6,12,16,722.6,11.4,31,0,66,2.9
2009,6,12,17,722.5,12.1,29,0,216,2.4
2009,6,12,18,722.4,10.8,40,0,208,3.4
2009,6,12,19,722.3,11,40,0,230,3.8
2009,6,12,20,722.2,10.8,41,0,235,5.4
2009,6,12,21,722.2,10.6,44,0,235,6.3
2009,6,12,22,722.3,10.7,43,0,230,6.7
2009,6,12,23,722.6,11,41,0,224,6.4
2009,6,13,0,723.1,12.1,40,0,229,4.7
2009,6,13,1,723.3,13.4,37,0,231,4.8
2009,6,13,2,723.4,14.8,33,0,236,4.2
2009,6,13,3,723.3,15.9,30,0,244,3.9
2009,6,13,4,723.2,17.2,29,0,245,3.8
2009,6,13,5,723,16.7,25,0,265,3.3
2009,6,13,6,722.6,18.2,27,0,248,2
2009,6,13,7,722.3,20.1,24,0,237,2.2
2009,6,13,8,722.2,16.8,30,0,89,3.3
2009,6,13,9,722.1,14,45,0.3,127,4.2
2009,6,13,10,721.9,15.1,44,0,256,3.9
2009,6,13,11,722.1,13.9,43,0,234,5.2
2009,6,13,12,722.2,12.3,47,0,234,7.6
2009,6,13,13,722.5,12,45,0,238,5.6
2009,6,13,14,722.9,12.6,39,0,242,6.9
2009,6,13,15,723.1,12.4,29,0,239,6.3
2009,6,13,16,723,12.1,39,0,251,6.5
2009,6,13,17,722.9,11.7,51,0,247,7.1
2009,6,13,18,722.9,12,43,0,240,7.2
2009,6,13,19,722.8,11.7,50,0,235,7.4
2009,6,13,20,722.5,11.6,51,0,232,6.2
2009,6,13,21,722.4,11.9,51,0,230,7
2009,6,13,22,722.4,12,52,0,223,7.3
2009,6,13,23,722.8,12.1,55,0,229,7.5
2009,6,14,0,722.7,12.7,48,0,231,5.6
2009,6,14,1,723,14.1,42,0,236,4.6
2009,6,14,2,723.4,14.7,44,0,235,4.3
2009,6,14,3,723.5,16,47,0,244,3.3
2009,6,14,4,723.1,17.5,33,0,234,2.9
2009,6,14,5,723.1,18.8,33,0,256,2.8
2009,6,14,6,722.9,19.5,31,0,62,4.2
2009,6,14,7,722.5,20,26,0,69,2.7
2009,6,14,8,722.1,17.4,31,0,99,3.3
2009,6,14,9,721.8,17.1,32,0,50,5
2009,6,14,10,721.7,17.2,31,0,79,4.9
2009,6,14,11,721.7,15.5,42,0,141,5.6
2009,6,14,12,721.9,14.6,41,0,165,7.5
2009,6,14,13,722,13.6,45,0,230,3.4
2009,6,14,14,722.2,12.8,49,0,238,5.7
2009,6,14,15,722.2,12,51,0,239,7.5
2009,6,14,16,722.1,10.9,60,0,241,8.4
2009,6,14,17,721.9,10.4,64,0,238,9
2009,6,14,18,721.5,10.2,60,0,236,10.4
2009,6,14,19,721.5,10,64,0,235,10.3
2009,6,14,20,721.2,9.8,61,0,234,10
2009,6,14,21,721.4,9.7,58,0,235,8.5
2009,6,14,22,721.6,10.2,47,0,227,9
2009,6,14,23,721.6,10.3,58,0,228,7.6
2009,6,15,0,722.1,11.3,45,0,233,7.9
2009,6,15,1,722.4,12.3,49,0,240,5.7
2009,6,15,2,722.6,14,41,0,240,4.1
2009,6,15,3,722.5,14.8,40,0,255,2.9
2009,6,15,4,722.5,16.5,33,0,242,3.8
2009,6,15,5,722.4,16.4,30,0,232,3.8
2009,6,15,6,722.2,16.3,34,0,217,2.2
2009,6,15,7,722,18.7,27,0,259,2.9
2009,6,15,8,721.7,18.1,29,0,260,2.7
2009,6,15,9,721.4,17.2,36,0,130,3.6
2009,6,15,10,721.5,16.6,41,0,182,3.3
2009,6,15,11,721.9,14.3,53,0,170,4.7
2009,6,15,12,722.3,13,53,0,217,3.5
2009,6,15,13,722.5,12,52,0,239,6
2009,6,15,14,722.7,11,64,0,241,8.5
2009,6,15,15,723.1,10.1,73,0,239,9
2009,6,15,16,722.7,9.2,74,0,234,8.8
2009,6,15,17,722.4,8.8,74,0,231,9.8
2009,6,15,18,722.3,8.6,72,0,241,8.8
2009,6,15,19,722.1,8.2,80,0,237,9.9
2009,6,15,20,721.7,8,81,0,237,9.9
2009,6,15,21,721.7,7.8,86,0,232,8.1
2009,6,15,22,722.1,7.7,86,0,234,6.8
2009,6,15,23,722.1,8.3,87,0,239,5.4
2009,6,16,0,722.3,8.4,88,0,228,4.9
2009,6,16,1,722.4,10.6,81,0,232,2.3
2009,6,16,2,722.4,9.8,85,0,236,2.9
2009,6,16,3,722.4,12,78,0,209,1.5
2009,6,16,4,722.3,12.2,78,0,248,2.8
2009,6,16,5,721.9,13.8,71,0,254,2.5
2009,6,16,6,721.5,13.9,71,0,249,3.7
2009,6,16,7,721.2,13.8,70,0,250,3.2
2009,6,16,8,720.8,14.6,67,0,244,3.8
2009,6,16,9,720.5,15.6,65,0,280,2
2009,6,16,10,720.3,15.1,66,0,281,2.1
2009,6,16,11,720.4,13.7,74,0,220,0.7
2009,6,16,12,720.1,11.5,81,0,184,1
2009,6,16,13,720.3,11,82,0,190,1.5
2009,6,16,14,720.8,9.7,90,0,213,3.3
2009,6,16,15,720.7,9.2,93,0,227,7.1
2009,6,16,16,720.7,8.9,94,0,237,6.2
2009,6,16,17,720.1,8.7,94,0,232,7.8
2009,6,16,18,719.6,8.4,94,0,239,7.1
2009,6,16,19,719.1,8.3,94,0,239,8.9
2009,6,16,20,718.5,8.2,95,0,235,10.7
2009,6,16,21,718.4,8.3,95,0,236,10.5
2009,6,16,22,718.3,8.2,95,0,233,9.6
2009,6,16,23,718.4,8.3,95,0,233,9.5
2009,6,17,0,718.7,8.3,95,0,237,9.7
2009,6,17,1,719.1,8.8,95,0,229,6.7
2009,6,17,2,719.1,10.1,95,0,236,3.1
2009,6,17,3,719.1,11,95,0,221,2.5
2009,6,17,4,718.9,11.7,95,0,237,2.9
2009,6,17,5,718.8,13.2,89,0,266,2.2
2009,6,17,6,718.4,13.6,83,0,265,2.2
2009,6,17,7,718.3,17.2,66,0,270,1.4
2009,6,17,8,717.9,15.9,69,0,322,1.5
2009,6,17,9,717.6,13.4,77,0,249,3.7
2009,6,17,10,717.3,12.7,83,0,235,3.9
2009,6,17,11,717.1,11.4,89,0,234,6.9
2009,6,17,12,717.1,11,91,0,229,6.1
2009,6,17,13,716.9,11,93,0,220,6.3
2009,6,17,14,717.1,10.8,94,0,203,6.1
2009,6,17,15,717.1,10.9,94,0,243,8.3
2009,6,17,16,716.8,10.8,95,0,236,9.6
2009,6,17,17,716.6,10.9,95,0,243,8.2
2009,6,17,18,716.1,10.9,95,0,237,9.8
2009,6,17,19,715.5,10.9,95,0,242,9.8
2009,6,17,20,715.6,11.2,95,0,238,12.8
2009,6,17,21,715.3,11.5,95,0,242,13.8
2009,6,17,22,715.4,11.9,95,0,240,13.5
2009,6,17,23,716.7,12,95,0,244,12.2
2009,6,18,0,717.9,12.1,96,0.6,246,9.6
2009,6,18,1,718.4,11.6,96,2.2,272,7.2
2009,6,18,2,717.9,12.6,96,0.2,231,5.4
2009,6,18,3,718.6,12.7,96,0,256,5.7
2009,6,18,4,719.1,12.3,96,0.2,286,4
2009,6,18,5,718.9,12.3,96,2.8,283,2.1
2009,6,18,6,718.8,12.2,96,0.4,302,3.7
2009,6,18,7,718.9,12.2,96,0.3,356,3.5
2009,6,18,8,718.8,12.6,96,0,316,2.7
2009,6,18,9,718.7,12.5,96,0.1,19,6
2009,6,18,10,718.3,11.9,96,0.1,23,9.2
2009,6,18,11,718.5,12.3,95,0,36,9.6
2009,6,18,12,719.3,12.9,90,0,36,9.1
2009,6,18,13,720.1,12.8,84,0,11,7.7
2009,6,18,14,720.8,12.8,81,0,26,7.1
2009,6,18,15,720.7,12.5,75,0,40,10.2
2009,6,18,16,720.3,12.1,65,0,38,12.9
2009,6,18,17,720.5,9.4,79,0,62,8.2
2009,6,18,18,720.7,7.6,90,0,36,4.8
2009,6,18,19,720.2,7.1,92,0,11,11.1
2009,6,18,20,721.1,7,93,0.2,32,7.4
2009,6,18,21,721.5,6.7,94,0.3,31,8.8
2009,6,18,22,721.8,6,94,0.5,350,6.9
2009,6,18,23,722,5.3,94,0.8,350,8.5
2009,6,19,0,722.1,5.3,94,1.7,36,9.2
2009,6,19,1,722.2,5.5,94,0.1,33,9.9
2009,6,19,2,722.4,4.9,94,0,18,7.6
2009,6,19,3,722.8,6.2,85,0,12,5
2009,6,19,4,723.3,7.7,83,0,30,3.4
2009,6,19,5,723.2,9.4,80,0,30,3.2
2009,6,19,6,722.9,10.7,71,0,29,4.6
2009,6,19,7,723.1,10.8,69,0,8,2.9
2009,6,19,8,722.9,12.4,61,0,69,3.4
2009,6,19,9,722.4,12.2,64,0,31,3.4
2009,6,19,10,722.2,10.9,66,0,66,3
2009,6,19,11,722.3,10.1,69,0,64,2.8
2009,6,19,12,722.2,8.7,34,0,348,4.8
2009,6,19,13,722.4,8.9,58,0,306,6.9
2009,6,19,14,722.9,8.6,64,0,301,4.7
2009,6,19,15,723.1,8.1,59,0,295,5.5
2009,6,19,16,723.1,8.5,57,0,297,4.8
2009,6,19,17,722.5,8.2,63,0,296,5.1
2009,6,19,18,722.2,7.9,71,0,292,6.3
2009,6,19,19,721.9,7.7,62,0,300,5.7
2009,6,19,20,722,7.5,58,0,319,6.4
2009,6,19,21,721.9,7.9,66,0,305,6.2
2009,6,19,22,721.9,7.6,72,0,353,4.5
2009,6,19,23,721.9,9.6,40,0,41,7.6
2009,6,20,0,722.3,11.2,37,0,45,6.9
2009,6,20,1,722.5,12.7,32,0,42,6.3
2009,6,20,2,722.4,14.5,40,0,44,3.8
2009,6,20,3,722.5,15.4,38,0,45,4.2
2009,6,20,4,722.5,15.5,33,0,102,2.6
2009,6,20,5,721.9,16.9,36,0,75,4.5
2009,6,20,6,721.7,18.1,34,0,65,3.7
2009,6,20,7,721.3,17.7,36,0,63,3.9
2009,6,20,8,721.2,17.3,36,0,81,3.4
2009,6,20,9,720.7,15.4,40,0,74,4.6
2009,6,20,10,720.5,14,44,0,81,3.9
2009,6,20,11,720.2,12.8,49,0,79,2.5
2009,6,20,12,720.5,12.9,47,0,254,0.7
2009,6,20,13,720.4,12.8,52,0,220,1.4
2009,6,20,14,720.9,12.4,54,0,0,0.2
2009,6,20,15,721.4,12.2,55,0,222,2.7
2009,6,20,16,721.2,12,56,0,245,3.3
2009,6,20,17,721.1,11.3,61,0,235,5.1
2009,6,20,18,720.8,11.8,58,0,240,2.1
2009,6,20,19,720.6,11.8,55,0,262,2.6
2009,6,20,20,720.6,11.8,56,0,293,3.2
2009,6,20,21,720.8,11.7,55,0,315,1.8
2009,6,20,22,721,11.3,67,0,316,3.8
2009,6,20,23,721.1,11.9,56,0,6,3.3
2009,6,21,0,721.6,13.3,52,0,33,4.5
2009,6,21,1,721.9,12.7,47,0,41,7.6
2009,6,21,2,722,15.4,41,0,44,5.3
2009,6,21,3,722.2,15.3,42,0,54,7.5
2009,6,21,4,722.8,15.2,36,0,67,4
2009,6,21,5,723,15.2,36,0,44,4.2
2009,6,21,6,722.8,14.3,32,0,35,5.3
2009,6,21,7,723,14.1,32,0,59,3.8
2009,6,21,8,723,13.5,35,0,54,5.5
2009,6,21,9,722.9,14.1,38,0,36,6.7
2009,6,21,10,722.9,11.8,41,0,358,6.7
2009,6,21,11,723.1,12.4,31,0,313,6.2
2009,6,21,12,723.1,12.4,32,0,326,6
2009,6,21,13,723.6,12,32,0,305,6.1
2009,6,21,14,723.9,11.1,37,0,296,4.5
2009,6,21,15,724.2,11.4,35,0,294,6.3
2009,6,21,16,724.2,11.5,37,0,300,6.9
2009,6,21,17,724.2,10.9,40,0,292,7.9
2009,6,21,18,724,10.2,44,0,305,7.9
2009,6,21,19,723.6,9.9,46,0,309,4.6
2009,6,21,20,723.5,10.1,43,0,334,2.6
2009,6,21,21,723.5,9.4,47,0,55,3.8
2009,6,21,22,723.7,10.4,42,0,23,3.4
2009,6,21,23,723.9,12.4,37,0,277,1.1
2009,6,22,0,724.3,13.6,33,0,277,1.4
2009,6,22,1,724.5,15,33,0,288,1
2009,6,22,2,724.4,15.8,28,0,279,2.6
2009,6,22,3,724.3,15.9,29,0,263,2.5
2009,6,22,4,724.4,17.3,27,0,309,2.2
2009,6,22,5,724.3,19.7,27,0,34,3
2009,6,22,6,723.8,19.8,29,0,109,2.4
2009,6,22,7,723.5,17.2,32,0,87,2.7
2009,6,22,8,723.3,17.6,31,0,83,4.7
2009,6,22,9,723,17.4,34,0,78,5.5
2009,6,22,10,723,15.9,38,0,98,2.8
2009,6,22,11,722.8,15.2,33,0,119,2.4
2009,6,22,12,723.1,14.4,42,0,76,2.7
2009,6,22,13,723.6,13.7,47,0,234,4.7
2009,6,22,14,723.8,13.3,50,0,238,5.1
2009,6,22,15,723.8,13.3,36,0,241,5.2
2009,6,22,16,723.5,13.3,32,0,239,4.9
2009,6,22,17,723.5,13.1,38,0,244,6.3
2009,6,22,18,723,12.7,42,0,241,8.2
2009,6,22,19,722.5,12,47,0,242,9.9
2009,6,22,20,722.6,11.7,52,0,241,9.1
2009,6,22,21,722.6,10.6,58,0,240,11.5
2009,6,22,22,723,10.1,64,0,235,10
